admin3_id_admin1,admin3_id,name
02063,US-AK-CH,Chugach
02105,US-AK-HO,Hoonah-Angoon
02195,US-AK-PE,Petersburg
02230,US-AK-SK,Skagway
24510,US-MD-BL,Baltimore city
29510,US-MO-ST,St. Louis city
51620,US-VA-FK,Franklin city
51760,US-VA-RI,Richmond city
