admin_id,population,source
CZ-PA,501080,ghs-pop-e2020
CZ-PL,577178,ghs-pop-e2020
CZ-PR,1331311,ghs-pop-e2020
CZ-ST,1468285,ghs-pop-e2020
CZ-US,802148,ghs-pop-e2020
CZ-ZL,562031,ghs-pop-e2020
DE-BB,2510038,ghs-pop-e2020
DE-BE,3566126,ghs-pop-e2020
DE-BW,10984282,ghs-pop-e2020
DE-BY,13216746,ghs-pop-e2020
DE-HB,687938,ghs-pop-e2020
DE-HE,6256460,ghs-pop-e2020
DE-HH,1786182,ghs-pop-e2020
DE-MV,1528303,ghs-pop-e2020
DE-NI,7958755,ghs-pop-e2020
DE-NW,18331709,ghs-pop-e2020
DE-RP,4153343,ghs-pop-e2020
DE-SH,2873898,ghs-pop-e2020
DE-SL,999443,ghs-pop-e2020
DE-SN,4155366,ghs-pop-e2020
DE-ST,2180877,ghs-pop-e2020
DE-TH,2098647,ghs-pop-e2020
DJ-AR,38696,ghs-pop-e2020
DJ-AS,104837,ghs-pop-e2020
DJ-DI,80098,ghs-pop-e2020
DJ-DJ,669596,ghs-pop-e2020
DJ-OB,38464,ghs-pop-e2020
DJ-TA,102725,ghs-pop-e2020
DK-HO,1813584,ghs-pop-e2020
DK-MI,1307264,ghs-pop-e2020
DK-NO,562228,ghs-pop-e2020
DK-SL,795727,ghs-pop-e2020
DK-SY,1202811,ghs-pop-e2020
DM-SAA,7636,ghs-pop-e2020
DM-SAD,4813,ghs-pop-e2020
DM-SAG,20351,ghs-pop-e2020
DM-SAJ,5721,ghs-pop-e2020
DM-SAL,1170,ghs-pop-e2020
DM-SAM,1150,ghs-pop-e2020
DM-SAP,8713,ghs-pop-e2020
DM-SJO,4399,ghs-pop-e2020
DM-SPA,6182,ghs-pop-e2020
DM-SPE,1172,ghs-pop-e2020
DO-AL,296596,ghs-pop-e2020
DO-AN,59659,ghs-pop-e2020
DO-AZ,222886,ghs-pop-e2020
DO-BA,182003,ghs-pop-e2020
DO-BH,123590,ghs-pop-e2020
DO-DA,65191,ghs-pop-e2020
DO-DN,1025318,ghs-pop-e2020
DO-DU,320683,ghs-pop-e2020
DO-ES,274398,ghs-pop-e2020
DO-HM,93003,ghs-pop-e2020
DO-IN,58356,ghs-pop-e2020
DO-MC,116967,ghs-pop-e2020
DO-MN,174779,ghs-pop-e2020
DO-MP,213641,ghs-pop-e2020
DO-MT,162593,ghs-pop-e2020
DO-PD,41952,ghs-pop-e2020
DO-PE,259155,ghs-pop-e2020
DO-PP,316240,ghs-pop-e2020
DO-RO,287506,ghs-pop-e2020
DO-SA,1014574,ghs-pop-e2020
DO-SC,651633,ghs-pop-e2020
DO-SD,3152877,ghs-pop-e2020
DO-SE,85146,ghs-pop-e2020
DO-SJ,225215,ghs-pop-e2020
DO-SL,88924,ghs-pop-e2020
DO-SM,102278,ghs-pop-e2020
DO-SN,51720,ghs-pop-e2020
DO-SP,342633,ghs-pop-e2020
DO-SR,147687,ghs-pop-e2020
DO-ST,62947,ghs-pop-e2020
DO-VA,214610,ghs-pop-e2020
DO-VE,427881,ghs-pop-e2020
DZ-AD,965046,ghs-pop-e2020
DZ-AL,3488526,ghs-pop-e2020
DZ-AN,667131,ghs-pop-e2020
DZ-AT,452699,ghs-pop-e2020
DZ-BA,1422965,ghs-pop-e2020
DZ-BB,773000,ghs-pop-e2020
DZ-BC,352530,ghs-pop-e2020
DZ-BE,1029203,ghs-pop-e2020
DZ-BI,999268,ghs-pop-e2020
DZ-BL,1406419,ghs-pop-e2020
DZ-BO,1079285,ghs-pop-e2020
DZ-BR,836277,ghs-pop-e2020
DZ-CH,1255963,ghs-pop-e2020
DZ-CO,1096979,ghs-pop-e2020
DZ-DJ,1749491,ghs-pop-e2020
DZ-DR,565786,ghs-pop-e2020
DZ-EB,344409,ghs-pop-e2020
DZ-EO,915753,ghs-pop-e2020
DZ-ET,511962,ghs-pop-e2020
DZ-GH,481038,ghs-pop-e2020
DZ-GU,584862,ghs-pop-e2020
DZ-IL,90686,ghs-pop-e2020
DZ-JI,743631,ghs-pop-e2020
DZ-KH,495979,ghs-pop-e2020
DZ-LA,737330,ghs-pop-e2020
DZ-MA,985368,ghs-pop-e2020
DZ-ME,901947,ghs-pop-e2020
DZ-MI,944119,ghs-pop-e2020
DZ-MO,925932,ghs-pop-e2020
DZ-MS,1330359,ghs-pop-e2020
DZ-NA,333867,ghs-pop-e2020
DZ-OE,812325,ghs-pop-e2020
DZ-OR,1800072,ghs-pop-e2020
DZ-OU,775548,ghs-pop-e2020
DZ-RE,890955,ghs-pop-e2020
DZ-SA,572320,ghs-pop-e2020
DZ-SB,742717,ghs-pop-e2020
DZ-SD,426165,ghs-pop-e2020
DZ-SE,1839438,ghs-pop-e2020
DZ-SK,1102836,ghs-pop-e2020
DZ-TA,250927,ghs-pop-e2020
DZ-TE,835101,ghs-pop-e2020
DZ-TI,1085410,ghs-pop-e2020
DZ-TL,1155419,ghs-pop-e2020
DZ-TN,102831,ghs-pop-e2020
DZ-TO,1219594,ghs-pop-e2020
DZ-TP,720597,ghs-pop-e2020
DZ-TS,385564,ghs-pop-e2020
EC-AZ,880973,ghs-pop-e2020
EC-BO,200472,ghs-pop-e2020
EC-CA,253743,ghs-pop-e2020
EC-CH,521560,ghs-pop-e2020
EC-CO,477845,ghs-pop-e2020
EC-CR,180568,ghs-pop-e2020
EC-ES,629115,ghs-pop-e2020
EC-GA,30421,ghs-pop-e2020
EC-GU,4482737,ghs-pop-e2020
EC-IM,465702,ghs-pop-e2020
EC-LO,496098,ghs-pop-e2020
EC-MA,1567579,ghs-pop-e2020
EC-MS,191945,ghs-pop-e2020
EC-NA,167196,ghs-pop-e2020
EC-OR,684842,ghs-pop-e2020
EC-PA,113783,ghs-pop-e2020
EC-PI,3170754,ghs-pop-e2020
EC-RI,935484,ghs-pop-e2020
EC-RL,218737,ghs-pop-e2020
EC-SD,516911,ghs-pop-e2020
EC-SE,366664,ghs-pop-e2020
EC-SU,241938,ghs-pop-e2020
EC-TU,580559,ghs-pop-e2020
EC-ZC,109366,ghs-pop-e2020
EE-HA,634408,ghs-pop-e2020
EE-HI,5263,ghs-pop-e2020
EE-IV,125729,ghs-pop-e2020
EE-JA,26053,ghs-pop-e2020
EE-JO,25320,ghs-pop-e2020
EE-LA,18121,ghs-pop-e2020
EE-LV,47543,ghs-pop-e2020
EE-PA,79483,ghs-pop-e2020
EE-PO,24845,ghs-pop-e2020
EE-RA,39587,ghs-pop-e2020
EE-SA,36381,ghs-pop-e2020
EE-TA,146359,ghs-pop-e2020
EE-VA,23802,ghs-pop-e2020
EE-VI,39887,ghs-pop-e2020
EE-VO,28154,ghs-pop-e2020
EG-AF,3781883,ghs-pop-e2020
EG-AS,8271742,ghs-pop-e2020
EG-AI,6010917,ghs-pop-e2020
EG-AM,4618578,ghs-pop-e2020
EG-AQ,10270971,ghs-pop-e2020
EG-AB,669471,ghs-pop-e2020
EG-AW,264097,ghs-pop-e2020
EG-BA,329776,ghs-pop-e2020
EG-BH,6766415,ghs-pop-e2020
EG-BS,3354829,ghs-pop-e2020
EG-BU,823041,ghs-pop-e2020
EG-DK,7020763,ghs-pop-e2020
EG-DT,1590897,ghs-pop-e2020
EG-GH,5625917,ghs-pop-e2020
EG-GZ,10595029,ghs-pop-e2020
EG-IS,1397783,ghs-pop-e2020
EG-JS,167791,ghs-pop-e2020
EG-KA,3712392,ghs-pop-e2020
EG-KB,6683197,ghs-pop-e2020
EG-KN,2870014,ghs-pop-e2020
EG-LX,3384446,ghs-pop-e2020
EG-MA,503040,ghs-pop-e2020
EG-MN,5996759,ghs-pop-e2020
EG-SS,514015,ghs-pop-e2020
EG-SU,5350979,ghs-pop-e2020
EG-SW,1448279,ghs-pop-e2020
EG-SY,4975660,ghs-pop-e2020
EH-BO,57837,ghs-pop-e2020
EH-ES,65708,ghs-pop-e2020
EH-LA,233371,ghs-pop-e2020
EH-OE,161818,ghs-pop-e2020
ER-AN,468033,ghs-pop-e2020
ER-DK,96700,ghs-pop-e2020
ER-DU,807190,ghs-pop-e2020
ER-GB,799383,ghs-pop-e2020
ER-MA,362115,ghs-pop-e2020
ER-SK,920440,ghs-pop-e2020
ES-AN,7936587,ghs-pop-e2020
ES-AR,1346942,ghs-pop-e2020
ES-CA,8033867,ghs-pop-e2020
ES-CB,522245,ghs-pop-e2020
ES-CE,121229,ghs-pop-e2020
ES-CF,620448,ghs-pop-e2020
ES-CL,2269529,ghs-pop-e2020
ES-CM,2048239,ghs-pop-e2020
ES-CN,1998950,ghs-pop-e2020
ES-CV,4920473,ghs-pop-e2020
ES-EX,978341,ghs-pop-e2020
ES-GA,2351865,ghs-pop-e2020
ES-IB,1126124,ghs-pop-e2020
ES-MC,1528448,ghs-pop-e2020
ES-MD,7277703,ghs-pop-e2020
ES-PA,995517,ghs-pop-e2020
ES-PV,1994731,ghs-pop-e2020
ES-RI,329640,ghs-pop-e2020
ET-AA,5538271,ghs-pop-e2020
ET-AF,2054298,ghs-pop-e2020
ET-AM,24879359,ghs-pop-e2020
ET-BG,1272047,ghs-pop-e2020
ET-DD,529001,ghs-pop-e2020
ET-GP,630985,ghs-pop-e2020
ET-HP,287992,ghs-pop-e2020
ET-OR,44084706,ghs-pop-e2020
ET-SN,23930581,ghs-pop-e2020
ET-SO,6897213,ghs-pop-e2020
ET-TI,6908439,ghs-pop-e2020
FI-IS,575461,ghs-pop-e2020
FI-LL,167416,ghs-pop-e2020
FI-LS,2246098,ghs-pop-e2020
FI-OL,477272,ghs-pop-e2020
FI-SF,1887164,ghs-pop-e2020
FJ-CE,387322,ghs-pop-e2020
FJ-EA,26243,ghs-pop-e2020
FJ-NO,119305,ghs-pop-e2020
FJ-RO,834,ghs-pop-e2020
FJ-WE,331902,ghs-pop-e2020
FM-KSA,3890,ghs-pop-e2020
FM-PNI,34351,ghs-pop-e2020
FM-TRK,29784,ghs-pop-e2020
FM-YAP,8787,ghs-pop-e2020
FO-EY,10796,ghs-pop-e2020
FO-NE,5610,ghs-pop-e2020
FO-SA,1224,ghs-pop-e2020
FO-ST,20693,ghs-pop-e2020
FO-SU,4194,ghs-pop-e2020
FO-VA,3406,ghs-pop-e2020
FR-AR,7944973,ghs-pop-e2020
FR-BF,2804135,ghs-pop-e2020
FR-BR,3323605,ghs-pop-e2020
FR-CO,307933,ghs-pop-e2020
FR-CV,2561909,ghs-pop-e2020
FR-GE,5486519,ghs-pop-e2020
FR-HF,5838237,ghs-pop-e2020
FR-IF,12089650,ghs-pop-e2020
FR-NA,5930006,ghs-pop-e2020
FR-NO,3254928,ghs-pop-e2020
FR-OC,5975803,ghs-pop-e2020
FR-PA,4903253,ghs-pop-e2020
FR-PL,3782561,ghs-pop-e2020
GA-ES,966327,ghs-pop-e2020
GA-HO,530008,ghs-pop-e2020
GA-MO,73131,ghs-pop-e2020
GA-NG,105810,ghs-pop-e2020
GA-NY,50779,ghs-pop-e2020
GA-OI,66953,ghs-pop-e2020
GA-OL,80853,ghs-pop-e2020
GA-OM,128828,ghs-pop-e2020
GA-WN,221738,ghs-pop-e2020
GB-EN,56489800,ons-census-2021
GB-NI,1899321,ghs-pop-e2020
GB-SC,5376032,ghs-pop-e2020
GB-WA,3103937,ghs-pop-e2020
GD-CA,4267,ghs-pop-e2020
GD-SA,26658,ghs-pop-e2020
GD-SD,14015,ghs-pop-e2020
GD-SG,42700,ghs-pop-e2020
GD-SJ,6917,ghs-pop-e2020
GD-SM,3827,ghs-pop-e2020
GD-SP,11491,ghs-pop-e2020
GE-AB,269298,ghs-pop-e2020
GE-AJ,315170,ghs-pop-e2020
GE-GU,109184,ghs-pop-e2020
GE-IM,485919,ghs-pop-e2020
GE-KA,306960,ghs-pop-e2020
GE-KK,452442,ghs-pop-e2020
GE-MM,93265,ghs-pop-e2020
GE-RL,28618,ghs-pop-e2020
GE-SJ,153811,ghs-pop-e2020
GE-SK,249449,ghs-pop-e2020
GE-SZ,290266,ghs-pop-e2020
GE-TB,972014,ghs-pop-e2020
GF-CA,175671,ghs-pop-e2020
GF-SL,106640,ghs-pop-e2020
GG-AL,1584,ghs-pop-e2020
GG-CA,7307,ghs-pop-e2020
GG-FO,1560,ghs-pop-e2020
GG-SA,2795,ghs-pop-e2020
GG-SI,2427,ghs-pop-e2020
GG-SM,5658,ghs-pop-e2020
GG-SN,2206,ghs-pop-e2020
GG-SP,17098,ghs-pop-e2020
GG-SR,503,ghs-pop-e2020
GG-SS,7992,ghs-pop-e2020
GG-TO,527,ghs-pop-e2020
GG-VA,9180,ghs-pop-e2020
GH-AA,5284626,ghs-pop-e2020
GH-AF,576734,ghs-pop-e2020
GH-AH,7000528,ghs-pop-e2020
GH-BE,1115986,ghs-pop-e2020
GH-BO,1119961,ghs-pop-e2020
GH-CP,2731706,ghs-pop-e2020
GH-EP,3128121,ghs-pop-e2020
GH-NE,607823,ghs-pop-e2020
GH-NP,2211480,ghs-pop-e2020
GH-OT,752135,ghs-pop-e2020
GH-SV,627221,ghs-pop-e2020
GH-TV,1928347,ghs-pop-e2020
GH-UE,1125969,ghs-pop-e2020
GH-UW,828597,ghs-pop-e2020
GH-WN,825110,ghs-pop-e2020
GH-WP,2235907,ghs-pop-e2020
GL-KU,5796,ghs-pop-e2020
GL-NG,501827,level-median
GL-QA,11036,ghs-pop-e2020
GL-QE,7107,ghs-pop-e2020
GL-SE,16693,ghs-pop-e2020
GM-BA,450809,ghs-pop-e2020
GM-LR,90540,ghs-pop-e2020
GM-MI,264471,ghs-pop-e2020
GM-NB,280036,ghs-pop-e2020
GM-UR,296410,ghs-pop-e2020
GM-WE,1167064,ghs-pop-e2020
GN-BO,1325319,ghs-pop-e2020
GN-CO,1865395,ghs-pop-e2020
GN-FA,1186093,ghs-pop-e2020
GN-KA,2736867,ghs-pop-e2020
GN-KI,2123375,ghs-pop-e2020
GN-LA,1213999,ghs-pop-e2020
GN-MA,851476,ghs-pop-e2020
GN-NZ,1864443,ghs-pop-e2020
GP-BT,176172,ghs-pop-e2020
GP-PA,195658,ghs-pop-e2020
GQ-AN,925,ghs-pop-e2020
GQ-BN,660182,ghs-pop-e2020
GQ-BS,6748,ghs-pop-e2020
GQ-CS,28728,ghs-pop-e2020
GQ-KN,39044,ghs-pop-e2020
GQ-LI,776007,ghs-pop-e2020
GQ-WN,40472,ghs-pop-e2020
GR-AE,447468,ghs-pop-e2020
GR-AT,3667063,ghs-pop-e2020
GR-CR,594310,ghs-pop-e2020
GR-EW,601185,ghs-pop-e2020
GR-MT,2379802,ghs-pop-e2020
GR-PW,1310421,ghs-pop-e2020
GR-TC,1192477,ghs-pop-e2020
GR-TH,1578,ghs-pop-e2020
GT-AV,1401385,ghs-pop-e2020
GT-BV,325588,ghs-pop-e2020
GT-CM,756252,ghs-pop-e2020
GT-CQ,436532,ghs-pop-e2020
GT-ES,779622,ghs-pop-e2020
GT-GU,3383760,ghs-pop-e2020
GT-HU,1366882,ghs-pop-e2020
GT-IZ,486253,ghs-pop-e2020
GT-JA,389347,ghs-pop-e2020
GT-JU,500360,ghs-pop-e2020
GT-PE,839647,ghs-pop-e2020
GT-PR,177203,ghs-pop-e2020
GT-QC,1234845,ghs-pop-e2020
GT-QU,926718,ghs-pop-e2020
GT-RE,357670,ghs-pop-e2020
GT-SA,364142,ghs-pop-e2020
GT-SM,1203667,ghs-pop-e2020
GT-SO,546041,ghs-pop-e2020
GT-SR,391292,ghs-pop-e2020
GT-SU,618632,ghs-pop-e2020
GT-TO,592639,ghs-pop-e2020
GT-ZA,245989,ghs-pop-e2020
GU-AG,4393,ghs-pop-e2020
GU-AH,3067,ghs-pop-e2020
GU-AS,2024,ghs-pop-e2020
GU-BA,9921,ghs-pop-e2020
GU-CP,8032,ghs-pop-e2020
GU-DE,45400,ghs-pop-e2020
GU-HA,1582,ghs-pop-e2020
GU-IN,2331,ghs-pop-e2020
GU-MA,16465,ghs-pop-e2020
GU-ME,1742,ghs-pop-e2020
GU-MT,6340,ghs-pop-e2020
GU-PI,1144,ghs-pop-e2020
GU-SI,2401,ghs-pop-e2020
GU-SR,5349,ghs-pop-e2020
GU-TA,17594,ghs-pop-e2020
GU-TL,4439,ghs-pop-e2020
GU-UM,917,ghs-pop-e2020
GU-YI,21194,ghs-pop-e2020
GU-YO,8635,ghs-pop-e2020
GW-BA,267771,ghs-pop-e2020
GW-BL,36157,ghs-pop-e2020
GW-BM,148708,ghs-pop-e2020
GW-BS,508121,ghs-pop-e2020
GW-CA,233938,ghs-pop-e2020
GW-GA,288830,ghs-pop-e2020
GW-OI,287677,ghs-pop-e2020
GW-QU,79712,ghs-pop-e2020
GW-TO,116354,ghs-pop-e2020
GY-BA,31598,ghs-pop-e2020
GY-CU,21010,ghs-pop-e2020
GY-DE,308375,ghs-pop-e2020
GY-EB,104135,ghs-pop-e2020
GY-ES,112714,ghs-pop-e2020
GY-MA,55120,ghs-pop-e2020
GY-PM,43084,ghs-pop-e2020
GY-PT,11142,ghs-pop-e2020
GY-UD,41419,ghs-pop-e2020
GY-UT,31883,ghs-pop-e2020
HN-AT,548850,ghs-pop-e2020
HN-CH,457258,ghs-pop-e2020
HN-CL,333381,ghs-pop-e2020
HN-CM,582394,ghs-pop-e2020
HN-CP,432019,ghs-pop-e2020
HN-CR,2051889,ghs-pop-e2020
HN-EP,499027,ghs-pop-e2020
HN-FM,2090581,ghs-pop-e2020
HN-GD,100381,ghs-pop-e2020
HN-IB,59114,ghs-pop-e2020
HN-IN,262874,ghs-pop-e2020
HN-LE,354803,ghs-pop-e2020
HN-LP,217981,ghs-pop-e2020
HN-OC,169409,ghs-pop-e2020
HN-OL,587716,ghs-pop-e2020
HN-SB,476460,ghs-pop-e2020
HN-VA,181845,ghs-pop-e2020
HN-YO,638655,ghs-pop-e2020
HR-BB,107956,ghs-pop-e2020
HR-BP,142895,ghs-pop-e2020
HR-DN,107985,ghs-pop-e2020
HR-GZ,865077,ghs-pop-e2020
HR-IS,191270,ghs-pop-e2020
HR-KA,120457,ghs-pop-e2020
HR-KK,107053,ghs-pop-e2020
HR-KZ,122998,ghs-pop-e2020
HR-LS,46193,ghs-pop-e2020
HR-ME,107477,ghs-pop-e2020
HR-OB,279023,ghs-pop-e2020
HR-PG,258909,ghs-pop-e2020
HR-PS,71120,ghs-pop-e2020
HR-SD,408183,ghs-pop-e2020
HR-SK,96539,ghs-pop-e2020
HR-SM,160148,ghs-pop-e2020
HR-VA,169222,ghs-pop-e2020
HR-VP,77320,ghs-pop-e2020
HR-VS,154616,ghs-pop-e2020
HR-ZA,241982,ghs-pop-e2020
HR-ZD,155613,ghs-pop-e2020
HT-AR,2081792,ghs-pop-e2020
HT-CE,856847,ghs-pop-e2020
HT-GA,511177,ghs-pop-e2020
HT-ND,1197878,ghs-pop-e2020
HT-NE,436201,ghs-pop-e2020
HT-NI,379297,ghs-pop-e2020
HT-NO,867969,ghs-pop-e2020
HT-OU,3151587,ghs-pop-e2020
HT-SD,805417,ghs-pop-e2020
HT-SE,707279,ghs-pop-e2020
HU-BA,352366,ghs-pop-e2020
HU-BE,328428,ghs-pop-e2020
HU-BK,489972,ghs-pop-e2020
HU-BU,1815271,ghs-pop-e2020
HU-BZ,661209,ghs-pop-e2020
HU-CS,399374,ghs-pop-e2020
HU-FE,434677,ghs-pop-e2020
HU-GS,473610,ghs-pop-e2020
HU-HB,580715,ghs-pop-e2020
HU-HE,304917,ghs-pop-e2020
HU-JN,374282,ghs-pop-e2020
HU-KE,260963,ghs-pop-e2020
HU-NO,193821,ghs-pop-e2020
HU-PE,1172252,ghs-pop-e2020
HU-SO,298245,ghs-pop-e2020
HU-SZ,576529,ghs-pop-e2020
HU-TO,215891,ghs-pop-e2020
HU-VA,250076,ghs-pop-e2020
HU-VE,323061,ghs-pop-e2020
HU-ZA,248058,ghs-pop-e2020
ID-AC,4579674,ghs-pop-e2020
ID-BA,4501386,ghs-pop-e2020
ID-BB,1528077,ghs-pop-e2020
ID-BE,1864215,ghs-pop-e2020
ID-BT,13371799,ghs-pop-e2020
ID-GO,1209631,ghs-pop-e2020
ID-JA,3775151,ghs-pop-e2020
ID-JB,51217721,ghs-pop-e2020
ID-JI,38674092,ghs-pop-e2020
ID-JK,10491593,ghs-pop-e2020
ID-JT,32828914,ghs-pop-e2020
ID-KB,4932386,ghs-pop-e2020
ID-KI,4028445,ghs-pop-e2020
ID-KR,2313855,ghs-pop-e2020
ID-KS,4179769,ghs-pop-e2020
ID-KT,2595798,ghs-pop-e2020
ID-KU,686688,ghs-pop-e2020
ID-LA,8371693,ghs-pop-e2020
ID-MA,1595903,ghs-pop-e2020
ID-MU,1184958,ghs-pop-e2020
ID-NB,4988955,ghs-pop-e2020
ID-NT,5271549,ghs-pop-e2020
ID-PA,5444875,ghs-pop-e2020
ID-PB,1122587,ghs-pop-e2020
ID-RI,7646397,ghs-pop-e2020
ID-SA,2496642,ghs-pop-e2020
ID-SB,5291741,ghs-pop-e2020
ID-SG,2619246,ghs-pop-e2020
ID-SN,8784510,ghs-pop-e2020
ID-SR,1464436,ghs-pop-e2020
ID-SS,8014806,ghs-pop-e2020
ID-ST,2858027,ghs-pop-e2020
ID-SU,14048515,ghs-pop-e2020
ID-YO,3730490,ghs-pop-e2020
IE-CE,118445,ghs-pop-e2020
IE-CN,84793,ghs-pop-e2020
IE-CW,58753,ghs-pop-e2020
IE-DL,168718,ghs-pop-e2020
IE-DU,1232548,ghs-pop-e2020
IE-GA,258479,ghs-pop-e2020
IE-KE,237824,ghs-pop-e2020
IE-KK,102725,ghs-pop-e2020
IE-KY,141466,ghs-pop-e2020
IE-LD,44871,ghs-pop-e2020
IE-LH,127330,ghs-pop-e2020
IE-LK,190230,ghs-pop-e2020
IE-LM,34029,ghs-pop-e2020
IE-LS,101160,ghs-pop-e2020
IE-MH,214540,ghs-pop-e2020
IE-MN,63563,ghs-pop-e2020
IE-MO,128894,ghs-pop-e2020
IE-OY,81693,ghs-pop-e2020
IE-RN,69943,ghs-pop-e2020
IE-SO,65923,ghs-pop-e2020
IE-TA,161376,ghs-pop-e2020
IE-WD,111994,ghs-pop-e2020
IE-WH,90381,ghs-pop-e2020
IE-WW,149123,ghs-pop-e2020
IE-WX,154801,ghs-pop-e2020
IE-XA,501827,level-median
IL-GO,41420,ghs-pop-e2020
IL-HA,2472092,ghs-pop-e2020
IL-HD,1226054,ghs-pop-e2020
IL-HF,939252,ghs-pop-e2020
IL-HZ,1422025,ghs-pop-e2020
IL-JE,1097239,ghs-pop-e2020
IL-TA,1489324,ghs-pop-e2020
IM-AN,1351,ghs-pop-e2020
IM-AR,3707,ghs-pop-e2020
IM-BA,964,ghs-pop-e2020
IM-BI,322,ghs-pop-e2020
IM-BR,6397,ghs-pop-e2020
IM-CA,2397,ghs-pop-e2020
IM-DO,22931,ghs-pop-e2020
IM-GA,4143,ghs-pop-e2020
IM-GE,2500,ghs-pop-e2020
IM-JU,1042,ghs-pop-e2020
IM-LE,1939,ghs-pop-e2020
IM-MA,2751,ghs-pop-e2020
IM-MI,1638,ghs-pop-e2020
IM-MR,2627,ghs-pop-e2020
IM-ON,8825,ghs-pop-e2020
IM-PA,1957,ghs-pop-e2020
IM-PO,2280,ghs-pop-e2020
IM-PE,3344,ghs-pop-e2020
IM-PS,1040,ghs-pop-e2020
IM-RA,5978,ghs-pop-e2020
IM-SA,687,ghs-pop-e2020
IN-AN,355942,ghs-pop-e2020
IN-AP,53095487,ghs-pop-e2020
IN-AR,635133,ghs-pop-e2020
IN-AS,35085303,ghs-pop-e2020
IN-BR,125295406,ghs-pop-e2020
IN-CG,29676329,ghs-pop-e2020
IN-CH,931806,ghs-pop-e2020
IN-DD,187878,ghs-pop-e2020
IN-DN,574739,ghs-pop-e2020
IN-GA,1511819,ghs-pop-e2020
IN-GJ,70907561,ghs-pop-e2020
IN-HP,7636892,ghs-pop-e2020
IN-HR,29280252,ghs-pop-e2020
IN-JH,39201793,ghs-pop-e2020
IN-KA,70409298,ghs-pop-e2020
IN-KL,41529868,ghs-pop-e2020
IN-LD,38874,ghs-pop-e2020
IN-MH,126262612,ghs-pop-e2020
IN-ML,3788893,ghs-pop-e2020
IN-MN,3433549,ghs-pop-e2020
IN-MP,84477235,ghs-pop-e2020
IN-MZ,1346398,ghs-pop-e2020
IN-ND,20370586,ghs-pop-e2020
IN-NL,2089038,ghs-pop-e2020
IN-OD,46678152,ghs-pop-e2020
IN-PB,31047569,ghs-pop-e2020
IN-PY,1266893,ghs-pop-e2020
IN-RJ,80622022,ghs-pop-e2020
IN-SK,659334,ghs-pop-e2020
IN-TG,39230354,ghs-pop-e2020
IN-TN,81744904,ghs-pop-e2020
IN-TR,4204160,ghs-pop-e2020
IN-UK,11744890,ghs-pop-e2020
IN-UP,232317537,ghs-pop-e2020
IN-WB,100679440,ghs-pop-e2020
IQ-AM,925887,ghs-pop-e2020
IQ-AN,2400934,ghs-pop-e2020
IQ-AR,2448035,ghs-pop-e2020
IQ-AT,1686847,ghs-pop-e2020
IQ-BA,3205013,ghs-pop-e2020
IQ-BB,2779792,ghs-pop-e2020
IQ-BG,5747882,ghs-pop-e2020
IQ-DI,2321508,ghs-pop-e2020
IQ-DQ,2363395,ghs-pop-e2020
IQ-DY,2015100,ghs-pop-e2020
IQ-KA,1233554,ghs-pop-e2020
IQ-MA,1269203,ghs-pop-e2020
IQ-NA,1473743,ghs-pop-e2020
IQ-NI,4315991,ghs-pop-e2020
IQ-QA,1862198,ghs-pop-e2020
IQ-SA,2929237,ghs-pop-e2020
IQ-SU,2083884,ghs-pop-e2020
IQ-WA,1484692,ghs-pop-e2020
IR-AL,5451753,ghs-pop-e2020
IR-AR,1531464,ghs-pop-e2020
IR-BU,1073133,ghs-pop-e2020
IR-CM,1014509,ghs-pop-e2020
IR-EA,3362444,ghs-pop-e2020
IR-ES,4856245,ghs-pop-e2020
IR-FA,9145521,ghs-pop-e2020
IR-GI,2102185,ghs-pop-e2020
IR-GO,1737011,ghs-pop-e2020
IR-HA,2201613,ghs-pop-e2020
IR-HO,1707758,ghs-pop-e2020
IR-IL,450256,ghs-pop-e2020
IR-KB,707321,ghs-pop-e2020
IR-KE,4329376,ghs-pop-e2020
IR-KH,5429790,ghs-pop-e2020
IR-KO,1280941,ghs-pop-e2020
IR-KR,1694285,ghs-pop-e2020
IR-LO,1897236,ghs-pop-e2020
IR-MA,3119305,ghs-pop-e2020
IR-MR,1744988,ghs-pop-e2020
IR-NK,892514,ghs-pop-e2020
IR-QA,1104262,ghs-pop-e2020
IR-QO,1107510,ghs-pop-e2020
IR-RK,9864478,ghs-pop-e2020
IR-SB,2599515,ghs-pop-e2020
IR-SE,746431,ghs-pop-e2020
IR-SK,488848,ghs-pop-e2020
IR-TE,10489795,ghs-pop-e2020
IR-WA,3112899,ghs-pop-e2020
IR-YA,979773,ghs-pop-e2020
IR-ZA,906918,ghs-pop-e2020
IS-AUS,10750,ghs-pop-e2020
IS-HBI,208082,ghs-pop-e2020
IS-NUE,27684,ghs-pop-e2020
IS-NUV,6561,ghs-pop-e2020
IS-SUU,26826,ghs-pop-e2020
IS-SUR,26471,ghs-pop-e2020
IS-VEI,4235,ghs-pop-e2020
IS-VES,12673,ghs-pop-e2020
IT-AB,1229062,ghs-pop-e2020
IT-AP,3816540,ghs-pop-e2020
IT-BA,521510,ghs-pop-e2020
IT-CA,5621288,ghs-pop-e2020
IT-CL,1717649,ghs-pop-e2020
IT-ER,4490796,ghs-pop-e2020
IT-FV,1235507,ghs-pop-e2020
IT-LA,5743187,ghs-pop-e2020
IT-LI,1420083,ghs-pop-e2020
IT-LO,10131263,ghs-pop-e2020
IT-MA,1455178,ghs-pop-e2020
IT-MO,276572,ghs-pop-e2020
IT-PI,4317142,ghs-pop-e2020
