admin2_id,name,type,admin2_id_admin1,admin2_id_source
AD-AL,Andorra la Vella,Parish,,initials
AD-CA,Canillo,Parish,,name
AD-EE,Escaldes-Engordany,Parish,,initials
AD-EN,Encamp,Parish,,name
AD-LM,La Massana,Parish,,initials
AD-OR,Ordino,Parish,,name
AD-SJ,Sant Julià de Lòria,Parish,,initials
AE-AD,Abu Dhabi,Emirate,,initials
AE-AJ,Ajman,Emirate,,anchor
AE-DU,Dubai,Emirate,,name
AE-FU,Fujairah,Emirate,,name
AE-RK,Ras Al-Khaimah,Emirate,,initials
AE-SH,Sharjah,Emirate,,name
AE-UQ,Umm al-Qaywayn,Emirate,,anchor
AF-BA,Badakhshan,Province,,name
AF-BD,Badghis,Province,,skeleton
AF-BG,Baghlan,Province,,skeleton
AF-BL,Balkh,Province,,skeleton
AF-BM,Bamyan,Province,,skeleton
AF-DA,Daykundi,Province,,name
AF-FA,Faryab,Province,,name
AF-FR,Farah,Province,,skeleton
AF-GH,Ghazni,Province,,name
AF-GO,Ghor,Province,,any2
AF-HI,Hirat,Province,,name
AF-HL,Hilmand,Province,,skeleton
AF-JA,Jawzjan,Province,,name
AF-KA,Kabul,Province,,name
AF-KH,Khost,Province,,name
AF-KN,Kandahar,Province,,skeleton
AF-KP,Kapisa,Province,,skeleton
AF-KR,Kunar,Province,,any2
AF-KU,Kunduz,Province,,name
AF-LA,Laghman,Province,,name
AF-LO,Logar,Province,,name
AF-NA,Nangarhar,Province,,name
AF-NI,Nimroz,Province,,name
AF-NU,Nuristan,Province,,name
AF-PA,Paktya,Province,,name
AF-PK,Paktika,Province,,skeleton
AF-PN,Panjshir,Province,,skeleton
AF-PR,Parwan,Province,,skeleton
AF-SA,Samangan,Province,,name
AF-SP,Sari Pul,Province,,initials
AF-TA,Takhar,Province,,name
AF-UR,Uruzgan,Province,,name
AF-WA,Wardak,Province,,name
AF-ZA,Zabul,Province,,name
AG-BA,Barbuda,Dependency,,name
AG-RE,Redonda,Dependency,,name
AG-SA,Saint Peter,Parish,,any2
AG-SG,Saint George,Parish,,initials
AG-SI,Saint Philip,Parish,,any2
AG-SJ,Saint John,Parish,,initials
AG-SM,Saint Mary,Parish,,initials
AG-SP,Saint Paul,Parish,,initials
AI-BP,Blowing Point,District,,initials
AI-DI,Dog Island,Island,,initials
AI-EE,East End,District,,initials
AI-FA,The Farrington,District,,name
AI-GH,George Hill,District,,initials
AI-IH,Island Harbour,District,,initials
AI-NH,North Hill,District,,initials
AI-NS,North Side,District,,initials
AI-PP,Pricly Pear Cays,Island,,initials
AI-QU,The Quarter,District,,name
AI-SA,Sandy Hill,District,,any2
AI-SG,Stoney Ground,District,,initials
AI-SH,South Hill,District,,initials
AI-SI,Scrub Island,Island,,initials
AI-SN,Sandy Ground,District,,any2
AI-SO,Sombrero Island,Island,,any2
AI-VA,The Valley,District,,name
AI-WE,West End,District,,initials
AL-BR,Berat,County,,anchor
AL-DI,Dibër,County,,anchor
AL-DR,Durrës,County,,anchor
AL-EL,Elbasan,County,,anchor
AL-FR,Fier,County,,anchor
AL-GJ,Gjirokastër,County,,anchor
AL-KO,Korçë,County,,anchor
AL-KU,Kukës,County,,anchor
AL-LE,Lezhë,County,,anchor
AL-SH,Shkodër,County,,anchor
AL-TI,Tiranë,County,,name
AL-VL,Vlorë,County,,anchor
AM-AA,Aragatsotn,Province,,any2
AM-AR,Ararat,Province,,anchor
AM-AV,Armavir,Province,,anchor
AM-ER,Erevan,City,,anchor
AM-GE,Gegharkunik,Province,,name
AM-KT,Kotayk,Province,,anchor
AM-LO,Lori,Province,,anchor
AM-SH,Shirak,Province,,name
AM-SU,Syunik,Province,,anchor
AM-TA,Tavush,Province,,name
AM-VD,Vayots Dzor,Province,,initials
AO-BE,Benguela,Province,,name
AO-BI,Bié,Province,,name
AO-BN,Bengo,Province,,skeleton
AO-CA,Cabinda,Province,,name
AO-CC,Cuando Cubango,Province,,initials
AO-CN,Cuanza Norte,Province,,initials
AO-CS,Cuanza Sul,Province,,initials
AO-CU,Cunene,Province,,name
AO-HM,Huambo,Province,,skeleton
AO-HU,Huíla,Province,,name
AO-LN,Lunda Norte,Province,,initials
AO-LS,Lunda Sul,Province,,initials
AO-LU,Luanda,Province,,name
AO-MA,Malanje,Province,,name
AO-MO,Moxico,Province,,name
AO-NA,Namibe,Province,,name
AO-UI,Uíge,Province,,name
AO-ZA,Zaire,Province,,name
AR-BA,Buenos Aires,Province,,initials
AR-CA,Catamarca,Province,,name
AR-CB,Ciudad de Buenos Aires,Federal District,,initials
AR-CH,Chaco,Province,,name
AR-CO,Córdoba,Province,,name
AR-CR,Corrientes,Province,,skeleton
AR-CU,Chubut,Province,,any2
AR-ER,Entre Ríos,Province,,initials
AR-FO,Formosa,Province,,name
AR-JU,Jujuy,Province,,name
AR-ME,Mendoza,Province,,name
AR-MI,Misiones,Province,,name
AR-NE,Neuquén,Province,,name
AR-PA,La Pampa,Province,,name
AR-RI,La Rioja,Province,,name
AR-RN,Río Negro,Province,,initials
AR-SA,Salta,Province,,name
AR-SC,Santa Cruz,Province,,initials
AR-SE,Santiago del Estero,Province,,preposition.significant
AR-SF,Santa Fe,Province,,initials
AR-SJ,San Juan,Province,,initials
AR-SL,San Luis,Province,,initials
AR-TF,Tierra del Fuego,Province,,preposition.significant
AR-TU,Tucumán,Province,,name
AS-EA,Eastern,District,,name
AS-MA,Manu'a,District,,compound.alt
AS-UN,Unorganized,District,,name
AS-WE,Western,District,,name
AT-BU,Burgenland,State,,name
AT-KA,Kärnten,State,,name
AT-NI,Niederösterreich,State,,name
AT-OB,Oberösterreich,State,,name
AT-SA,Salzburg,State,,name
AT-ST,Steiermark,State,,name
AT-TI,Tirol,State,,name
AT-VO,Vorarlberg,State,,name
AT-WI,Wien,State,,name
AU-AC,Ashmore and Cartier Islands,Territory,,conjunction
AU-AU,Australian Capital Territory,Territory,,any2
AU-CS,Coral Sea Islands Territory,Territory,,initials
AU-JB,Jervis Bay Territory,Territory,,initials
AU-NS,New South Wales,State,,qualifier
AU-NT,Northern Territory,Territory,,anchor
AU-QU,Queensland,State,,name
AU-SA,South Australia,State,,anchor
AU-TA,Tasmania,State,,name
AU-VI,Victoria,State,,name
AU-WA,Western Australia,State,,anchor
AX-AR,Archipelago,Sub-Region,,name
AX-CO,Countryside,Sub-Region,,name
AX-MA,Mariehamn,Sub-Region,,name
AZ-AB,Absheron,Region,,name
AZ-AR,Aran,Region,,name
AZ-DS,Daglig-Shirvan,Region,,initials
AZ-GQ,Ganja-Qazakh,Region,,initials
AZ-KL,Kalbajar-Lachin,Region,,initials
AZ-LA,Lankaran,Region,,anchor
AZ-NV,Nakhchivan,Region,,anchor
AZ-QK,Quba-Khachmaz,Region,,initials
AZ-SZ,Shaki-Zaqatala,Region,,initials
AZ-YK,Yukhari-Karabakh,Region,,initials
BA-BR,Brčko,District,,name
BA-FB,Federacija Bosna i Hercegovina,Entity,,initials
BA-RS,Repuplika Srpska,Entity,,initials
BB-CHC,Christ Church,Parish,,compound
BB-SAA,Saint Andrew,Parish,,compound
BB-SAG,Saint George,Parish,,compound
BB-SAI,Saint Joseph,Parish,,any3
BB-SAJ,Saint James,Parish,,compound
BB-SAL,Saint Lucy,Parish,,compound
BB-SAM,Saint Michael,Parish,,compound
BB-SAP,Saint Philip,Parish,,compound
BB-SAT,Saint Thomas,Parish,,compound
BB-SJO,Saint John,Parish,,compound.alt
BB-SPE,Saint Peter,Parish,,compound.alt
BD-BA,Barisal,Division,,name
BD-CH,Chittagong,Division,,name
BD-DH,Dhaka,Division,,name
BD-KH,Khulna,Division,,name
BD-MY,Mymensingh,Division,,name
BD-RA,Rajshahi,Division,,name
BD-RN,Rangpur,Division,,skeleton
BD-SY,Sylhet,Division,,name
BE-BR,Bruxelles,Region,,name
BE-VL,Vlaanderen,Region,,name
BE-WA,Wallonie,Region,,name
BF-BM,Boucle du Mouhoun,Region,,preposition.significant
BF-CA,Cascades,Region,,name
BF-CE,Centre,Region,,name
BF-CN,Centre-Nord,Region,,initials
BF-CO,Centre-Ouest,Region,,initials
BF-CS,Centre-Sud,Region,,initials
BF-CT,Centre-Est,Region,,any2
BF-ES,Est,Region,,name
BF-HB,Haut-Bassins,Region,,qualifier
BF-NO,Nord,Region,,name
BF-PC,Plateau-Central,Region,,initials
BF-SA,Sahel,Region,,name
BF-SO,Sud-Ouest,Region,,qualifier
BG-BL,Blagoevgrad,Province,,name
BG-BU,Burgas,Province,,name
BG-DO,Dobrich,Province,,name
BG-GA,Gabrovo,Province,,name
BG-GS,Grad Sofiya,Province,,initials
BG-HA,Haskovo,Province,,name
BG-KA,Kardzhali,Province,,name
BG-KY,Kyustendil,Province,,name
BG-LO,Lovech,Province,,name
BG-MO,Montana,Province,,name
BG-PA,Pazardzhik,Province,,name
BG-PE,Pleven,Province,,any2
BG-PL,Plovdiv,Province,,name
BG-PR,Pernik,Province,,skeleton
BG-RA,Razgrad,Province,,name
BG-RU,Ruse,Province,,name
BG-SH,Shumen,Province,,name
BG-SI,Silistra,Province,,name
BG-SL,Sliven,Province,,name
BG-SM,Smolyan,Province,,name
BG-SO,Sofia,Province,,name
BG-SZ,Stara Zagora,Province,,initials
BG-TA,Targovishte,Province,,name
BG-VA,Varna,Province,,name
BG-VI,Vidin,Province,,name
BG-VR,Vratsa,Province,,name
BG-VT,Veliko Tarnovo,Province,,initials
BG-YA,Yambol,Province,,name
BH-CA,Capital,Governorate,,name
BH-MU,Muharraq,Governorate,,name
BH-NO,Northern,Governorate,,name
BH-SO,Southern,Governorate,,name
BI-BB,Bubanza,Province,,anchor
BI-BL,Bujumbura Rural,Province,,anchor
BI-BM,Bujumbura Mairie,Province,,anchor
BI-BR,Bururi,Province,,anchor
BI-CA,Cankuzo,Province,,anchor
BI-CI,Cibitoke,Province,,anchor
BI-GI,Gitega,Province,,anchor
BI-KI,Kirundo,Province,,anchor
BI-KR,Karuzi,Province,,anchor
BI-KY,Kayanza,Province,,anchor
BI-MA,Makamba,Province,,anchor
BI-MU,Muramvya,Province,,anchor
BI-MW,Mwaro,Province,,anchor
BI-MY,Muyinga,Province,,anchor
BI-NG,Ngozi,Province,,anchor
BI-RT,Rutana,Province,,anchor
BI-RY,Ruyigi,Province,,anchor
BJ-AL,Alibori,Department,,anchor
BJ-AQ,Atlantique,Department,,anchor
BJ-AT,Atakora,Department,,name
BJ-BO,Borgou,Department,,anchor
BJ-CO,Collines,Department,,anchor
BJ-DO,Donga,Department,,anchor
BJ-KO,Kouffo,Department,,anchor
BJ-LI,Littoral,Department,,anchor
BJ-MO,Mono,Department,,anchor
BJ-OU,Ouémé,Department,,anchor
BJ-PL,Plateau,Department,,anchor
BJ-ZO,Zou,Department,,anchor
BL-AV,Au Vent,Parish,,initials
BL-SL,Sous le Vent,Parish,,initials
BM-DE,Devonshire,Parish,,name
BM-HA,Hamilton,Parish,,name
BM-HM,Hamilton Municipality,Municipality,,skeleton
BM-PA,Paget,Parish,,name
BM-PE,Pembroke,Parish,,name
BM-SA,Sandys,Parish,,name
BM-SG,Saint George's,Parish,,initials
BM-SI,Saint George municipality,Municipality,,any2
BM-SM,Smiths,Parish,,name
BM-SO,Southampton,Parish,,name
BM-WA,Warwick,Parish,,name
BN-BE,Belait,District,,anchor
BN-BM,Brunei and Muara,District,,conjunction
BN-TE,Temburong,District,,anchor
BN-TU,Tutong,District,,anchor
BO-BE,Beni,Department,,name
BO-CH,Chuquisaca,Department,,name
BO-CO,Cochabamba,Department,,name
BO-OR,Oruro,Department,,name
BO-PA,La Paz,Department,,name
BO-PN,Pando,Department,,skeleton
BO-PO,Potosí,Department,,name
BO-SC,Santa Cruz,Department,,initials
BO-TA,Tarija,Department,,name
BQ-BO,Bonaire,Municipality,,anchor
BQ-SA,Saba,Municipality,,anchor
BQ-SE,Sint Eustatius,Municipality,,anchor
BR-AC,Acre,State,,anchor
BR-AL,Alagoas,State,,anchor
BR-AM,Amazonas,State,,anchor
BR-AP,Amapá,State,,anchor
BR-BA,Bahia,State,,anchor
BR-CE,Ceará,State,,anchor
BR-DF,Distrito Federal,Federal District,,anchor
BR-ES,Espírito Santo,State,,anchor
BR-GO,Goiás,State,,anchor
BR-MA,Maranhão,State,,anchor
BR-MG,Minas Gerais,State,,anchor
BR-MS,Mato Grosso do Sul,State,,anchor
BR-MT,Mato Grosso,State,,anchor
BR-PA,Pará,State,,anchor
BR-PB,Paraíba,State,,anchor
BR-PE,Pernambuco,State,,anchor
BR-PI,Piauí,State,,anchor
BR-PR,Paraná,State,,anchor
BR-RJ,Rio de Janeiro,State,,anchor
BR-RN,Rio Grande do Norte,State,,anchor
BR-RO,Rondônia,State,,anchor
BR-RR,Roraima,State,,anchor
BR-RS,Rio Grande do Sul,State,,anchor
BR-SC,Santa Catarina,State,,anchor
BR-SE,Sergipe,State,,anchor
BR-SP,São Paulo,State,,anchor
BR-TO,Tocantins,State,,anchor
BS-AK,Acklins,District,,anchor
BS-BI,Biminis,District,,name
BS-BP,Black Point,District,,anchor
BS-BY,Berry Islands,District,,anchor
BS-CE,Central Eleuthera,District,,anchor
BS-CI,Cat Island,District,,anchor
BS-CK,Crooked Island,District,,anchor
BS-CO,Central Abaco,District,,anchor
BS-CS,Central Andros,District,,anchor
BS-EG,East Grand Bahama,District,,anchor
BS-EX,Exuma,District,,anchor
BS-FP,City of Freeport,District,,anchor
BS-GC,Grand Cay,District,,anchor
BS-HI,Harbour Island,District,,anchor
BS-HT,Hope Town,District,,anchor
BS-IN,Inagua,District,,anchor
BS-LI,Long Island,District,,anchor
BS-MC,Mangrove Cay,District,,anchor
BS-MG,Mayaguana,District,,anchor
BS-MI,Moore's Island,District,,anchor
BS-NE,North Eleuthera,District,,anchor
BS-NO,North Abaco,District,,anchor
BS-NP,New Providence,District,,anchor
BS-NS,North Andros,District,,anchor
BS-RC,Rum Cay,District,,anchor
BS-RI,Ragged Island,District,,anchor
BS-SA,South Andros,District,,anchor
BS-SE,South Eleuthera,District,,anchor
BS-SO,South Abaco,District,,anchor
BS-SS,San Salvador,District,,anchor
BS-SW,Spanish Wells,District,,anchor
BS-WG,West Grand Bahama,District,,anchor
BT-BU,Bumthang,District,,name
BT-CH,Chhukha,District,,name
BT-DA,Dagana,District,,name
BT-GA,Gasa,District,,anchor
BT-HA,Haa,District,,name
BT-LH,Lhuentse,District,,name
BT-MO,Monggar,District,,name
BT-PA,Paro,District,,name
BT-PG,Pema Gatshel,District,,initials
BT-PU,Punakha,District,,name
BT-SA,Samtse,District,,name
BT-SJ,Samdrup Jongkhar,District,,initials
BT-SR,Sarpang,District,,skeleton
BT-TH,Thimphu,District,,name
BT-TO,Trongsa,District,,any2
BT-TR,Trashigang,District,,name
BT-TS,Tsirang,District,,name
BT-TY,Trashi Yangtse,District,,initials
BT-WP,Wangdue Phodrang,District,,initials
BT-ZH,Zhemgang,District,,name
BW-CE,Central,District,,anchor
BW-CH,Chobe,District,,anchor
BW-FR,Francistown,City,,anchor
BW-GA,Gaborone,City,,anchor
BW-GH,Ghanzi,District,,anchor
BW-JW,Jwaneng,Town,,anchor
BW-KG,Kgalagadi,District,,anchor
BW-KL,Kgatleng,District,,anchor
BW-KW,Kweneng,District,,anchor
BW-LO,Lobatse,Town,,anchor
BW-NE,North-East,District,,anchor
BW-NW,North-West,District,,anchor
BW-SE,South-East,District,,anchor
BW-SO,Southern,District,,anchor
BW-SP,Selibe Phikwe,Town,,initials
BW-ST,Sowa,Town,,anchor
BY-BR,Brest,Region,,name
BY-GO,Gomel,Region,,name
BY-GR,Grodno,Region,,name
BY-MI,Minsk,Region,,name
BY-MN,Minsk,City,,skeleton
BY-MO,Mogilev,Region,,name
BY-VI,Vitebsk,Region,,name
BZ-BZ,Belize,District,,anchor
BZ-CO,Corozal,District,,name
BZ-CY,Cayo,District,,anchor
BZ-OW,Orange Walk,District,,anchor
BZ-SC,Stann Creek,District,,anchor
BZ-TO,Toledo,District,,name
CA-AB,Alberta,Province,,anchor
CA-BC,British Columbia,Province,,anchor
CA-MB,Manitoba,Province,,anchor
CA-NB,New Brunswick,Province,,anchor
CA-NL,Newfoundland and Labrador,Province,,anchor
CA-NS,Nova Scotia,Province,,anchor
CA-NT,Northwest Territories,Territory,,anchor
CA-NU,Nunavut,Territory,,anchor
CA-ON,Ontario,Province,,anchor
CA-PE,Prince Edward Island,Province,,anchor
CA-QC,Québec,Province,,anchor
CA-SK,Saskatchewan,Province,,anchor
CA-YT,Yukon,Territory,,anchor
CD-BC,Kongo-Central,Province,,anchor
CD-BU,Bas-Uele,Province,,anchor
CD-EQ,Équateur,Province,,anchor
CD-HK,Haut-Katanga,Province,,anchor
CD-HL,Haut-Lomami,Province,,anchor
CD-HU,Haut-Uele,Province,,anchor
CD-IT,Ituri,Province,,anchor
CD-KC,Kasaï-Central,Province,,anchor
CD-KE,Kasaï-Oriental,Province,,anchor
CD-KG,Kwango,Province,,anchor
CD-KL,Kwilu,Province,,anchor
CD-KN,Kinshasa,Province,,anchor
CD-KS,Kasaï,Province,,anchor
CD-LO,Lomami,Province,,anchor
CD-LU,Lualaba,Province,,anchor
CD-MA,Maniema,Province,,anchor
CD-MN,Mai-Ndombe,Province,,anchor
CD-MO,Mongala,Province,,anchor
CD-NK,Nord-Kivu,Province,,anchor
CD-NU,Nord-Ubangi,Province,,anchor
CD-SA,Sankuru,Province,,anchor
CD-SK,Sud-Kivu,Province,,anchor
CD-SU,Sud-Ubangi,Province,,anchor
CD-TA,Tanganyika,Province,,anchor
CD-TO,Tshopo,Province,,anchor
CD-TU,Tshuapa,Province,,anchor
CF-AC,Ouham,Prefecture,,anchor
CF-BA,Bangui,Autonomous Commune,,name
CF-BB,Bamingui-Bangoran,Prefecture,,anchor
CF-BK,Basse-Kotto,Prefecture,,anchor
CF-HK,Haute-Kotto,Prefecture,,anchor
CF-HM,Haut-Mbomou,Prefecture,,anchor
CF-HS,Mambéré-Kadéï,Prefecture,,anchor
CF-KG,Kémo,Prefecture,,anchor
CF-LB,Lobaye,Prefecture,,anchor
CF-MB,Mbomou,Prefecture,,anchor
CF-MP,Ombella-M'Poko,Prefecture,,anchor
CF-NG,Nana-Grébizi,Economic Prefecture,,initials
CF-NM,Nana-Mambéré,Prefecture,,anchor
CF-OP,Ouham-Pendé,Prefecture,,anchor
CF-SE,Sangha-Mbaéré,Economic Prefecture,,anchor
CF-UK,Ouaka,Prefecture,,anchor
CF-VK,Vakaga,Prefecture,,anchor
CG-BO,Bouenza,Region,,name
CG-BR,Brazzaville,Region,,name
CG-CO,Cuvette-Ouest,Region,,initials
CG-CU,Cuvette,Region,,name
CG-KO,Kouilou,Region,,name
CG-LE,Lékoumou,Region,,name
CG-LI,Likouala,Region,,name
CG-NI,Niari,Region,,name
CG-PL,Plateaux,Region,,name
CG-PN,Pointe Noire,Region,,initials
CG-PO,Pool,Region,,name
CG-SA,Sangha,Region,,name
CH-AG,Aargau,Canton,,anchor
CH-AI,Appenzell Innerrhoden,Canton,,anchor
CH-AR,Appenzell Ausserrhoden,Canton,,anchor
CH-BE,Bern,Canton,,anchor
CH-BL,Basel-Landschaft,Canton,,anchor
CH-BS,Basel-Stadt,Canton,,anchor
CH-FR,Fribourg,Canton,,anchor
CH-GE,Genève,Canton,,anchor
CH-GL,Glarus,Canton,,anchor
CH-GR,Graubünden,Canton,,anchor
CH-JU,Jura,Canton,,anchor
CH-LU,Lucerne,Canton,,name
CH-NE,Neuchâtel,Canton,,anchor
CH-NW,Nidwalden,Canton,,anchor
CH-OW,Obwalden,Canton,,anchor
CH-SG,Sankt Gallen,Canton,,anchor
CH-SH,Schaffhausen,Canton,,anchor
CH-SO,Solothurn,Canton,,anchor
CH-SZ,Schwyz,Canton,,anchor
CH-TG,Thurgau,Canton,,anchor
CH-TI,Ticino,Canton,,anchor
CH-UR,Uri,Canton,,anchor
CH-VD,Vaud,Canton,,anchor
CH-VS,Valais,Canton,,anchor
CH-ZG,Zug,Canton,,anchor
CH-ZH,Zürich,Canton,,anchor
CI-AB,Abidjan,Autonomous district,,anchor
CI-BS,Bas-Sassandra,District,,anchor
CI-CM,Comoé,District,,anchor
CI-DN,Denguélé,District,,anchor
CI-GD,Gôh-Djiboua,District,,anchor
CI-LC,Lacs,District,,anchor
CI-LG,Lagunes,District,,anchor
CI-MG,Montagnes,District,,anchor
CI-SM,Sassandra-Marahoué,District,,anchor
CI-SV,Savanes,District,,anchor
CI-VB,Vallée du Bandama,District,,anchor
CI-WR,Woroba,District,,anchor
CI-YM,Yamoussoukro,Autonomous district,,anchor
CI-ZZ,Zanzan,District,,anchor
CK-AI,Aitutaki,Island Council,,name
CK-AT,Atiu,Island Council,,name
CK-MA,Mangaia,Island Council,,name
CK-MI,Mitiaro,Island Council,,name
CK-MK,Mauke,Island Council,,skeleton
CK-MN,Manihiki,Island Council,,skeleton
CK-PA,Palmerston,Island Council,,name
CK-PE,Penhryn,Island Council,,name
CK-PU,Pukapuka,Island Council,,name
CK-RA,Rarotonga,Island Council,,name
CK-RK,Rakahanga,Island Council,,skeleton
CL-AG,Aysén del General Ibañez del Cam,Region,,initials
CL-AN,Antofagasta,Region,,anchor
CL-AP,Arica y Parinacota,Region,,anchor
CL-AR,Araucanía,Region,,name
CL-AT,Atacama,Region,,anchor
CL-BB,Bío-Bío,Region,,initials
CL-CO,Coquimbo,Region,,anchor
CL-LG,Libertador General Bernardo O'Hi,Region,,initials
CL-LL,Los Lagos,Region,,anchor
CL-LR,Los Ríos,Region,,anchor
CL-MA,Magallanes y Antártica Chilena,Region,,conjunction
CL-ML,Maule,Region,,anchor
CL-NB,Ñuble,Region,,anchor
CL-SM,Santiago Metropolitan,Metropolian Region,,initials
CL-TA,Tarapacá,Region,,anchor
CL-VS,Valparaíso,Region,,anchor
CM-AD,Adamaoua,Region,,anchor
CM-CE,Centre,Region,,anchor
CM-EN,Extrême-Nord,Region,,anchor
CM-ES,Est,Region,,anchor
CM-LT,Littoral,Region,,anchor
CM-NO,Nord,Region,,anchor
CM-NW,Nord-Ouest,Region,,anchor
CM-OU,Ouest,Region,,anchor
CM-SU,Sud,Region,,anchor
CM-SW,Sud-Ouest,Region,,anchor
CN-AH,Anhui,Province,,anchor
CN-BJ,Beijing,Municipality,,anchor
CN-CQ,Chongqing,Municipality,,anchor
CN-FJ,Fujian,Province,,anchor
CN-GD,Guangdong,Province,,anchor
CN-GS,Gansu,Province,,anchor
CN-GX,Guangxi,Autonomous Region,,anchor
CN-GZ,Guizhou,Province,,anchor
CN-HA,Henan,Province,,anchor
CN-HB,Hubei,Province,,anchor
CN-HE,Hebei,Province,,anchor
CN-HI,Hainan,Province,,anchor
CN-HK,Hong Kong,Special Administrative Region,,anchor
CN-HL,Heilongjiang,Province,,anchor
CN-HN,Hunan,Province,,anchor
CN-JL,Jilin,Province,,anchor
CN-JS,Jiangsu,Province,,anchor
CN-JX,Jiangxi,Province,,anchor
CN-LN,Liaoning,Province,,anchor
CN-MO,Macau,Special Administrative Region,,anchor
CN-NH,Ningxia Hui,Autonomous Region,,initials
CN-NM,Nei Mongol,Autonomous Region,,anchor
CN-QH,Qinghai,Province,,anchor
CN-SC,Sichuan,Province,,anchor
CN-SD,Shandong,Province,,anchor
CN-SH,Shanghai,Municipality,,anchor
CN-SN,Shaanxi,Province,,anchor
CN-SX,Shanxi,Province,,anchor
CN-TJ,Tianjin,Municipality,,anchor
CN-XU,Xinjiang Uygur,Autonomous Region,,initials
CN-XZ,Xizang,Autonomous Region,,anchor
CN-YN,Yunnan,Province,,anchor
CN-ZJ,Zhejiang,Province,,anchor
CO-AM,Amazonas,Department,91,anchor
CO-AN,Antioquia,Department,05,anchor
CO-AR,Arauca,Department,81,anchor
CO-AS,"Archipiélago de San Andrés, Providencia y Santa Catalina",Department,88,anchor
CO-AT,Atlántico,Department,08,anchor
CO-BD,"Bogotá, D.C.",Department,11,anchor
CO-BO,Bolívar,Department,13,anchor
CO-BY,Boyacá,Department,15,anchor
CO-CA,Cauca,Department,19,anchor
CO-CE,Cesar,Department,20,anchor
CO-CH,Chocó,Department,27,anchor
CO-CL,Caldas,Department,17,anchor
CO-CO,Córdoba,Department,23,anchor
CO-CQ,Caquetá,Department,18,anchor
CO-CS,Casanare,Department,85,anchor
CO-CU,Cundinamarca,Department,25,anchor
CO-GJ,La Guajira,Department,44,anchor
CO-GU,Guainía,Department,94,anchor
CO-GV,Guaviare,Department,95,anchor
CO-HU,Huila,Department,41,anchor
CO-MA,Magdalena,Department,47,anchor
CO-ME,Meta,Department,50,anchor
CO-NA,Nariño,Department,52,anchor
CO-NS,Norte de Santander,Department,54,anchor
CO-PU,Putumayo,Department,86,anchor
CO-QU,Quindío,Department,63,anchor
CO-RI,Risaralda,Department,66,anchor
CO-SA,Santander,Department,68,anchor
CO-SU,Sucre,Department,70,anchor
CO-TO,Tolima,Department,73,anchor
CO-VA,Valle del Cauca,Department,76,anchor
CO-VI,Vichada,Department,99,anchor
CO-VP,Vaupés,Department,97,anchor
CR-AL,Alajuela,Province,,name
CR-CA,Cartago,Province,,name
CR-GU,Guanacaste,Province,,name
CR-HE,Heredia,Province,,name
CR-LI,Limón,Province,,name
CR-PU,Puntarenas,Province,,name
CR-SJ,San José,Province,,anchor
CU-CA,Camagüey,Province,,name
CU-CE,Ciego de Ávila,Province,,any2
CU-CH,Ciudad de la Habana,Province,,preposition.significant
CU-CI,Cienfuegos,Province,,name
CU-GR,Granma,Province,,name
CU-GU,Guantánamo,Province,,name
CU-HA,La Habana,Province,,name
CU-HO,Holguín,Province,,name
CU-IJ,Isla de la Juventud,Province,,preposition.significant
CU-MA,Matanzas,Province,,name
CU-MY,Mayabeque,Province,,skeleton
CU-PR,Pinar del Río,Province,,preposition.significant
CU-SC,Santiago de Cuba,Province,,preposition.significant
CU-SS,Sancti Spíritus,Province,,initials
CU-TU,Las Tunas,Province,,name
CU-VC,Villa Clara,Province,,initials
CV-BR,Brava,County,,anchor
CV-BV,Boa Vista,County,,anchor
CV-CA,Santa Catarina,County,,anchor
CV-CF,Santa Catarina do Fogo,County,,anchor
CV-CR,Santa Cruz,County,,anchor
CV-MA,Maio,County,,anchor
CV-MO,Mosteiros,County,,anchor
CV-PA,Paúl,County,,anchor
CV-PN,Porto Novo,County,,anchor
CV-PR,Praia,County,,anchor
CV-RB,Ribeira Brava,County,,anchor
CV-RG,Ribeira Grande,County,,anchor
CV-RS,Ribeira Grande de Santiago,County,,anchor
CV-SD,São Domingos,County,,anchor
CV-SF,São Filipe,County,,anchor
CV-SL,Sal,County,,anchor
CV-SM,São Miguel,County,,anchor
CV-SO,São Lourenço dos Órgãos,County,,anchor
CV-SS,São Salvador do Mundo,County,,anchor
CV-SV,São Vicente,County,,anchor
CV-TA,Tarrafal,County,,anchor
CV-TS,Tarrafal de São Nicolau,County,,anchor
CY-FA,Famagusta,District,,name
CY-LA,Larnaca,District,,name
CY-LI,Limassol,District,,name
CY-NI,Nicosia,District,,name
CY-PA,Paphos,District,,name
CZ-JH,Jihočeský,Region,,skeleton
CZ-JI,Jihomoravský,Region,,name
CZ-KA,Karlovarský,Region,,name
CZ-KR,Královéhradecký,Region,,name
CZ-KV,Kraj Vysočina,Region,,initials
CZ-LI,Liberecký,Region,,name
CZ-MO,Moravskoslezský,Region,,name
CZ-OL,Olomoucký,Region,,name
CZ-PA,Pardubický,Region,,name
CZ-PL,Plzeňský,Region,,name
CZ-PR,Prague,Region,,name
CZ-ST,Středočeský,Region,,name
CZ-US,Ústecký,Region,,name
CZ-ZL,Zlínský,Region,,name
DE-BB,Brandenburg,State,,anchor
DE-BE,Berlin,State,,anchor
DE-BW,Baden-Württemberg,State,,anchor
DE-BY,Bayern,Free State,,anchor
DE-HB,Bremen,State,,anchor
