admin2_id,name,type,name_original,name_alternatives,admin2_id_admin1,admin2_id_source
KE-MU,Murang'a,County,,,21,hasc
KE-NB,Nairobi,County,,,47,hasc
KE-ND,Nandi,County,,,29,hasc
KE-NI,Nyeri,County,,,19,hasc
KE-NK,Nakuru,County,,,32,hasc
KE-NM,Nyamira,County,,,46,hasc
KE-NN,Nyandarua,County,,,18,hasc
KE-NR,Narok,County,,,33,hasc
KE-NT,Tharaka-Nithi,County,,,13,hasc
KE-SA,Samburu,County,,,25,hasc
KE-SI,Siaya,County,,,41,hasc
KE-TN,Trans Nzoia,County,,,26,hasc
KE-TR,Tana River,County,,,4,hasc
KE-TT,Taita Taveta,County,,,6,hasc
KE-TU,Turkana,County,,,23,hasc
KE-UG,Uasin Gishu,County,,,27,hasc
KE-VI,Vihiga,County,,,38,hasc
KE-WJ,Wajir,County,,,8,hasc
KE-WP,West Pokot,County,,,24,hasc
KG-BA,Batken,Province,,,,hasc
KG-CU,Chüy,Province,,,,hasc
KG-DA,Jalal-Abad,Province,,Djalal-Abad|Dzhalal-Abadskaya Ob,,hasc
KG-GB,Biškek,City,,Bishkek,,hasc
KG-NA,Naryn,Province,,Tien-Shanskaya Oblast'|Tyan'-Sha,,hasc
KG-OC,Osh (city),City,,,,capitalized
KG-OS,Osh,Province,,,,first2
KG-TL,Talas,Province,,,,hasc
KG-YK,Ysyk-Köl,Province,,Issyk-Kul|Issyk-Kul'skaya Oblast,,hasc
KH-BA,Batdâmbâng,Province,,Battambang|Baat Dambang|Bat Dâm,,hasc
KH-KA,Krong Preah Sihanouk,Municipality,,Sihanoukville|Kampong Som|Kampon,,hasc
KH-KE,Kep,Province,,Keb,,first2
KH-KG,Kâmpóng Chhnang,Province,,Kompong Chnang,,hasc
KH-KH,Krâchéh,Province,,Kratie|Kratié|Kratiê|Krâ Chéh|Kr,,hasc
KH-KK,Kaôh Kong,Province,,Koh Kong,,hasc
KH-KM,Kâmpóng Cham,Province,,Kampong Chaam|Kompong Cham,,hasc
KH-KN,Kândal,Province,,Kandaal,,hasc
KH-KP,Kâmpôt,Province,,,,hasc
KH-KS,Kâmpóng Spœ,Province,,Kampong Speu|Kompong Speu|Kompon,,hasc
KH-KT,Kâmpóng Thum,Province,,Kampong Thom|Kompong Thom,,hasc
KH-MK,Môndól Kiri,Province,,Mondul Kiri|Mondolkiri|Môndul Ki,,hasc
KH-OC,Otdar Mean Chey,Province,,Oddâr Méanchey,,hasc
KH-OM,Bântéay Méanchey,Province,,Banteay Mean Cheay,,hasc
KH-PH,Preah Vihéar,Province,,,,hasc
KH-PL,Krong Pailin,Municipality,,Pailin,,hasc
KH-PO,Pouthisat,Province,,Pursat,,hasc
KH-PP,Phnom Penh,Municipality,,Phnum Pénh,,hasc
KH-PY,Prey Vêng,Province,,Prey Veaeng,,hasc
KH-RO,Rôtânôkiri,Province,,Ratana Kiri|Râtanakiri|Rotanah K,,hasc
KH-SI,Siemréab,Province,,Siem Reap|Siem Reab|Siem Réab|Si,,hasc
KH-SR,Svay Rieng,Province,,Soairieng|Svaay Rieng,,hasc
KH-ST,Stœng Trêng,Province,,Stung Treng|Stueng Traeng|Stung,,hasc
KH-TA,Takêv,Province,,Takeo|Taakaev|Takaev|Takeo,,hasc
KH-TB,Tbong Khmum,Province,,,,hasc
KM-AN,Nzwani,Autonomous Island,,Anjouan,,hasc
KM-GC,Njazídja,Autonomous Island,,Grande Comore,,hasc
KM-MO,Mwali,Autonomous Island,,Mohéli,,hasc
KN-AS,Saint Anne Sandy Point,Parish,,,,hasc
KN-CC,Christ Church Nichola Town,Parish,,,,hasc
KN-GB,Saint George Basseterre,Parish,,,,hasc
KN-GG,Saint George Gingerland,Parish,,,,hasc
KN-JC,Saint John Capisterre,Parish,,,,hasc
KN-JF,Saint John Figtree,Parish,,,,hasc
KN-JW,Saint James Windward,Parish,,,,hasc
KN-MC,Saint Mary Cayon,Parish,,,,hasc
KN-PB,Saint Peter Basseterre,Parish,,,,hasc
KN-PL,Saint Paul Charlestown,Parish,,,,hasc
KN-PP,Saint Paul Capisterre,Parish,,,,hasc
KN-TL,Saint Thomas Lowland,Parish,,,,hasc
KN-TM,Saint Thomas Middle Island,Parish,,,,hasc
KN-TP,Trinity Palmetto Point,Parish,,,,hasc
KP-CH,Chagang-do,Province,자강도,Changang|Jagang,,hasc
KP-HG,Hamgyŏng-bukto,Province,함경북도,North Hamgyong|Kankyo Hoku-do,,hasc
KP-HN,Hamgyŏng-namdo,Province,함경남도,South Hamgyong|Kankyo Nan-do,,hasc
KP-KS,Kaesŏng,Special Administrative Region,개성공업지구,Kaesong|Kaesŏng-chigu|Kaesŏng Ko,,hasc
KP-KU,Kumgangsan,Special Administrative Region,금강산 관광 지구,,,first2
KP-KW,Kangwŏn-do,Province,강원도,Kangwon|Kogen-do|North Kangwon,,hasc
KP-NJ,Rasŏn,Directly Governed City,라선 직할시,Rajin-Sŏnbong,,hasc
KP-PB,P'yŏngan-bukto,Province,평안북도,North Pyongan|Heian Hoku-do,,hasc
KP-PN,P'yŏngan-namdo,Province,평안남도,South Pyongan|Heian Nan-do,,hasc
KP-PY,P'yŏngyang,Special City,평양직할시,Pyongyang|Pjöngjang|P'yŏngyang-t,,hasc
KP-SI,Sinŭiju,Special Administrative Region,신의주 특별 행정구,,,first2
KP-WB,Hwanghae-bukto,Province,황해북도,North Hwanghae|North Hwanghai,,hasc
KP-WN,Hwanghae-namdo,Province,황해남도,South Hwanghae|South Hwanghai,,hasc
KP-YG,Ryanggang,Province,량강도,Yanggang|Ryanggang-do,,hasc
KR-CB,Jeollabuk-do,Province,전라북도 | 全羅北道,Chollabuk-Do|Cholla-bukto|Jeonra,,hasc
KR-CJ,Jeju,Province,제주특별자치도 | 濟州特別自治道,Jeju-doQuelpart|Saishu-to|Cheju-,,hasc
KR-CN,Jeollanam-do,Province,전라남도 | 全羅南道,Chollanam-Do|Cholla-namdo|Jeonra,,hasc
KR-GB,Chungcheongbuk-do,Province,충청북도 | 忠淸北道,Chungchongbuk-Do|Chungcheongbugd,,hasc
KR-GN,Chungcheongnam-do,Province,충청남도 | 忠淸南道,Chungchongnam-Do|Ch'ungch'ong-na,,hasc
KR-IN,Incheon,Metropolitan City,인천광역시 | 仁川廣域市,Inchon|IInch'on-gwangyoksi|Jinse,,hasc
KR-KB,Gyeongsangbuk-do,Province,경상북도 | 慶尙北道,Kyongsangbuk-Do|Gyeongsangbugdo|,,hasc
KR-KG,Gyeonggi-do,Province,경기도 | 京畿道,Kyonggi-do|Keiki-do|Kyunggi,,hasc
KR-KJ,Gwangju,Metropolitan City,광주광역시 | 光州廣域市,Kwangju|Kwangju-gwangyoksi,,hasc
KR-KN,Gyeongsangnam-do,Province,경상남도 | 慶尙南道,Kyongsangnam-Do|Kyongsang-namdo|,,hasc
KR-KW,Gangwon-do,Province,강원도 | 江原道,Kang-Won-Do|Gang'weondo|Kangwon-,,hasc
KR-PU,Busan,Metropolitan City,부산광역시 | 釜山廣域市,Pusan|Busan Gwang'yeogsi|Pusan-g,,hasc
KR-SJ,Sejong,Metropolitan Autonomous City,세종특별자치시,Sejong Metropolitan Autonomous C,,hasc
KR-SO,Seoul,Capital Metropolitan City,서울특별시,Keijo|Séoul|Seul|Seúl|Söul|Soul-,,hasc
KR-TG,Daegu,Metropolitan City,대구광역시 | 大邱廣域市,Taegu|Daegu Gwang'yeogsi|Taegu-g,,hasc
KR-TJ,Daejeon,Metropolitan City,대전광역시(大田廣域市,Daejeon Gwang'yeogsi|Taejŏn-gwan,,hasc
KR-UL,Ulsan,Metropolitan City,울산광역시 | 蔚山廣域市,Ulsan-gwangyoksi,,hasc
KW-AH,Al Ahmadi,Province,الاحمدي,,,iso
KW-FA,Al Farwaniyah,Province,الفروانية‎,Farwaniya,,iso
KW-HA,Hawalli,Province,حولي,"Hawali, Howali",,iso
KW-JA,Al Jahrah,Province,الجهراء,Jahra,,hasc
KW-KU,Al Kuwayt,Province,العاصمه,"Al Asimah, Capital, Kuwait",,hasc
KW-MU,Mubarak Al-Kabeer,Province,مبارك الكبير,,,hasc
KY-BT,Bodden Town,District,,,,hasc
KY-EE,East End,District,,,,hasc
KY-GT,George Town,District,,,,hasc
KY-NS,North Side,District,,,,hasc
KY-SI,Sister Islands,District,,,,hasc
KY-WB,West Bay,District,,,,hasc
KZ-AA,Almaty,Region,,Alma-Ata|Alma-Atinskaya Oblast'|,,hasc
KZ-AM,Aqmola,Region,,Akmolin|Akmolinsk|Tselinograd,,hasc
KZ-AR,Atyrau,Region,,Ateransk|Gur'yev,,hasc
KZ-AT,Aqtöbe,Region,,Aktyubinsk,,hasc
KZ-EK,East Kazakhstan,Region,,Shyghys Qazaqstan|Vostochno-Kaza,,hasc
KZ-MG,Mangghystau,Region,,Mangistau|Mangyshlak,,hasc
KZ-NK,North Kazakhstan,Region,,Severo-Kazakhstan|Soltustik Qaza,,hasc
KZ-PA,Pavlodar,Region,,,,hasc
KZ-QG,Qaraghandy,Region,,Karaganda|Karagandinskaya Oblast,,hasc
KZ-QO,Qyzylorda,Region,,Kyzyl-Orda|Kzyl-Orda|Kzyl-Ordins,,hasc
KZ-QS,Qostanay,Region,,Kustanai|Kustanay,,hasc
KZ-SK,South Kazakhstan,Region,,Chimkent,,hasc
KZ-WK,West Kazakhstan,Region,,Ural'sk,,hasc
KZ-ZM,Zhambyl,Region,,Dzhambul,,hasc
LA-AT,Attapu,Province,,Attopu|Atpu|Attapeu|Attopeu|Muan,,hasc
LA-BK,Bokeo,Province,,,,hasc
LA-BL,Bolikhamxai,Province,,Bolikhamsai|Bolikhamxay|Borikham,,iso
LA-CH,Champasak,Province,,Bassac|Champassack|Champassak|Ch,,iso
LA-HO,Houaphan,Province,,Hua Phan|Huaphanh|Sam Neua|Xam N,,iso
LA-KH,Khammouan,Province,,Khammouane|Khammuan,,iso
LA-LM,Louang Namtha,Province,,Haut-Mekong|Luangnamtha|Muong Lu,,iso
LA-LP,Louangphrabang,Province,,Loang Prabang|Louangphabang|Loua,,hasc
LA-OU,Oudômxai,Province,,Oudomsai|Oudomsay|Oudomxay|UdomX,,iso
LA-PH,Phôngsali,Province,,Fong Sali|Phongsaly,,iso
LA-SL,Saravan,Province,,Salavan|Salavane|Saravane,,hasc
LA-SV,Savannakhét,Province,,Svannakhet,,iso
LA-VI,Vientiane,Province,,Viangchan,,hasc
LA-VT,Vientiane [prefecture],Municipality|Prefecture,,Vientiane|Kamphaeng Nakhon Viang,,hasc
LA-XA,Xaignabouri,Province,,Sayabouri|Sayaboury|Xaignabouli|,,hasc
LA-XE,Xékong,Province,,Sekong,,iso
LA-XI,Xiangkhoang,Province,,Xiang Khouang|Xieng Khouang|Xien,,hasc
LA-XS,Xaisômboun,Special Region|Zone,,"Saysomboune,|Xaysomboun",,hasc
LB-AK,Akkar,Governorate,,,,first2
LB-BE,Beirut,Governorate,,,,first2
LB-BH,Baalbak - Hermel,Governorate,,,,capitalized
LB-BK,Bekaa,Governorate,,Beqaa|Zahleh,,any2
LB-ML,Mount Lebanon,Governorate,,Baabda,,capitalized
LB-NA,Nabatiyeh,Governorate,,,,first2
LB-NO,North,Governorate,,Tripoli,,first2
LB-SO,South,Governorate,,Sidon,,first2
LC-AR,Anse-la-Raye,Quarter,,,,hasc
LC-CH,Choiseul,Quarter,,,,hasc
LC-CN,Canaries,Quarter,,,,hasc
LC-CO,Soufrière,Quarter,,,,hasc
LC-CS,Castries,Quarter,,,,hasc
LC-DE,Dennery,Quarter,,,,hasc
LC-GI,Gros Islet,Quarter,,,,hasc
LC-LB,Laborie,Quarter,,,,hasc
LC-MI,Micoud,Quarter,,,,hasc
LC-VF,Vieux Fort,Quarter,,,,hasc
LI-BA,Balzers,Commune,,,,hasc
LI-ES,Eschen,Commune,,,,hasc
LI-GA,Gamprin,Commune,,,,hasc
LI-MA,Mauren,Commune,,,,hasc
LI-PL,Planken,Commune,,,,hasc
LI-RU,Ruggell,Commune,,,,hasc
LI-SB,Schellenberg,Commune,,,,hasc
LI-SN,Schaan,Commune,,,,hasc
LI-TB,Triesenberg,Commune,,,,hasc
LI-TN,Triesen,Commune,,,,hasc
LI-VA,Valduz,Commune,,,,hasc
LK-AD,Anuradhapura,District,,,,hasc
LK-AP,Ampara,District,,Amparai,,hasc
LK-BC,Batticaloa,District,,,,hasc
LK-BD,Badulla,District,,,,hasc
LK-CO,Colombo,District,,,,hasc
LK-GL,Galle,District,,,,hasc
LK-GQ,Gampaha,District,,,,hasc
LK-HB,Hambantota,District,,,,hasc
LK-JA,Jaffna,District,,,,hasc
LK-KE,Kegalle,District,,Kegalla,,hasc
LK-KG,Kurunegala,District,,,,hasc
LK-KL,Kilinochchi,District,,,,hasc
LK-KT,Kalutara,District,,,,hasc
LK-KY,Kandy,District,,Maha Nuwara,,hasc
LK-MB,Mannar,District,,,,hasc
LK-MH,Matara,District,,,,hasc
LK-MJ,Moneragala,District,,Monaragala,,hasc
LK-MP,Mullaitivu,District,,Mulativu,,hasc
LK-MT,Matale,District,,,,hasc
LK-NW,Nuwara Eliya,District,,Nuvara Eliya,,hasc
LK-PR,Polonnaruwa,District,,,,hasc
LK-PX,Puttalam,District,,,,hasc
LK-RN,Ratnapura,District,,,,hasc
LK-TC,Trincomalee,District,,,,hasc
LK-VA,Vavuniya,District,,,,hasc
LR-BG,Bong,County,,,06,hasc
LR-BM,Bomi,County,,,03,hasc
LR-CM,Grand Cape Mount,County,,,12,hasc
LR-GB,Grand Bassa,County,,GrandBassa,09,iso
LR-GG,Grand Gedeh,County,,GrandGedeh,15,iso
LR-GK,Grand Kru,County,,GrandKru,18,hasc
LR-GP,Gbapolu,County,,Gbarpolu,45,hasc
LR-LF,Lofa,County,,,21,hasc
LR-MG,Margibi,County,,,24,iso
LR-MO,Montserrado,County,,,30,iso
LR-MY,Maryland,County,,,27,hasc
LR-NI,Nimba,County,,,33,hasc
LR-RG,River Gee,County,,,42,hasc
LR-RI,Rivercess,County,,River Cess,36,hasc
LR-SI,Sinoe,County,,,39,iso
LS-BB,Butha-Buthe,District,,Butha Buthe,,hasc
LS-BE,Berea,District,,Teyateyaneng,,hasc
LS-LE,Leribe,District,,,,hasc
LS-MF,Mafeteng,District,,,,hasc
LS-MH,Mohale's Hoek,District,,Mohales Hoek,,hasc
LS-MK,Mokhotlong,District,,,,hasc
LS-MS,Maseru,District,,,,hasc
LS-QN,Qacha's Nek,District,,Quacha's Nek|Quachas Nek,,hasc
LS-QT,Quthing,District,,,,hasc
LS-TT,Thaba-Tseka,District,,Thaba Tseka,,hasc
LT-AL,Alytaus,County,,Alytus|Olita|Alitus,,iso
LT-KL,Klaipedos,County,,Klaipėda|Memel,,iso
LT-KU,Kauno,County,,Kaunas|Kowno|Kovno,,iso
LT-MR,Marijampoles,County,,Marijampolė|Mariampol,,iso
LT-PN,Panevezio,County,,Panevėžys|Ponewiesch|Ponewjesh|P,,iso
LT-SH,Šiauliai,County,,Šiauliai|Schaulen|Shavli,,hasc
LT-TA,Taurages,County,,Tauragė|Tauroggen,,iso
LT-TL,Telšiai,County,,Telšiai|Telsche|Telschi|Telshe,,hasc
LT-UT,Utenos,County,,Utena,,iso
LT-VL,Vilniaus,County,,Vilnius|Wilna|Vilna|Vilnious,,iso
LU-DI,Diekirch,District,,Dikrech|Dikkrich,,iso
LU-GR,Grevenmacher,District,,Gréivemaacher,,iso
LU-LU,Luxembourg,District,,Lëtzebuerg|Luxemburg,,iso
LV-KU,Kurzeme,Province,,,,first2
LV-LA,Latgale,Province,,,,first2
LV-RI,Riga,Province,,,,first2
LV-VI,Vidzeme,Province,,,,first2
LV-ZE,Zemgale,Province,,,,first2
LY-BG,Benghazi,District,بنغازي‎,Banghāzī,,hasc
LY-BU,Al Butnan,District,لبطنان,Tobruk|Tubruq|Butnan,,iso
LY-DR,Darnah,District,درنة,Darana|Darna|Derna,,iso
LY-GH,Ghat,District,غات‎,Gat,,hasc
LY-JA,Al Jabal al Akhdar,District,لجبل الأخضر,Jabal al Akhdar|Jabal al-Akhḍar|,,iso
LY-JG,Al Jabal al Gharbi,District,لجبل الغربي,Al Ǧabal al Gharbi,,iso
LY-JR,Al Jifarah,District,لجفارة,Jafara|Al Jfara|Al Jfara|Al `Azi,,hasc
LY-JU,Al Jufrah,District,لجفرة,Jufra|Jofra|,,iso
LY-KF,Al Kufrah,District,لكفرة,al-Kufra|Kufra|Kofra|Cufra,,iso
LY-MB,Al Marqab,District,لمرقب,Murqub|Al Murgub| al-Morqib,,iso
LY-MI,Misratah,District,مصراته,Misrata|Miṣrātah|Məṣrātah,,iso
LY-MJ,Al Marj,District,لمرج,Marj|Al Marǧ,,iso
LY-MQ,Murzuq,District,مرزق‎,,,iso
LY-NL,Nalut,District,نالوت‎,Nālūt|Nalut Lalūt,,iso
LY-NQ,An Nuqat al Khams,District,لنقاط الخمس,an-Niqat al-Hams|Nigat al Khums,,iso
LY-SB,Sabha,District,سبها‎,Sabhah|Sebha|Sabhā,,iso
LY-SR,Surt,District,سرت,Sirte|Sirt,,iso
LY-TR,Tripoli,District,شعبية طرابلس‎,Tripoli|Shab'iyaẗ Ṭarābulus,,hasc
LY-WA,Al Wahat,District,لواحات,Al Wahat|Al Wahad|Al Wahah|Al Wā,,iso
LY-WH,Wadi al Hayat,District,وادي الحياة‎,Wadi Al Hayaa|Wādī al Ḥayāh,,hasc
LY-WS,Wadi ash Shati',District,وادي الشاطئ‎,Wadi Al Shatii|Shati|Wadi ash-Sh,,hasc
LY-ZA,Az Zawiyah,District,لزاوية,Az Zāwiya|Zawiya,,iso
MA-CO,Chaouia - Ouardigha,Region,,,,hasc
MA-DA,Doukkala - Abda,Region,,,,hasc
MA-FB,Fès - Boulemane,Region,,,,hasc
MA-GB,Gharb - Chrarda - Béni Hssen,Region,,,,hasc
MA-GC,Grand Casablanca,Region,,,,hasc
MA-GE,Guelmim - Es-Semara,Region,,,,hasc
MA-LB,Laâyoune - Boujdour - Sakia El H,Region,,,,hasc
MA-MK,Marrakech - Tensift - Al Haouz,Region,,,,hasc
MA-MT,Meknès - Tafilalet,Region,,,,hasc
MA-OR,Oriental,Region,,,,hasc
MA-RZ,Rabat - Salé - Zemmour - Zaer,Region,,,,hasc
MA-SM,Souss - Massa - Draâ,Region,,,,hasc
MA-TD,Tadla - Azilal,Region,,,,hasc
MA-TH,Taza - Al Hoceima - Taounate,Region,,,,hasc
MA-TO,Tanger - Tétouan,Region,,,,hasc
MD-AN,Anenii Noi,District,,,,iso
MD-BA,Bălţi,City,,,,iso
MD-BD,Bender,City,,,,iso
MD-BR,Briceni,District,,,,iso
MD-BS,Basarabeasca,District,,,,iso
MD-CA,Cahul,District,,,,iso
MD-CL,Calarasi,District,,,,iso
MD-CM,Cimişlia,District,,,,iso
MD-CR,Criuleni,District,,,,iso
MD-CS,Causeni,District,,,,iso
MD-CT,Cantemir,District,,,,iso
MD-CU,Chişinău,City,,,,iso
MD-DO,Donduseni,District,,,,iso
MD-DR,Drochia,District,,,,iso
MD-DU,Dubăsari,District,,,,iso
MD-ED,Edineţ,District,,,,iso
MD-FA,Făleşti,District,,,,iso
MD-FL,Floreşti,District,,,,iso
MD-GA,Găgăuzia,Autonomous Territory,,Unitate Teritorială Autonoma Găg,,hasc
MD-GL,Glodeni,District,,,,iso
MD-HI,Hîncesti,District,,,,iso
MD-IA,Ialoveni,District,,,,iso
MD-LE,Leova,District,,,,iso
MD-NI,Nisporeni,District,,,,iso
MD-OC,Ocniţa,District,,,,iso
MD-OR,Orhei,District,,,,iso
MD-RE,Rezina,District,,,,iso
MD-RI,Rîşcani,District,,,,iso
MD-SD,Şoldăneşti,District,,,,iso
MD-SI,Sîngerei,District,,,,iso
MD-SO,Soroca,District,,,,iso
MD-ST,Străşeni,District,,,,iso
MD-SV,Ştefan Voda,District,,,,iso
MD-TA,Taraclia,District,,,,iso
MD-TE,Teleneşti,District,,,,iso
MD-TR,Transnistria,Territorial Unit,,,,first2
MD-UN,Ungheni,District,,,,iso
ME-AN,Andrijevica,Municipality,,,,hasc
ME-BA,Bar,Municipality,,,,hasc
ME-BE,Berane,Municipality,,,,hasc
ME-BP,Bijelo Polje,Municipality,,,,hasc
ME-BU,Budva,Municipality,,,,hasc
ME-CE,Cetinje,Municipality,,,,hasc
ME-DA,Danilovgrad,Municipality,,,,hasc
ME-HN,Herceg Novi,Municipality,,,,hasc
ME-KL,Kolašin,Municipality,,,,hasc
ME-KT,Kotor,Municipality,,,,hasc
ME-MK,Mojkovac,Municipality,,,,hasc
ME-NK,Nikšic,Municipality,,,,hasc
ME-PG,Podgorica,Municipality,,,,hasc
ME-PL,Pljevlja,Municipality,,,,hasc
ME-PU,Plužine,Municipality,,,,hasc
ME-PV,Plav,Municipality,,,,hasc
ME-RO,Rožaje,Municipality,,,,hasc
ME-SA,Šavnik,Municipality,,,,hasc
ME-TI,Tivat,Municipality,,,,hasc
ME-UL,Ulcinj,Municipality,,,,hasc
ME-ZA,Žabljak,Municipality,,,,hasc
MG-AN,Antananarivo,,,,,first2
MG-AT,Antsiranana,,,,,any2
MG-FI,Fianarantsoa,,,,,first2
MG-MA,Mahajanga,,,,,first2
MG-TL,Toliary,,,,,any2
MG-TO,Toamasina,,,,,first2
MH-AI,Ailinglaplap,Atol,,Ailinglapalap,,first2
MH-AL,Ailuk,Atol,,,,any2
MH-AR,Arno,Atol,,,,first2
MH-AU,Aur,Atol,,,,first2
MH-EB,Ebon,Atol,,,,first2
MH-EN,Enewetok,Atol,,Eniwetok|Eniewetok,,first2
MH-JA,Jabat,Island,,Jabwot,,first2
MH-JL,Jaluit,Atol,,,,any2
MH-KW,Kwajalein,Atol,,,,first2
MH-LA,Lae,Atol,,,,first2
MH-LI,Lib,Island,,,,first2
MH-LK,Likiep,Atol,,,,any2
MH-MA,Majuro,Atol,,,,first2
MH-ME,Mejit,Island,,,,first2
MH-MI,Mili,Atol,,,,first2
MH-ML,Maloelap,Atol,,,,any2
MH-NA,,Atol,,,,first2
MH-NM,Namorik,Atol,,,,any2
MH-NU,Namu,Atol,,,,any2
MH-UJ,Ujae,Atol,,,,first2
MH-UT,Utirik,Atol,,,,first2
MH-WO,Wotho,Atol,,,,first2
MH-WT,Wotje,Atol,,,,any2
MK-AD,Aerodrom,Municipality,,,,hasc
MK-AJ,Saraj,Municipality,,,,hasc
MK-AR,Aracinovo,Municipality,,,,hasc
MK-AV,Kavadartsi,Municipality,,,,hasc
MK-BG,Bogdanci,Municipality,,,,hasc
MK-BN,Brvenica,Municipality,,,,hasc
MK-BR,Berovo,Municipality,,,,hasc
MK-BS,Bosilovo,Municipality,,,,hasc
MK-BU,Butel,Municipality,,,,hasc
MK-CA,Čaška,Municipality,,Caska,,hasc
MK-CE,Centar,Municipality,,,,hasc
MK-CH,Češinovo-Obleševo,Municipality,,,,hasc
MK-CI,Čair,Municipality,,,,hasc
MK-CS,Čučer Sandevo,Municipality,,Cucer Sandevo,,hasc
MK-CZ,Centar župa,Municipality,,Centar Zupa,,hasc
MK-DA,Debarca,Municipality,,Debartsa,,hasc
MK-DB,Debar,Municipality,,,,hasc
MK-DE,Dolneni,Municipality,,,,hasc
MK-DK,Demir Kapija,Municipality,,,,hasc
MK-DL,Delčevo,Municipality,,Delcevo,,hasc
MK-DM,Demir Hisar,Municipality,,Murgaševo,,hasc
MK-ET,Tetovo,Municipality,,,,hasc
MK-GB,Gazi Baba,Municipality,,,,hasc
MK-GP,Gjorče Petrov,Municipality,,Gjorce Petrov,,hasc
MK-GR,Gradsko,Municipality,,,,hasc
MK-GT,Gostivar,Municipality,,Kostovo,,hasc
MK-GV,Gevgelija,Municipality,,Djevdjelija,,hasc
MK-IL,Ilinden,Municipality,,,,hasc
MK-JG,Jegunovtse,Municipality,,,,hasc
MK-KB,Karbinci,Municipality,,,,hasc
MK-KG,Krivogaštani,Municipality,,,,hasc
MK-KH,Kičevo,Municipality,,Kicevo,,hasc
MK-KN,Konče,Municipality,,Konce,,hasc
MK-KS,Kruševo,Municipality,,,,hasc
MK-KX,Karpoš,Municipality,,,,hasc
MK-KY,Kratovo,Municipality,,,,hasc
MK-KZ,Kriva Palanka,Municipality,,,,hasc
MK-LI,Lipkovo,Municipality,,,,hasc
MK-LO,Lozovo,Municipality,,,,hasc
MK-MD,Makedonski Brod,Municipality,,Makedonska Brod,,hasc
MK-MG,Mogila,Municipality,,,,hasc
MK-MK,Makedonska Kamenica,Municipality,,,,hasc
MK-MR,Mavrovo and Rostuša,Municipality,,Mavrovo and Rostusa,,hasc
MK-NA,Staro Nagoričane,Municipality,,Staro Nagoricane,,hasc
MK-NG,Negotino,Municipality,,,,hasc
MK-NI,Vinitsa,Municipality,,,,hasc
MK-NS,Novo Selo,Municipality,,,,hasc
MK-NV,Novatsi,Municipality,,,,hasc
MK-OC,Kočani,Municipality,,Kocani,,hasc
MK-OD,Ohrid,Municipality,,Ochrida|Okhrida,,hasc
MK-PE,Petrovec,Municipality,,,,hasc
MK-PH,Pehčevo,Municipality,,Phecevo,,hasc
MK-PN,Plasnica,Municipality,,,,hasc
MK-PP,Prilep,Municipality,,,,hasc
MK-PT,Probištip,Municipality,,Probistip,,hasc
MK-RE,Resen,Municipality,,,,hasc
MK-RM,Rosoman,Municipality,,,,hasc
MK-RN,Rankovce,Municipality,,,,hasc
MK-RU,Strumitsa,Municipality,,,,hasc
MK-RV,Radoviš,Municipality,,Radovis,,hasc
MK-SD,Star Dojran,Municipality,,Dojran,,hasc
MK-SL,Sveti Nikole,Municipality,,,,hasc
MK-SO,Šuto Orizari,Municipality,,Šutka| Shutka,,hasc
MK-SS,Sopište,Municipality,,Sopiste,,hasc
MK-ST,Štip,Municipality,,Ishtip|Istib ete,,hasc
MK-SU,Studeničani,Municipality,,Studenicani,,hasc
MK-TL,Bitola,Municipality,,Bitolia|Monastir,,hasc
MK-TR,Tearce,Municipality,,,,hasc
MK-UG,Struga,Municipality,,,,hasc
MK-UM,Kumanovo,Municipality,,,,hasc
MK-VA,Valandovo,Municipality,,,,hasc
MK-VD,Kisela Voda,Municipality,,,,hasc
MK-VE,Veles,Municipality,,,,hasc
MK-VH,Vrapčište,Municipality,,,,hasc
MK-VJ,Bogovinje,Municipality,,,,hasc
MK-VL,Vasilevo,Municipality,,,,hasc
MK-VV,Vevčani,Municipality,,Vevcani,,hasc
MK-ZE,Želino,Municipality,,,,hasc
MK-ZK,Zelenikovo,Municipality,,,,hasc
MK-ZR,Zrnovci,Municipality,,,,hasc
ML-BA,Bamako,District,,,,hasc
ML-GA,Gao,Region,,,,hasc
ML-KD,Kidal,Region,,,,hasc
ML-KK,Koulikoro,Region,,,,hasc
ML-KY,Kayes,Region,,,,hasc
ML-MO,Mopti,Region,,,,hasc
ML-SG,Ségou,Region,,Segou,,hasc
ML-SK,Sikasso,Region,,,,hasc
ML-TB,Timbuktu,Region,,Timbouctou|Tombouctou|Timbuct|T,,hasc
MM-AY,Ayeyarwady,Division,,Irrawaddy|Ayeyarwaddy|Ayeyawady|,,hasc
MM-BA,Bago,Division,,Pégou|Pegu,,hasc
MM-CH,Chin,State,,Chin Hills,,hasc
MM-KC,Kachin,State,,Jingphaw Mungdaw,,hasc
MM-KH,Kayah,State,,Karenni,,hasc
MM-KN,Kayin,State,,Kawthulei|Karen|Karin|Kawthoolei,,hasc
MM-MD,Mandalay,Division,,,,hasc
MM-MG,Magway,Division,,Magwe|Minbu,,hasc
MM-MO,Mon,State,,Mun,,hasc
MM-NY,Naypyitaw,Union territory,,Naypyidaw|Nay Pyi Taw,,hasc
MM-RA,Rakhine,State,,Arakan,,hasc
MM-SA,Sagaing,Division,,,,hasc
MM-SH,Shan,State,,,,hasc
