admin_id,population,source
AE-AD-AA-KAS,787,ghs-pop-e2020
AE-AD-AA-MAN,10962,ghs-pop-e2020
AE-AD-AA-MAS,7469,ghs-pop-e2020
AE-AD-AA-MEZ,21715,ghs-pop-e2020
AE-AD-AA-NEI,12524,ghs-pop-e2020
AE-AD-AA-REM,23723,ghs-pop-e2020
AE-AD-AA-SAA,5555,ghs-pop-e2020
AE-AD-AA-SAL,21499,ghs-pop-e2020
AE-AD-AA-SAN,38475,ghs-pop-e2020
AE-AD-AA-SHA,30802,ghs-pop-e2020
AE-AD-AA-SWE,24916,ghs-pop-e2020
AE-AD-AA-UEZ,3336,ghs-pop-e2020
AE-AD-AA-UMG,30696,ghs-pop-e2020
AE-AD-AA-ZAK,88415,ghs-pop-e2020
AE-AD-AD-AA,2180,ghs-pop-e2020
AE-AD-AD-AB,1272,ghs-pop-e2020
AE-AD-AD-AD,296818,ghs-pop-e2020
AE-AD-AD-AE,3164,ghs-pop-e2020
AE-AD-AD-AF,50892,ghs-pop-e2020
AE-AD-AD-AG,4429,ghs-pop-e2020
AE-AD-AD-AI,18486,ghs-pop-e2020
AE-AD-AD-AJ,71,ghs-pop-e2020
AE-AD-AD-AL,8422,ghs-pop-e2020
AE-AD-AD-AM,13578,ghs-pop-e2020
AE-AD-AD-AR,16725,ghs-pop-e2020
AE-AD-AD-AS,40221,ghs-pop-e2020
AE-AD-AD-AW,59,ghs-pop-e2020
AE-AD-AD-BA,34318,ghs-pop-e2020
AE-AD-AD-BI,37,ghs-pop-e2020
AE-AD-AD-BR,13,ghs-pop-e2020
AE-AD-AD-BY,74612,ghs-pop-e2020
AE-AD-AD-CA,8517,ghs-pop-e2020
AE-AD-AD-CB,161851,ghs-pop-e2020
AE-AD-AD-DV,6695,ghs-pop-e2020
AE-AD-AD-GH,6134,ghs-pop-e2020
AE-AD-AD-GM,31381,ghs-pop-e2020
AE-AD-AD-HI,54,ghs-pop-e2020
AE-AD-AD-II,10024,ghs-pop-e2020
AE-AD-AD-KC,87942,ghs-pop-e2020
AE-AD-AD-KH,34646,ghs-pop-e2020
AE-AD-AD-LI,310,ghs-pop-e2020
AE-AD-AD-MA,24471,ghs-pop-e2020
AE-AD-AD-MB,114780,ghs-pop-e2020
AE-AD-AD-MU,150059,ghs-pop-e2020
AE-AD-AD-MV,1386,ghs-pop-e2020
AE-AD-AD-NP,33173,ghs-pop-e2020
AE-AD-AD-RG,463,ghs-pop-e2020
AE-AD-AD-RI,47,ghs-pop-e2020
AE-AD-AD-SA,171,ghs-pop-e2020
AE-AD-AD-SH,118720,ghs-pop-e2020
AE-AD-AD-SI,5560,ghs-pop-e2020
AE-AD-AD-UY,108,ghs-pop-e2020
AE-AD-AD-XA,65007,parent-residual
AE-AD-AD-YI,10433,ghs-pop-e2020
AE-AD-AD-ZI,13,ghs-pop-e2020
AE-AD-AD-ZM,22016,ghs-pop-e2020
AE-AD-AG-AF,524,ghs-pop-e2020
AE-AD-AG-AH,1166,ghs-pop-e2020
AE-AD-AG-AI,857,ghs-pop-e2020
AE-AD-AG-AL,1241,ghs-pop-e2020
AE-AD-AG-AM,14388,ghs-pop-e2020
AE-AD-AG-AR,119187,ghs-pop-e2020
AE-AD-AG-AS,10926,ghs-pop-e2020
AE-AD-AG-BA,7887,ghs-pop-e2020
AE-AD-AG-BI,1478,ghs-pop-e2020
AE-AD-AG-DI,4824,ghs-pop-e2020
AE-AD-AG-GH,33765,ghs-pop-e2020
AE-AD-AG-JA,4614,ghs-pop-e2020
AE-AD-AG-KA,40,ghs-pop-e2020
AE-AD-AG-LI,25793,ghs-pop-e2020
AE-AD-AG-MZ,102178,ghs-pop-e2020
AE-AD-AG-NA,372,ghs-pop-e2020
AE-AD-AG-SB,676,ghs-pop-e2020
AE-AD-AG-SH,2989,level-median
AE-AD-AG-TJ,1324,ghs-pop-e2020
AE-AD-AG-XA,57980,parent-residual
AE-AJ-AAL-XA,328,parent-split-equal
AE-AJ-ABA-XA,1786,parent-split-equal
AE-AJ-ABU-XA,3711,parent-split-equal
AE-AJ-ACE-XA,1631,parent-split-equal
AE-AJ-AEF-XA,6421,parent-split-equal
AE-AJ-AFT-XA,7449,parent-split-equal
AE-AJ-AH1-XA,8044,parent-split-equal
AE-AJ-AH2-XA,9534,parent-split-equal
AE-AJ-AH3-XA,19309,parent-split-equal
AE-AJ-AI1-XA,17926,parent-split-equal
AE-AJ-AI2-XA,9737,parent-split-equal
AE-AJ-AJ1-XA,11578,parent-split-equal
AE-AJ-AJ2-XA,9124,parent-split-equal
AE-AJ-AJ3-XA,7149,parent-split-equal
AE-AJ-AJC-XA,23378,parent-split-equal
AE-AJ-AJE-XA,7707,parent-split-equal
AE-AJ-AJI-XA,16383,parent-split-equal
AE-AJ-AJM-XA,2823,parent-split-equal
AE-AJ-ALA-XA,685,parent-split-equal
AE-AJ-ALB-XA,3769,parent-split-equal
AE-AJ-ALJ-XA,9654,parent-split-equal
AE-AJ-ALM-XA,759,parent-split-equal
AE-AJ-ALN-XA,30704,parent-split-equal
AE-AJ-ALR-XA,16443,parent-split-equal
AE-AJ-ALY-XA,986,parent-split-equal
AE-AJ-ALZ-XA,682,parent-split-equal
AE-AJ-AM1-XA,3783,parent-split-equal
AE-AJ-AM2-XA,10421,parent-split-equal
AE-AJ-AM3-XA,9552,parent-split-equal
AE-AJ-AMU-XA,582,parent-split-equal
AE-AJ-ANA-XA,13449,parent-split-equal
AE-AJ-AR1-XA,9456,parent-split-equal
AE-AJ-AR2-XA,15496,parent-split-equal
AE-AJ-AR3-XA,17746,parent-split-equal
AE-AJ-ARA-XA,11494,parent-split-equal
AE-AJ-ARU-XA,5696,parent-split-equal
AE-AJ-AT1-XA,768,parent-split-equal
AE-AJ-AT2-XA,2854,parent-split-equal
AE-AJ-HE1-XA,1039,parent-split-equal
AE-AJ-HE2-XA,743,parent-split-equal
AE-AJ-MAN-MA,10108,ghs-pop-e2020
AE-AJ-MAS-MA,11725,ghs-pop-e2020
AE-AJ-MES-XA,19819,parent-split-equal
AE-AJ-SOA-XA,36956,parent-split-equal
AE-DU-S1-ABH,10758,ghs-pop-e2020
AE-DU-S1-ABU,1571,ghs-pop-e2020
AE-DU-S1-ACO,2655,ghs-pop-e2020
AE-DU-S1-AHP,2329,ghs-pop-e2020
AE-DU-S1-ALB,7827,ghs-pop-e2020
AE-DU-S1-ALC,2238,ghs-pop-e2020
AE-DU-S1-ALD,1421,ghs-pop-e2020
AE-DU-S1-ALK,11179,ghs-pop-e2020
AE-DU-S1-ALM,29199,ghs-pop-e2020
AE-DU-S1-ALR,10423,ghs-pop-e2020
AE-DU-S1-ALS,1205,ghs-pop-e2020
AE-DU-S1-ALW,11648,ghs-pop-e2020
AE-DU-S1-AMA,21724,ghs-pop-e2020
AE-DU-S1-AMU,16350,ghs-pop-e2020
AE-DU-S1-ARA,2088,ghs-pop-e2020
AE-DU-S1-AYN,2024,ghs-pop-e2020
AE-DU-S1-COD,2024,ghs-pop-e2020
AE-DU-S1-HAA,20133,ghs-pop-e2020
AE-DU-S1-HOA,15900,ghs-pop-e2020
AE-DU-S1-NAI,11335,ghs-pop-e2020
AE-DU-S1-PDU,1242,ghs-pop-e2020
AE-DU-S1-POS,22695,ghs-pop-e2020
AE-DU-S1-RAB,9751,ghs-pop-e2020
AE-DU-S2-AAY,6662,ghs-pop-e2020
AE-DU-S2-ADI,10290,ghs-pop-e2020
AE-DU-S2-AKO,41589,ghs-pop-e2020
AE-DU-S2-AKT,5714,ghs-pop-e2020
AE-DU-S2-ALA,3233,ghs-pop-e2020
AE-DU-S2-ALG,33635,ghs-pop-e2020
AE-DU-S2-ALQ,14186,ghs-pop-e2020
AE-DU-S2-ALR,30292,ghs-pop-e2020
AE-DU-S2-ALT,1053,ghs-pop-e2020
AE-DU-S2-AMF,58649,ghs-pop-e2020
AE-DU-S2-AMS,93496,ghs-pop-e2020
AE-DU-S2-ANF,16165,ghs-pop-e2020
AE-DU-S2-ANS,33293,ghs-pop-e2020
AE-DU-S2-AQF,26054,ghs-pop-e2020
AE-DU-S2-AQI,15420,ghs-pop-e2020
AE-DU-S2-AQS,16181,ghs-pop-e2020
AE-DU-S2-AQT,13445,ghs-pop-e2020
AE-DU-S2-AQU,12475,ghs-pop-e2020
AE-DU-S2-ATF,20839,ghs-pop-e2020
AE-DU-S2-ATS,9618,ghs-pop-e2020
AE-DU-S2-ATT,19649,ghs-pop-e2020
AE-DU-S2-DUA,55757,ghs-pop-e2020
AE-DU-S2-MFI,2221,ghs-pop-e2020
AE-DU-S2-MFO,14523,ghs-pop-e2020
AE-DU-S2-MUF,36167,ghs-pop-e2020
AE-DU-S2-MUS,29620,ghs-pop-e2020
AE-DU-S2-MUT,13077,ghs-pop-e2020
AE-DU-S2-NAS,5870,ghs-pop-e2020
AE-DU-S2-OAL,4329,ghs-pop-e2020
AE-DU-S2-OAM,21958,ghs-pop-e2020
AE-DU-S2-OUA,12198,ghs-pop-e2020
AE-DU-S2-UMR,25946,ghs-pop-e2020
AE-DU-S2-WAA,4154,ghs-pop-e2020
AE-DU-S3-ABF,37976,ghs-pop-e2020
AE-DU-S3-ABS,59399,ghs-pop-e2020
AE-DU-S3-ABT,36561,ghs-pop-e2020
AE-DU-S3-ADA,10075,ghs-pop-e2020
AE-DU-S3-ADE,12402,ghs-pop-e2020
AE-DU-S3-AHU,6993,ghs-pop-e2020
AE-DU-S3-AJA,10085,ghs-pop-e2020
AE-DU-S3-AKA,15856,ghs-pop-e2020
AE-DU-S3-AKI,3908,ghs-pop-e2020
AE-DU-S3-ALB,19965,ghs-pop-e2020
AE-DU-S3-ALH,8536,ghs-pop-e2020
AE-DU-S3-ALJ,15980,ghs-pop-e2020
AE-DU-S3-ALK,22614,ghs-pop-e2020
AE-DU-S3-ALM,29024,ghs-pop-e2020
AE-DU-S3-ALQ,16393,ghs-pop-e2020
AE-DU-S3-ALR,16697,ghs-pop-e2020
AE-DU-S3-ALS,21193,ghs-pop-e2020
AE-DU-S3-ALT,33016,ghs-pop-e2020
AE-DU-S3-ALW,30106,ghs-pop-e2020
AE-DU-S3-AMA,6585,ghs-pop-e2020
AE-DU-S3-AME,7602,ghs-pop-e2020
AE-DU-S3-AQF,25408,ghs-pop-e2020
AE-DU-S3-AQI,19538,ghs-pop-e2020
AE-DU-S3-AQS,14294,ghs-pop-e2020
AE-DU-S3-AQT,13532,ghs-pop-e2020
AE-DU-S3-AQU,13052,ghs-pop-e2020
AE-DU-S3-ASA,14295,ghs-pop-e2020
AE-DU-S3-ASF,17923,ghs-pop-e2020
AE-DU-S3-ASH,1731,ghs-pop-e2020
AE-DU-S3-ASO,11081,ghs-pop-e2020
AE-DU-S3-ASS,21977,ghs-pop-e2020
AE-DU-S3-ASU,11178,ghs-pop-e2020
AE-DU-S3-ATA,7150,ghs-pop-e2020
AE-DU-S3-ATF,37440,ghs-pop-e2020
AE-DU-S3-ATS,6970,ghs-pop-e2020
AE-DU-S3-ATT,19148,ghs-pop-e2020
AE-DU-S3-BUK,14524,ghs-pop-e2020
AE-DU-S3-JIO,49,ghs-pop-e2020
AE-DU-S3-JIT,105,ghs-pop-e2020
AE-DU-S3-JUF,27713,ghs-pop-e2020
AE-DU-S3-JUS,13624,ghs-pop-e2020
AE-DU-S3-JUT,18677,ghs-pop-e2020
AE-DU-S3-MAD,29586,ghs-pop-e2020
AE-DU-S3-MDA,12567,ghs-pop-e2020
AE-DU-S3-NAJ,295,ghs-pop-e2020
AE-DU-S3-OUM,11542,ghs-pop-e2020
AE-DU-S3-PRI,42,ghs-pop-e2020
AE-DU-S3-TCF,5416,ghs-pop-e2020
AE-DU-S3-TCS,9183,ghs-pop-e2020
AE-DU-S3-UAS,3328,ghs-pop-e2020
AE-DU-S3-UHF,7914,ghs-pop-e2020
AE-DU-S3-UHS,16186,ghs-pop-e2020
AE-DU-S3-USF,20647,ghs-pop-e2020
AE-DU-S3-USS,17810,ghs-pop-e2020
AE-DU-S3-UST,13748,ghs-pop-e2020
AE-DU-S3-WOI,2989,level-median
AE-DU-S3-ZAF,10715,ghs-pop-e2020
AE-DU-S3-ZAS,17353,ghs-pop-e2020
AE-DU-S4-ADI,8193,ghs-pop-e2020
AE-DU-S4-AKF,1281,ghs-pop-e2020
AE-DU-S4-AKH,386,ghs-pop-e2020
AE-DU-S4-AKS,2858,ghs-pop-e2020
AE-DU-S4-ALK,10603,ghs-pop-e2020
AE-DU-S4-ALW,23626,ghs-pop-e2020
AE-DU-S4-AWA,35772,ghs-pop-e2020
AE-DU-S4-NAA,22976,ghs-pop-e2020
AE-DU-S4-NAH,36032,ghs-pop-e2020
AE-DU-S4-RAK,1123,ghs-pop-e2020
AE-DU-S4-WAA,568,ghs-pop-e2020
AE-DU-S5-DIP,78335,ghs-pop-e2020
AE-DU-S5-DUI,43481,ghs-pop-e2020
AE-DU-S5-HEF,4759,ghs-pop-e2020
AE-DU-S5-HES,1879,ghs-pop-e2020
AE-DU-S5-JAF,44057,ghs-pop-e2020
AE-DU-S5-JAI,92484,ghs-pop-e2020
AE-DU-S5-JAL,19472,ghs-pop-e2020
AE-DU-S5-JAS,15139,ghs-pop-e2020
AE-DU-S5-JAT,11136,ghs-pop-e2020
AE-DU-S5-JEA,86239,ghs-pop-e2020
AE-DU-S5-MAM,25964,ghs-pop-e2020
AE-DU-S5-MJA,98394,ghs-pop-e2020
AE-DU-S5-NJA,110,ghs-pop-e2020
AE-DU-S5-SS1,2619,ghs-pop-e2020
AE-DU-S5-SS2,7774,ghs-pop-e2020
AE-DU-S5-SS3,12311,ghs-pop-e2020
AE-DU-S5-SS4,9400,ghs-pop-e2020
AE-DU-S6-AAE,1815,ghs-pop-e2020
AE-DU-S6-AAO,5710,ghs-pop-e2020
AE-DU-S6-AAQ,5395,ghs-pop-e2020
AE-DU-S6-ABA,11404,ghs-pop-e2020
AE-DU-S6-ABS,20886,ghs-pop-e2020
AE-DU-S6-AHE,1812,ghs-pop-e2020
AE-DU-S6-AHF,9426,ghs-pop-e2020
AE-DU-S6-AHS,1624,ghs-pop-e2020
AE-DU-S6-AHT,5727,ghs-pop-e2020
AE-DU-S6-ALB,15171,ghs-pop-e2020
AE-DU-S6-ALH,8190,ghs-pop-e2020
AE-DU-S6-BUK,1905,ghs-pop-e2020
AE-DU-S6-HSM,10441,ghs-pop-e2020
AE-DU-S6-MAF,9215,ghs-pop-e2020
AE-DU-S6-MAS,1656,ghs-pop-e2020
AE-DU-S6-NAA,10483,ghs-pop-e2020
AE-DU-S6-NAD,6647,ghs-pop-e2020
AE-DU-S6-NAH,15482,ghs-pop-e2020
AE-DU-S6-NAL,9180,ghs-pop-e2020
AE-DU-S6-NAS,11110,ghs-pop-e2020
AE-DU-S6-RAA,16718,ghs-pop-e2020
AE-DU-S6-RAK,24248,ghs-pop-e2020
AE-DU-S6-RAL,12029,ghs-pop-e2020
AE-DU-S6-WAA,9226,ghs-pop-e2020
AE-DU-S6-WAD,4425,ghs-pop-e2020
AE-DU-S6-WAF,42574,ghs-pop-e2020
AE-DU-S6-WAI,3438,ghs-pop-e2020
AE-DU-S6-WAL,8021,ghs-pop-e2020
AE-DU-S6-WAS,10303,ghs-pop-e2020
AE-DU-S6-WDI,2639,ghs-pop-e2020
AE-DU-S6-WFO,4466,ghs-pop-e2020
AE-DU-S6-WSE,6867,ghs-pop-e2020
AE-DU-S7-AA,6610,ghs-pop-e2020
AE-DU-S7-AM,1653,ghs-pop-e2020
AE-DU-S7-AW,259,ghs-pop-e2020
AE-DU-S7-EN,599,ghs-pop-e2020
AE-DU-S7-LF,2662,ghs-pop-e2020
AE-DU-S7-NA,418,ghs-pop-e2020
AE-DU-S8-AG,940,ghs-pop-e2020
AE-DU-S8-AL,2553,ghs-pop-e2020
AE-DU-S8-AM,491,ghs-pop-e2020
AE-DU-S8-AR,4072,ghs-pop-e2020
AE-DU-S8-HA,14060,ghs-pop-e2020
AE-DU-S8-LH,373,ghs-pop-e2020
AE-DU-S8-LS,1788,ghs-pop-e2020
AE-DU-S8-MA,3497,ghs-pop-e2020
AE-DU-S8-ME,1299,ghs-pop-e2020
AE-DU-S8-MR,983,ghs-pop-e2020
AE-DU-S8-RE,371,ghs-pop-e2020
AE-DU-S8-UA,803,ghs-pop-e2020
AE-DU-S8-UE,646,ghs-pop-e2020
AE-DU-S8-UM,607,ghs-pop-e2020
AE-DU-S8-WT,3980,ghs-pop-e2020
AE-DU-S8-YA,539,ghs-pop-e2020
AE-DU-S9-AL1,74,ghs-pop-e2020
AE-DU-S9-AL2,13,ghs-pop-e2020
AE-DU-S9-ALF,1104,ghs-pop-e2020
AE-DU-S9-ALH,103,ghs-pop-e2020
AE-DU-S9-ALM,2935,ghs-pop-e2020
AE-DU-S9-ALS,2929,ghs-pop-e2020
AE-DU-S9-ALY,2967,ghs-pop-e2020
AE-DU-S9-AOS,1,ghs-pop-e2020
AE-DU-S9-AY1,5241,ghs-pop-e2020
AE-DU-S9-AY2,3375,ghs-pop-e2020
AE-DU-S9-AY3,20,ghs-pop-e2020
AE-DU-S9-AY4,64,ghs-pop-e2020
AE-DU-S9-AY5,485,ghs-pop-e2020
AE-DU-S9-AYU,436,ghs-pop-e2020
AE-DU-S9-ELL,18223,ghs-pop-e2020
AE-DU-S9-GHB,209,ghs-pop-e2020
AE-DU-S9-GRA,2249,ghs-pop-e2020
AE-DU-S9-HEF,319,ghs-pop-e2020
AE-DU-S9-MUG,1287,ghs-pop-e2020
AE-DU-S9-SAD,616,ghs-pop-e2020
AE-DU-S9-SAS,3776,ghs-pop-e2020
AE-DU-S9-SSA,71,ghs-pop-e2020
AE-DU-S9-UMN,710,ghs-pop-e2020
AE-DU-S9-UNF,2047,ghs-pop-e2020
AE-DU-S9-UNS,150,ghs-pop-e2020
AE-DU-S9-UNT,3081,ghs-pop-e2020
AE-FU-CE-XA,144392,parent-split-equal
AE-FU-NO-XA,101646,parent-split-equal
AE-FU-SO-XA,888,parent-split-equal
AE-RA-ADN-XA,16634,parent-split-equal
AE-RA-ADS-XA,82325,parent-split-equal
AE-RA-ADU-XA,2388,parent-split-equal
AE-RA-AHU-XA,4432,parent-split-equal
AE-RA-AHV-XA,2120,parent-split-equal
AE-RA-AIR-XA,401,parent-split-equal
AE-RA-AJA-XA,3477,parent-split-equal
AE-RA-ALD-XA,4288,parent-split-equal
AE-RA-ALF-XA,8409,parent-split-equal
AE-RA-ALG-XA,3255,parent-split-equal
AE-RA-ALH-XA,27817,parent-split-equal
AE-RA-ALJ-XA,3208,parent-split-equal
AE-RA-ALK-XA,3291,parent-split-equal
AE-RA-ALM-XA,9012,parent-split-equal
AE-RA-ALN-XA,4598,parent-split-equal
AE-RA-ALQ-XA,3161,parent-split-equal
AE-RA-ALR-XA,14812,parent-split-equal
AE-RA-ALS-XA,10701,parent-split-equal
AE-RA-ALT-XA,4131,parent-split-equal
AE-RA-ALU-XA,8955,parent-split-equal
AE-RA-ALZ-XA,8186,parent-split-equal
AE-RA-AMA-XA,6087,parent-split-equal
AE-RA-ANU-XA,3092,parent-split-equal
AE-RA-AQI-XA,6220,parent-split-equal
AE-RA-AQU-XA,1970,parent-split-equal
AE-RA-ARI-XA,12811,parent-split-equal
AE-RA-ASA-XA,5740,parent-split-equal
AE-RA-ASE-XA,4428,parent-split-equal
AE-RA-ASO-XA,4423,parent-split-equal
AE-RA-BAB-XA,77,parent-split-equal
AE-RA-DAK-XA,6044,parent-split-equal
AE-RA-DHA-XA,437,parent-split-equal
AE-RA-GHA-XA,10148,parent-split-equal
AE-RA-HAM-XA,10667,parent-split-equal
AE-RA-IDH-XA,12595,parent-split-equal
AE-RA-JAJ-XA,845,parent-split-equal
AE-RA-KHA-XA,7602,parent-split-equal
AE-RA-KHK-XA,5646,parent-split-equal
AE-RA-KHU-XA,9297,parent-split-equal
AE-RA-LIB-XA,3782,parent-split-equal
AE-RA-MAA-XA,206,parent-split-equal
AE-RA-MUD-XA,4105,parent-split-equal
AE-RA-RAC-XA,1794,parent-split-equal
AE-RA-RAS-XA,5957,parent-split-equal
AE-RA-SAB-XA,5442,parent-split-equal
AE-RA-SAG-XA,4225,parent-split-equal
AE-RA-SAH-XA,5502,parent-split-equal
AE-RA-SAI-XA,990,parent-split-equal
AE-RA-SAQ-XA,2516,parent-split-equal
AE-RA-SAU-XA,6351,parent-split-equal
AE-RA-SEA-XA,3295,parent-split-equal
AE-RA-SES-XA,4304,parent-split-equal
AE-RA-SHA-XA,3916,parent-split-equal
AE-RA-SHH-XA,4199,parent-split-equal
AE-RA-SHJ-XA,3162,parent-split-equal
AE-RA-SID-XA,5255,parent-split-equal
AE-RA-SOU-XA,19753,parent-split-equal
AE-RA-SUB-XA,19578,parent-split-equal
AE-RA-SUH-XA,318,parent-split-equal
AE-RA-WAA-XA,5634,parent-split-equal
AE-RA-XAA-XA,15494,parent-split-equal
AE-SH-AAB-XA,13390,parent-split-equal
AE-SH-AAH-XA,3464,parent-split-equal
AE-SH-AAL-XA,3723,parent-split-equal
AE-SH-AAN-XA,20865,parent-split-equal
AE-SH-AAO-XA,10100,parent-split-equal
AE-SH-AAZ-XA,12321,parent-split-equal
AE-SH-ABA-XA,3363,parent-split-equal
AE-SH-ABD-XA,9618,parent-split-equal
AE-SH-ABS-XA,26911,parent-split-equal
AE-SH-ABU-XA,14830,parent-split-equal
AE-SH-ADI-XA,22149,parent-split-equal
AE-SH-ADR-XA,5585,parent-split-equal
AE-SH-AES-XA,10940,parent-split-equal
AE-SH-AFI-XA,4743,parent-split-equal
AE-SH-AGH-XA,26013,parent-split-equal
AE-SH-AGO-XA,13651,parent-split-equal
AE-SH-AHS-XA,10794,parent-split-equal
AE-SH-AIR-XA,7818,parent-split-equal
AE-SH-AKH-XA,2423,parent-split-equal
AE-SH-AKS-XA,12602,parent-split-equal
AE-SH-ALA-XA,26309,parent-split-equal
AE-SH-ALF-XA,12876,parent-split-equal
AE-SH-ALG-XA,105647,parent-split-equal
AE-SH-ALH-XA,11489,parent-split-equal
AE-SH-ALJ-XA,24154,parent-split-equal
AE-SH-ALK-XA,17855,parent-split-equal
AE-SH-ALL-XA,7002,parent-split-equal
AE-SH-ALM-XA,50462,parent-split-equal
AE-SH-ALN-XA,12958,parent-split-equal
AE-SH-ALQ-XA,18846,parent-split-equal
AE-SH-ALR-XA,26311,parent-split-equal
AE-SH-ALS-XA,20291,parent-split-equal
AE-SH-ALT-XA,53297,parent-split-equal
AE-SH-ALY-XA,12266,parent-split-equal
AE-SH-AMA-XA,15110,parent-split-equal
AE-SH-AMU-XA,9675,parent-split-equal
AE-SH-ANA-XA,15428,parent-split-equal
AE-SH-ANE-XA,12909,parent-split-equal
AE-SH-ANO-XA,68478,parent-split-equal
AE-SH-AQA-XA,15762,parent-split-equal
AE-SH-ARA-XA,24112,parent-split-equal
AE-SH-ARE-XA,16904,parent-split-equal
AE-SH-ARI-XA,9960,parent-split-equal
AE-SH-ARW-XA,15384,parent-split-equal
AE-SH-ASA-XA,16866,parent-split-equal
AE-SH-ASE-XA,6073,parent-split-equal
AE-SH-ASH-XA,11274,parent-split-equal
AE-SH-ASI-XA,84300,parent-split-equal
AE-SH-ASS-XA,17463,parent-split-equal
AE-SH-ATA-XA,13166,parent-split-equal
AE-SH-AYA-XA,11439,parent-split-equal
AE-SH-BEA-XA,7610,parent-split-equal
AE-SH-BUT-XA,9148,parent-split-equal
AE-SH-DAH-XA,10661,parent-split-equal
AE-SH-DAS-XA,8495,parent-split-equal
AE-SH-EIC-XA,14649,parent-split-equal
AE-SH-FLI-XA,511,parent-split-equal
AE-SH-HAS-XA,6729,parent-split-equal
AE-SH-IND-XA,121816,parent-split-equal
AE-SH-KAL-XA,54799,parent-split-equal
AE-SH-KHF-XA,89305,parent-split-equal
AE-SH-MAY-XA,11443,parent-split-equal
AE-SH-MUC-XA,23397,parent-split-equal
AE-SH-MUS-XA,35713,parent-split-equal
AE-SH-MUW-XA,20745,parent-split-equal
AE-SH-NAH-XA,160,parent-split-equal
AE-SH-SAM-XA,15644,parent-split-equal
AE-SH-SAZ-XA,27952,parent-split-equal
AE-SH-SHA-XA,15283,parent-split-equal
AE-SH-SHP-XA,11395,parent-split-equal
AE-SH-UMA-XA,13773,parent-split-equal
AE-SH-UNC-XA,77676,parent-split-equal
AE-SH-WAS-XA,8169,parent-split-equal
AE-SH-XAA-XA,186770,parent-split-equal
AE-UQ-UQ-XA,92721,parent-split-equal
AL-BR-BE-BR,30282,ghs-pop-e2020
AL-BR-BE-CU,2338,ghs-pop-e2020
AL-BR-BE-KU,8733,ghs-pop-e2020
AL-BR-BE-LU,2741,ghs-pop-e2020
AL-BR-BE-OT,8181,ghs-pop-e2020
AL-BR-BE-PO,7236,ghs-pop-e2020
AL-BR-BE-RO,1651,ghs-pop-e2020
AL-BR-BE-SI,2449,ghs-pop-e2020
AL-BR-BE-TE,985,ghs-pop-e2020
AL-BR-BE-UV,4776,ghs-pop-e2020
AL-BR-BE-VE,7855,ghs-pop-e2020
AL-BR-BE-VR,3747,ghs-pop-e2020
