admin_id_old,admin_id_new,code,rule,provenance
KZ-AR-IN,KZ-AR-IN,IN,name,spine
KZ-AR-IS,KZ-AR-IS,IS,name,spine
KZ-AR-KU,KZ-AR-KU,KU,name,spine
KZ-AR-KZ,KZ-AR-KZ,KZ,name,spine
KZ-AR-MB,KZ-AR-MA,MA,name,spine
KZ-AR-MK,KZ-AR-MK,MK,skeleton,spine
KZ-AR-ZH,KZ-AR-ZH,ZH,name,spine
KZ-AT-AL,KZ-AT-AL,AL,name,spine
KZ-AT-AQ,KZ-AT-AQ,AQ,name,spine
KZ-AT-AY,KZ-AT-AY,AY,name,spine
KZ-AT-BA,KZ-AT-BA,BA,name,spine
KZ-AT-IR,KZ-AT-IR,IR,name,spine
KZ-AT-KA,KZ-AT-KA,KA,name,spine
KZ-AT-KB,KZ-AT-KH,KH,name,spine
KZ-AT-KT,KZ-AT-KR,KR,any2,spine
KZ-AT-MA,KZ-AT-MA,MA,name,spine
KZ-AT-MU,KZ-AT-MU,MU,name,spine
KZ-AT-SH,KZ-AT-SH,SH,name,spine
KZ-AT-TE,KZ-AT-TE,TE,name,spine
KZ-AT-UI,KZ-AT-UI,UI,name,spine
KZ-EK-AB,KZ-EK-AB,AB,name,spine
KZ-EK-AY,KZ-EK-AY,AY,name,spine
KZ-EK-BE,KZ-EK-BE,BE,name,spine
KZ-EK-BO,KZ-EK-BO,BO,name,spine
KZ-EK-GL,KZ-EK-GL,GL,name,spine
KZ-EK-KK,KZ-EK-KK,KK,initials,spine
KZ-EK-KO,KZ-EK-KO,KO,name,spine
KZ-EK-KU,KZ-EK-KU,KU,name,spine
KZ-EK-LE,KZ-EK-LE,LE,name,spine
KZ-EK-SE,KZ-EK-SE,SE,name,spine
KZ-EK-SH,KZ-EK-SH,SH,name,spine
KZ-EK-TA,KZ-EK-TA,TA,name,spine
KZ-EK-UL,KZ-EK-UL,UL,name,spine
KZ-EK-UR,KZ-EK-UR,UR,name,spine
KZ-EK-ZA,KZ-EK-ZA,ZA,name,spine
KZ-EK-ZH,KZ-EK-ZH,ZH,name,spine
KZ-EK-ZY,KZ-EK-ZY,ZY,name,spine
KZ-MG-AQ,KZ-MG-AQ,AQ,name,spine
KZ-MG-BE,KZ-MG-BE,BE,name,spine
KZ-MG-KA,KZ-MG-KA,KA,name,spine
KZ-MG-MA,KZ-MG-MA,MA,name,spine
KZ-MG-TU,KZ-MG-TU,TU,name,spine
KZ-NK-AY,KZ-NK-AYY,AYY,name,spine
KZ-NK-AZ,KZ-NK-AKZ,AKZ,name,spine
KZ-NK-BU,KZ-NK-MAZ,MAZ,compound,cc0
KZ-NK-ES,KZ-NK-ESS,ESS,compound,spine
KZ-NK-KY,KZ-NK-KYZ,KYZ,name,spine
KZ-NK-MA,KZ-NK-MAM,MAM,name,spine
KZ-NK-SA,KZ-NK-SHA,SHA,compound,cc0
KZ-NK-SO,KZ-NK-SOV,SOV,name,spine
KZ-NK-TA,KZ-NK-TAI,TAI,name,spine
KZ-NK-TI,KZ-NK-TIM,TIM,name,spine
KZ-NK-TS,KZ-NK-TSE,TSE,name,cc0
KZ-NK-UA,KZ-NK-UAL,UAL,name,spine
KZ-NK-ZH,KZ-NK-ZHA,ZHA,name,spine
KZ-PA-AK,KZ-PA-AK,AK,name,spine
KZ-PA-AT,KZ-PA-KT,KT,skeleton,spine
KZ-PA-BA,KZ-PA-BS,BS,initials,spine
KZ-PA-EK,KZ-PA-EK,EK,name,spine
KZ-PA-IR,KZ-PA-IR,IR,name,spine
KZ-PA-KA,KZ-PA-KA,KA,name,spine
KZ-PA-LE,KZ-PA-LE,LE,name,spine
KZ-PA-MA,KZ-PA-MA,MA,name,spine
KZ-PA-PS,KZ-PA-PA,PA,name,spine
KZ-PA-SH,KZ-PA-SH,SH,name,spine
KZ-PA-US,KZ-PA-US,US,name,spine
KZ-PA-ZH,KZ-PA-ZH,ZH,name,spine
KZ-QG-AB,KZ-QG-AB,AB,name,spine
KZ-QG-AK,KZ-QG-AK,AK,name,spine
KZ-QG-BZ,KZ-QG-BZ,BZ,initials,spine
KZ-QG-KK,KZ-QG-KA,KA,name,spine
KZ-QG-NU,KZ-QG-NU,NU,name,spine
KZ-QG-OS,KZ-QG-OS,OS,name,spine
KZ-QG-ST,KZ-QG-SH,SH,name,spine
KZ-QG-UL,KZ-QG-UL,UL,name,spine
KZ-QG-ZA,KZ-QG-ZH,ZH,name,spine
KZ-QO-AR,KZ-QO-AS,AS,initials,spine
KZ-QO-KR,KZ-QO-KA,KA,name,spine
KZ-QO-KZ,KZ-QO-KZ,KZ,skeleton,spine
KZ-QO-QY,KZ-QO-QY,QY,name,spine
KZ-QO-SH,KZ-QO-SH,SH,name,spine
KZ-QO-TE,KZ-QO-TE,TE,name,spine
KZ-QO-ZL,KZ-QO-ZH,ZH,name,spine
KZ-QO-ZN,KZ-QO-ZA,ZA,any2,spine
KZ-QS-AL,KZ-QS-AL,AL,name,spine
KZ-QS-AM,KZ-QS-AD,AD,initials,spine
KZ-QS-AR,KZ-QS-AR,AR,name,spine
KZ-QS-AU,KZ-QS-AS,AS,initials,spine
KZ-QS-DE,KZ-QS-DE,DE,name,spine
KZ-QS-DZ,KZ-QS-DD,DD,initials,spine
KZ-QS-FY,KZ-QS-FY,FY,name,spine
KZ-QS-KA,KZ-QS-KM,KM,skeleton,spine
KZ-QS-KB,KZ-QS-KR,KR,skeleton,spine
KZ-QS-KS,KZ-QS-KA,KA,name,spine
KZ-QS-ME,KZ-QS-ME,ME,name,spine
KZ-QS-NA,KZ-QS-NA,NA,name,spine
KZ-QS-QO,KZ-QS-QO,QO,name,spine
KZ-QS-SA,KZ-QS-SS,SS,initials,spine
KZ-QS-TA,KZ-QS-TA,TA,name,spine
KZ-QS-UZ,KZ-QS-US,US,initials,spine
KZ-QS-ZH,KZ-QS-ZH,ZH,name,spine
KZ-SK-AR,KZ-SK-AR,AR,name,spine
KZ-SK-BA,KZ-SK-BA,BA,name,spine
KZ-SK-CH,KZ-SK-CH,CH,name,spine
KZ-SK-KA,KZ-SK-KA,KA,name,spine
KZ-SK-MA,KZ-SK-MS,MS,initials,spine
KZ-SK-OR,KZ-SK-OR,OR,name,spine
KZ-SK-OT,KZ-SK-OT,OT,name,spine
KZ-SK-SG,KZ-SK-SA,SA,name,spine
KZ-SK-SH,KZ-SK-SH,SH,name,spine
KZ-SK-SR,KZ-SK-SY,SY,skeleton,spine
KZ-SK-SU,KZ-SK-SU,SU,name,spine
KZ-SK-TO,KZ-SK-TO,TO,name,spine
KZ-SK-TU,KZ-SK-TU,TU,name,spine
KZ-SK-TY,KZ-SK-TK,TK,initials,spine
KZ-WK-AK,KZ-WK-AK,AK,name,spine
KZ-WK-BU,KZ-WK-BU,BU,name,spine
KZ-WK-CH,KZ-WK-CH,CH,name,spine
KZ-WK-DB,KZ-WK-DZ,DZ,name,spine
KZ-WK-DG,KZ-WK-DH,DH,any2,spine
KZ-WK-KR,KZ-WK-KA,KA,name,spine
KZ-WK-KZ,KZ-WK-KZ,KZ,skeleton,spine
KZ-WK-SY,KZ-WK-SY,SY,name,spine
KZ-WK-TA,KZ-WK-TA,TA,name,spine
KZ-WK-TE,KZ-WK-TE,TE,name,spine
KZ-WK-UD,KZ-WK-UR,UR,name,spine
KZ-WK-ZE,KZ-WK-ZE,ZE,name,spine
KZ-ZM-BA,KZ-ZM-BAY,BAY,name,spine
KZ-ZM-KO,KZ-ZM-KOR,KOR,name,spine
KZ-ZM-LU,KZ-ZM-LUG,LUG,name,spine
KZ-ZM-ME,KZ-ZM-MER,MER,name,spine
KZ-ZM-MO,KZ-ZM-MOY,MOY,name,spine
KZ-ZM-SA,KZ-ZM-SAR,SAR,name,spine
KZ-ZM-SH,KZ-ZM-SHU,SHU,name,spine
KZ-ZM-TL,KZ-ZM-TAL,TAL,name,spine
KZ-ZM-ZA,KZ-ZM-ZHA,ZHA,name,spine
KZ-ZM-ZH,KZ-ZM-ZHB,ZHB,name.ends,spine
KZ-ZM-ZL,KZ-ZM-ZHY,ZHY,name.ends,spine
KZ-ZM-ZU,KZ-ZM-ZHU,ZHU,name,spine
LA-AT-PH,LA-AT-PH,PH,name,cc0
LA-AT-SK,LA-AT-SM,SM,skeleton,cc0
LA-AT-SN,LA-AT-SN,SN,skeleton,cc0
LA-AT-SX,LA-AT-SA,SA,name,cc0
LA-AT-XA,LA-AT-SY,SY,skeleton,cc0
LA-BK-HO,LA-BK-HO,HO,name,spine
LA-BK-ME,LA-BK-ME,ME,name,cc0
LA-BK-NA,LA-BK-NY,NY,initials,spine
LA-BK-PA,LA-BK-PT,PT,initials,cc0
LA-BK-PH,LA-BK-PO,PO,initials,cc0
LA-BK-TO,LA-BK-TP,TP,initials,cc0
LA-BL-BO,LA-BL-BO,BO,name,spine
LA-BL-KH,LA-BL-KH,KH,name,cc0
LA-BL-PD,LA-BL-PA,PA,name,cc0
LA-BL-PS,LA-BL-PK,PK,skeleton,cc0
LA-BL-TH,LA-BL-TH,TH,name,cc0
LA-BL-VI,LA-BL-VI,VI,name,cc0
LA-CH-BA,LA-CH-BA,BA,name,spine
LA-CH-CH,LA-CH-CH,CH,name,cc0
LA-CH-KH,LA-CH-KH,KH,name,spine
LA-CH-MO,LA-CH-MO,MO,name,cc0
LA-CH-PE,LA-CH-PK,PK,skeleton,spine
LA-CH-PG,LA-CH-PA,PA,name,cc0
LA-CH-PH,LA-CH-PH,PH,name,cc0
LA-CH-PT,LA-CH-PT,PT,skeleton,cc0
LA-CH-SA,LA-CH-SA,SA,name,cc0
LA-CH-SU,LA-CH-SU,SU,name,spine
LA-HO-HU,LA-HO-HO,HO,name,cc0
LA-HO-MU,LA-HO-ME,ME,initials,spine
LA-HO-SO,LA-HO-SB,SB,initials,cc0
LA-HO-VT,LA-HO-VI,VI,name,spine
LA-HO-VX,LA-HO-VN,VN,skeleton,spine
LA-HO-XI,LA-HO-XI,XI,name,cc0
LA-HO-XN,LA-HO-XN,XN,initials,cc0
LA-HO-XT,LA-HO-XA,XA,name,spine
LA-KH-BU,LA-KH-BO,BO,name,cc0
LA-KH-HI,LA-KH-HI,HI,name,spine
LA-KH-MA,LA-KH-MA,MA,name,cc0
LA-KH-NA,LA-KH-NA,NA,name,cc0
LA-KH-NH,LA-KH-NH,NH,name,spine
LA-KH-NO,LA-KH-NB,NB,initials,cc0
LA-KH-TH,LA-KH-TH,TH,name,spine
LA-KH-XA,LA-KH-SA,SA,name,cc0
LA-KH-XE,LA-KH-XE,XE,name,spine
LA-LM-LO,LA-LM-LO,LO,name,cc0
LA-LM-NL,LA-LM-NL,NL,skeleton,spine
LA-LM-NT,LA-LM-NA,NA,name,cc0
LA-LM-SI,LA-LM-SI,SI,name,spine
LA-LM-VI,LA-LM-VI,VI,name,cc0
LA-LP-CH,LA-LP-CH,CH,name,cc0
LA-LP-LO,LA-LP-LP,LP,initials,cc0
LA-LP-NG,LA-LP-NG,NG,name,spine
LA-LP-NM,LA-LP-NB,NB,initials,cc0
LA-LP-NN,LA-LP-NA,NA,name,cc0
LA-LP-PH,LA-LP-PN,PN,any2,cc0
LA-LP-PK,LA-LP-PH,PH,name,cc0
LA-LP-PO,LA-LP-PO,PO,initials,cc0
LA-LP-PX,LA-LP-PS,PS,initials,cc0
LA-LP-VI,LA-LP-VI,VI,name,cc0
LA-LP-XI,LA-LP-XI,XI,name,cc0
LA-OU-BE,LA-OU-BE,BE,name,cc0
LA-OU-HO,LA-OU-HO,HO,name,spine
LA-OU-LA,LA-OU-LA,LA,name,cc0
LA-OU-NA,LA-OU-NA,NA,name,spine
LA-OU-NG,LA-OU-NG,NG,name,cc0
LA-OU-PA,LA-OU-PB,PB,initials,cc0
LA-OU-XA,LA-OU-XA,XA,name,spine
LA-PH-BN,LA-PH-BN,BN,initials,cc0
LA-PH-BT,LA-PH-BO,BO,name,spine
LA-PH-KH,LA-PH-KH,KH,name,cc0
LA-PH-MA,LA-PH-MA,MA,name,cc0
LA-PH-NH,LA-PH-NO,NO,initials,spine
LA-PH-PH,LA-PH-PH,PH,name,cc0
LA-PH-SA,LA-PH-SA,SA,name,cc0
LA-SL-KH,LA-SL-KH,KH,name,cc0
LA-SL-LK,LA-SL-LA,LA,name,cc0
LA-SL-LN,LA-SL-LN,LN,initials,cc0
LA-SL-SM,LA-SL-SM,SM,skeleton,spine
LA-SL-SV,LA-SL-SA,SA,name,cc0
LA-SL-TA,LA-SL-TO,TO,initials,spine
LA-SL-TO,LA-SL-TM,TM,skeleton,spine
LA-SL-VA,LA-SL-VA,VA,name,cc0
LA-SV-AP,LA-SV-AS,AS,name,cc0
LA-SV-AT,LA-SV-AT,AT,name,cc0
LA-SV-CH,LA-SV-CH,CH,name,cc0
LA-SV-KH,LA-SV-KH,KH,name,spine
LA-SV-NO,LA-SV-NO,NO,name,cc0
LA-SV-OU,LA-SV-OU,OU,name,cc0
LA-SV-PH,LA-SV-PH,PH,name,cc0
LA-SV-SE,LA-SV-SE,SE,name,spine
LA-SV-SO,LA-SV-SO,SO,name,cc0
LA-SV-TT,LA-SV-TH,TH,name,cc0
LA-SV-TX,LA-SV-TA,TA,any2,cc0
LA-SV-VI,LA-SV-VI,VI,name,spine
LA-SV-XB,LA-SV-XY,XY,skeleton,spine
LA-SV-XO,LA-SV-XO,XO,name,spine
LA-SV-XP,LA-SV-XA,XA,name,cc0
LA-VI-FE,LA-VI-FE,FE,name,spine
LA-VI-HI,LA-VI-HI,HI,name,spine
LA-VI-KA,LA-VI-KA,KA,name,spine
LA-VI-KE,LA-VI-KO,KO,initials,spine
LA-VI-MA,LA-VI-MA,MA,name,spine
LA-VI-PH,LA-VI-PH,PH,name,spine
LA-VI-TH,LA-VI-TH,TH,name,spine
LA-VI-VA,LA-VI-VA,VA,name,spine
LA-VI-VI,LA-VI-VI,VI,name,spine
LA-VI-XA,LA-VI-XA,XA,name,spine
LA-VT-CH,LA-VT-CH,CH,name,cc0
LA-VT-HA,LA-VT-HA,HA,name,spine
LA-VT-MA,LA-VT-MA,MA,name,spine
LA-VT-NA,LA-VT-NA,NA,name,cc0
LA-VT-SA,LA-VT-SA,SA,name,cc0
LA-VT-SK,LA-VT-SI,SI,name,cc0
LA-VT-SS,LA-VT-ST,ST,skeleton,cc0
LA-VT-XS,LA-VT-XA,XA,name,cc0
LA-VT-XT,LA-VT-XY,XY,skeleton,cc0
LA-XA-BO,LA-XA-BO,BO,name,spine
LA-XA-HO,LA-XA-HO,HO,name,cc0
LA-XA-KE,LA-XA-KE,KE,name,cc0
LA-XA-KH,LA-XA-KH,KH,name,spine
LA-XA-NG,LA-XA-NG,NG,name,spine
LA-XA-PA,LA-XA-PA,PA,name,cc0
LA-XA-PH,LA-XA-PH,PH,name,spine
LA-XA-TH,LA-XA-TH,TH,name,cc0
LA-XA-XA,LA-XA-XA,XA,name,spine
LA-XA-XI,LA-XA-XI,XI,name,spine
LA-XE-DA,LA-XE-DC,DC,initials,cc0
LA-XE-KA,LA-XE-KA,KA,name,cc0
LA-XE-LA,LA-XE-LA,LA,name,spine
LA-XE-TH,LA-XE-TT,TT,initials,cc0
LA-XI-KM,LA-XI-KH,KH,name,cc0
LA-XI-KN,LA-XI-KO,KO,any2,cc0
LA-XI-MO,LA-XI-MM,MM,initials,cc0
LA-XI-NO,LA-XI-NO,NO,name,spine
LA-XI-PE,LA-XI-PE,PE,name,cc0
LA-XI-PK,LA-XI-PO,PO,any2,spine
LA-XI-PX,LA-XI-PH,PH,name,cc0
LA-XS-HO,LA-XS-HO,HO,name,cc0
LA-XS-LO,LA-XS-LO,LO,name,spine
LA-XS-PH,LA-XS-PH,PH,name,spine
LA-XS-TH,LA-XS-TH,TH,name,cc0
LA-XS-XA,LA-XS-XA,XA,name,spine
LB-AK-AK,LB-AK-AK,AK,name,cc0
LB-AK-MD,LB-AK-MD,MD,initials,spine
LB-BE-BE,LB-BE-BE,BE,name,cc0
LB-BH-BA,LB-BH-BA,BA,name,spine
LB-BH-HE,LB-BH-HE,HE,name,cc0
LB-BK-RA,LB-BK-RA,RA,name,spine
LB-BK-WB,LB-BK-WB,WB,initials,spine
LB-BK-ZA,LB-BK-ZA,ZA,name,cc0
LB-ML-AL,LB-ML-AL,AL,name,cc0
LB-ML-BA,LB-ML-BA,BA,name,cc0
LB-ML-BT,LB-ML-BT,BT,skeleton,spine
LB-ML-CH,LB-ML-CH,CH,name,cc0
LB-ML-EM,LB-ML-EM,EM,initials,spine
LB-ML-JE,LB-ML-JE,JE,name,spine
LB-ML-JU,LB-ML-JU,JU,name,spine
LB-ML-KA,LB-ML-KA,KA,name,spine
LB-NA-BJ,LB-NA-BJ,BJ,initials,spine
LB-NA-HA,LB-NA-HA,HA,name,cc0
LB-NA-MA,LB-NA-MA,MA,name,cc0
LB-NA-NA,LB-NA-NA,NA,name,cc0
LB-NO-BA,LB-NO-BA,BA,name,cc0
LB-NO-BC,LB-NO-BC,BC,name,spine
LB-NO-KO,LB-NO-KO,KO,name,cc0
LB-NO-MD,LB-NO-MD,MD,initials,cc0
LB-NO-TR,LB-NO-TR,TR,name,spine
LB-NO-ZG,LB-NO-ZG,ZG,name,cc0
LB-SO-JE,LB-SO-JE,JE,name,cc0
LB-SO-NA,LB-SO-NA,NA,name,spine
LB-SO-SA,LB-SO-SA,SA,name,spine
LB-SO-SO,LB-SO-SO,SO,name,spine
LK-AD-GB,LK-AD-GAA,GAA,name.ends,spine
LK-AD-GN,LK-AD-GAL,GAL,name,spine
LK-AD-HO,LK-AD-HOR,HOR,name,spine
LK-AD-IP,LK-AD-IPA,IPA,name,spine
LK-AD-KA,LK-AD-KAH,KAH,name,spine
LK-AD-KB,LK-AD-KEB,KEB,name,spine
LK-AD-KK,LK-AD-KEK,KEK,name,spine
LK-AD-ME,LK-AD-MED,MED,name,spine
LK-AD-MI,LK-AD-MIH,MIH,name,spine
LK-AD-MV,LK-AD-MAV,MAV,compound,spine
LK-AD-NA,LK-AD-NAC,NAC,name,spine
LK-AD-NC,LK-AD-NPC,NPC,initials,spine
LK-AD-NE,LK-AD-NPE,NPE,initials,spine
LK-AD-NO,LK-AD-NOC,NOC,name,spine
LK-AD-PD,LK-AD-PAD,PAD,name,spine
LK-AD-PL,LK-AD-PAA,PAA,name.ends,spine
LK-AD-PS,LK-AD-PAL,PAL,name,spine
LK-AD-RB,LK-AD-RAM,RAM,name,spine
LK-AD-RJ,LK-AD-RAJ,RAJ,name,spine
LK-AD-TB,LK-AD-THM,THM,skeleton,spine
LK-AD-TL,LK-AD-THA,THA,name,spine
LK-AD-TP,LK-AD-THI,THI,name,spine
LK-AP-AD,LK-AP-AD,AD,name,spine
LK-AP-AK,LK-AP-AK,AK,name,cc0
LK-AP-AL,LK-AP-AL,AL,name,spine
LK-AP-AM,LK-AP-AM,AM,name,cc0
LK-AP-DA,LK-AP-DA,DA,name,spine
LK-AP-DE,LK-AP-DE,DE,name,spine
LK-AP-ER,LK-AP-ER,ER,name,spine
LK-AP-KM,LK-AP-KA,KA,name,cc0
LK-AP-KR,LK-AP-KR,KR,skeleton,cc0
LK-AP-LA,LK-AP-LA,LA,name,cc0
LK-AP-MA,LK-AP-MA,MA,name,spine
LK-AP-NA,LK-AP-NA,NA,name,cc0
LK-AP-NI,LK-AP-NI,NI,name,spine
LK-AP-PA,LK-AP-PA,PA,name,cc0
LK-AP-PO,LK-AP-PO,PO,name,cc0
LK-AP-SI,LK-AP-SA,SA,name,cc0
LK-AP-SM,LK-AP-SM,SM,skeleton,cc0
LK-AP-TH,LK-AP-TH,TH,name,cc0
LK-AP-UH,LK-AP-UH,UH,name,spine
LK-BC-EP,LK-BC-EP,EP,initials,spine
LK-BC-ET,LK-BC-ER,ER,name,cc0
LK-BC-KA,LK-BC-KA,KA,name,cc0
LK-BC-KN,LK-BC-KP,KP,initials,spine
LK-BC-KP,LK-BC-KO,KO,any2,spine
LK-BC-KW,LK-BC-KR,KR,any2,spine
LK-BC-ME,LK-BC-MS,MS,conjunction,spine
LK-BC-MN,LK-BC-MN,MN,initials,spine
LK-BC-MP,LK-BC-MP,MP,initials,spine
LK-BC-MS,LK-BC-MA,MA,any2,spine
LK-BC-MW,LK-BC-MW,MW,initials,spine
LK-BC-PP,LK-BC-PP,PP,initials,spine
LK-BD-BD,LK-BD-BA,BA,name,cc0
LK-BD-BN,LK-BD-BN,BN,skeleton,cc0
LK-BD-EL,LK-BD-EL,EL,name,cc0
LK-BD-HA,LK-BD-HA,HA,name,cc0
LK-BD-HE,LK-BD-HE,HE,initials,spine
LK-BD-HI,LK-BD-HL,HL,skeleton,cc0
LK-BD-KA,LK-BD-KA,KA,name,spine
LK-BD-LU,LK-BD-LU,LU,name,spine
LK-BD-MA,LK-BD-MA,MA,name,cc0
LK-BD-ME,LK-BD-ME,ME,name,spine
LK-BD-PA,LK-BD-PA,PA,name,cc0
LK-BD-RI,LK-BD-RI,RI,name,spine
LK-BD-SO,LK-BD-SO,SO,name,spine
LK-BD-UP,LK-BD-UP,UP,initials,spine
LK-BD-WE,LK-BD-WE,WE,name,spine
LK-CO-CO,LK-CO-CO,CO,name,cc0
LK-CO-DM,LK-CO-DM,DM,initials,cc0
LK-CO-HA,LK-CO-HA,HA,name,cc0
LK-CO-HO,LK-CO-HO,HO,name,cc0
LK-CO-KA,LK-CO-KA,KA,name,spine
LK-CO-KE,LK-CO-KE,KE,name,spine
LK-CO-KO,LK-CO-KO,KO,name,cc0
LK-CO-MA,LK-CO-MA,MA,name,cc0
LK-CO-MO,LK-CO-MO,MO,name,spine
LK-CO-PA,LK-CO-PA,PA,name,spine
LK-CO-SJ,LK-CO-SJ,SJ,initials,cc0
LK-CO-TH,LK-CO-TH,TH,name,spine
LK-GL-AK,LK-GL-AK,AK,name,spine
LK-GL-AM,LK-GL-AM,AM,name,cc0
LK-GL-BD,LK-GL-BA,BA,name,cc0
LK-GL-BE,LK-GL-BE,BE,name,cc0
LK-GL-BL,LK-GL-BL,BL,skeleton,spine
LK-GL-BP,LK-GL-BP,BP,initials,spine
LK-GL-EL,LK-GL-EL,EL,name,cc0
LK-GL-GF,LK-GL-GF,GF,initials,spine
LK-GL-HA,LK-GL-HA,HA,name,cc0
LK-GL-HI,LK-GL-HI,HI,name,spine
LK-GL-IM,LK-GL-IM,IM,name,spine
LK-GL-KA,LK-GL-KA,KA,name,spine
LK-GL-NA,LK-GL-NA,NA,name,spine
LK-GL-NE,LK-GL-NE,NE,name,spine
LK-GL-NI,LK-GL-NI,NI,name,spine
LK-GL-TH,LK-GL-TH,TH,name,spine
LK-GL-WD,LK-GL-WD,WD,initials,spine
LK-GL-YA,LK-GL-YA,YA,name,cc0
LK-GQ-AT,LK-GQ-AT,AT,name,cc0
LK-GQ-BI,LK-GQ-BI,BI,name,spine
LK-GQ-DI,LK-GQ-DI,DI,name,cc0
LK-GQ-DO,LK-GQ-DO,DO,name,spine
LK-GQ-GA,LK-GQ-GA,GA,name,cc0
LK-GQ-JE,LK-GQ-JE,JE,initials,cc0
LK-GQ-KA,LK-GQ-KA,KA,name,spine
LK-GQ-KE,LK-GQ-KE,KE,name,spine
LK-GQ-MA,LK-GQ-MA,MA,name,cc0
LK-GQ-MN,LK-GQ-MI,MI,name,cc0
LK-GQ-MR,LK-GQ-MR,MR,skeleton,spine
LK-GQ-NE,LK-GQ-NE,NE,name,cc0
LK-GQ-WA,LK-GQ-WA,WA,name,spine
LK-HB-AM,LK-HB-AM,AM,name,cc0
LK-HB-AN,LK-HB-AN,AN,name,spine
LK-HB-BE,LK-HB-BE,BE,name,spine
LK-HB-HA,LK-HB-HA,HA,name,cc0
LK-HB-KA,LK-HB-KA,KA,name,spine
LK-HB-LU,LK-HB-LU,LU,name,spine
LK-HB-OK,LK-HB-OK,OK,name,spine
LK-HB-SO,LK-HB-SO,SO,name,cc0
LK-HB-TA,LK-HB-TA,TA,name,cc0
LK-HB-TH,LK-HB-TI,TI,name,cc0
LK-HB-WE,LK-HB-WE,WE,name,cc0
LK-JA-DE,LK-JA-NE,NE,name,cc0
LK-JA-IN,LK-JA-NK,NK,qualifier,spine
LK-JA-IS,LK-JA-SV,SV,qualifier,spine
LK-JA-JA,LK-JA-JA,JA,name,cc0
LK-JA-NA,LK-JA-NA,NA,name,cc0
LK-JA-PP,LK-JA-VD,VD,any2,spine
LK-JA-SA,LK-JA-VS,VS,initials,spine
LK-JA-TH,LK-JA-TC,TC,initials,spine
LK-JA-VD,LK-JA-VM,VM,any2,spine
LK-JA-VE,LK-JA-VE,VE,initials,spine
LK-JA-VK,LK-JA-VL,VL,any2,cc0
LK-JA-VN,LK-JA-VN,VN,initials,cc0
LK-JA-VS,LK-JA-VA,VA,any2,cc0
LK-JA-VW,LK-JA-VW,VW,initials,cc0
LK-KE-AR,LK-KE-AR,AR,name,cc0
LK-KE-BU,LK-KE-BU,BU,name,spine
LK-KE-DH,LK-KE-DE,DE,name,spine
LK-KE-DR,LK-KE-DR,DR,skeleton,spine
LK-KE-GA,LK-KE-GA,GA,name,spine
LK-KE-KE,LK-KE-KE,KE,name,cc0
LK-KE-MA,LK-KE-MA,MA,name,spine
LK-KE-RA,LK-KE-RA,RA,name,spine
LK-KE-RU,LK-KE-RU,RU,name,cc0
LK-KE-WA,LK-KE-WA,WA,name,spine
LK-KE-YA,LK-KE-YA,YA,name,spine
LK-KG-AL,LK-KG-AL,AL,name,spine
LK-KG-AM,LK-KG-AM,AM,name,spine
LK-KG-BA,LK-KG-BA,BA,name,spine
LK-KG-BI,LK-KG-BI,BI,name,spine
LK-KG-EH,LK-KG-EH,EH,name,spine
LK-KG-GG,LK-KG-GL,GL,skeleton,spine
LK-KG-GI,LK-KG-GI,GI,name,spine
LK-KG-GN,LK-KG-GA,GA,name,cc0
LK-KG-IB,LK-KG-IB,IB,name,spine
LK-KG-KA,LK-KG-KA,KA,name,spine
LK-KG-KB,LK-KG-KO,KO,name,spine
LK-KG-KE,LK-KG-KE,KE,initials,spine
LK-KG-KT,LK-KG-KT,KT,skeleton,spine
LK-KG-KU,LK-KG-KU,KU,name,spine
LK-KG-KW,LK-KG-KW,KW,initials,spine
LK-KG-MH,LK-KG-MA,MA,name,spine
LK-KG-ML,LK-KG-ML,ML,skeleton,spine
LK-KG-MS,LK-KG-MS,MS,skeleton,spine
LK-KG-MW,LK-KG-MW,MW,skeleton,spine
LK-KG-NA,LK-KG-NA,NA,name,cc0
LK-KG-NI,LK-KG-NI,NI,name,spine
LK-KG-PD,LK-KG-PN,PN,skeleton,spine
LK-KG-PH,LK-KG-PO,PO,name,spine
LK-KG-PL,LK-KG-PA,PA,name,cc0
LK-KG-PP,LK-KG-PL,PL,skeleton,spine
LK-KG-RA,LK-KG-RA,RA,name,spine
LK-KG-RI,LK-KG-RI,RI,name,spine
LK-KG-UD,LK-KG-UD,UD,name,spine
LK-KG-WA,LK-KG-WA,WA,name,cc0
LK-KG-WE,LK-KG-WE,WE,name,spine
LK-KL-KN,LK-KL-KA,KA,name,spine
LK-KL-KR,LK-KL-KR,KR,skeleton,spine
LK-KL-PA,LK-KL-PA,PA,name,cc0
LK-KL-PO,LK-KL-PO,PO,name,spine
LK-KT-AG,LK-KT-AG,AG,name,cc0
LK-KT-BA,LK-KT-BA,BA,name,spine
LK-KT-BE,LK-KT-BE,BE,name,cc0
LK-KT-BU,LK-KT-BU,BU,name,spine
LK-KT-DO,LK-KT-DO,DO,name,spine
LK-KT-HO,LK-KT-HO,HO,name,spine
LK-KT-IN,LK-KT-IN,IN,name,cc0
LK-KT-KA,LK-KT-KA,KA,name,spine
LK-KT-MD,LK-KT-MD,MD,skeleton,spine
LK-KT-MI,LK-KT-MI,MI,name,spine
LK-KT-MT,LK-KT-MA,MA,name,cc0
