admin_id_old,admin_id_new,code,rule,provenance
EE-SA-TO,EE-SA-TO,TO,name,spine
EE-SA-VA,EE-SA-VA,VA,name,spine
EE-TA-AL,EE-TA-AL,AL,name,spine
EE-TA-EL,EE-TA-EL,EL,name,cc0
EE-TA-HA,EE-TA-HA,HA,name,spine
EE-TA-KL,EE-TA-KA,KA,name,cc0
EE-TA-KM,EE-TA-KM,KM,skeleton,spine
EE-TA-KO,EE-TA-KO,KO,name,spine
EE-TA-LA,EE-TA-LA,LA,name,spine
EE-TA-LU,EE-TA-LU,LU,name,spine
EE-TA-MA,EE-TA-MA,MA,name,spine
EE-TA-ME,EE-TA-ME,ME,name,spine
EE-TA-NO,EE-TA-NO,NO,name,spine
EE-TA-PE,EE-TA-PE,PE,name,spine
EE-TA-PI,EE-TA-PI,PI,name,spine
EE-TA-PU,EE-TA-PU,PU,name,spine
EE-TA-RA,EE-TA-RA,RA,name,spine
EE-TA-RO,EE-TA-RO,RO,name,spine
EE-TA-TA,EE-TA-TH,TH,skeleton,spine
EE-TA-TV,EE-TA-TA,TA,name,cc0
EE-TA-UL,EE-TA-UL,UL,name,spine
EE-TA-VA,EE-TA-VA,VA,name,spine
EE-TA-VO,EE-TA-VO,VO,name,spine
EE-VD-AJ,EE-VD-AB,AB,name,spine
EE-VD-HA,EE-VD-HA,HA,name,spine
EE-VD-KJ,EE-VD-KJ,KJ,initials,spine
EE-VD-KK,EE-VD-KA,KA,name,spine
EE-VD-KO,EE-VD-KO,KO,name,spine
EE-VD-KP,EE-VD-KP,KP,skeleton,spine
EE-VD-MO,EE-VD-MO,MO,name,cc0
EE-VD-PR,EE-VD-PA,PA,name,spine
EE-VD-PU,EE-VD-PS,PS,skeleton,spine
EE-VD-SA,EE-VD-SA,SA,name,spine
EE-VD-SV,EE-VD-SJ,SJ,initials,cc0
EE-VD-TA,EE-VD-TA,TA,name,spine
EE-VD-VJ,EE-VD-VI,VI,name,cc0
EE-VD-VO,EE-VD-VO,VO,name,cc0
EE-VD-VR,EE-VD-VR,VR,skeleton,spine
EE-VG-HE,EE-VG-HE,HE,name,spine
EE-VG-HU,EE-VG-HU,HU,name,spine
EE-VG-KA,EE-VG-KA,KA,name,spine
EE-VG-OR,EE-VG-OR,OR,name,spine
EE-VG-PA,EE-VG-PA,PA,name,spine
EE-VG-PH,EE-VG-PU,PU,name,spine
EE-VG-PO,EE-VG-PO,PO,name,spine
EE-VG-PU,EE-VG-PK,PK,skeleton,spine
EE-VG-SA,EE-VG-SA,SA,name,spine
EE-VG-TA,EE-VG-TA,TA,name,spine
EE-VG-TL,EE-VG-TL,TL,skeleton,spine
EE-VG-TR,EE-VG-TO,TO,name,cc0
EE-VG-VA,EE-VG-VA,VA,name,cc0
EE-VR-AN,EE-VR-AN,AN,name,cc0
EE-VR-HA,EE-VR-HA,HA,name,spine
EE-VR-LA,EE-VR-LA,LA,name,spine
EE-VR-ME,EE-VR-ME,ME,name,spine
EE-VR-MI,EE-VR-MI,MI,name,spine
EE-VR-MO,EE-VR-MO,MO,name,spine
EE-VR-RO,EE-VR-RO,RO,name,spine
EE-VR-SO,EE-VR-SO,SO,name,spine
EE-VR-UR,EE-VR-UR,UR,name,spine
EE-VR-VR,EE-VR-VA,VA,name,spine
EE-VR-VS,EE-VR-VS,VS,skeleton,spine
EE-VR-VV,EE-VR-VO,VO,name,cc0
EG-AN-AK,EG-AN-SW,SW,skeleton,spine
EG-AN-AM,EG-AN-AW,AW,any2,spine
EG-AN-AS,EG-AN-AS,AS,initials,cc0
EG-AN-DR,EG-AN-DA,DA,name,cc0
EG-AN-ED,EG-AN-ID,ID,name,spine
EG-AN-KO,EG-AN-KU,KU,initials,cc0
EG-AN-NA,EG-AN-NA,NA,name,spine
EG-AN-TJ,EG-AN-NT,NT,initials,cc0
EG-AN-UI,EG-AN-UI,UI,initials,spine
EG-AT-AB,EG-AT-AB,AB,name,spine
EG-AT-AF,EG-AT-A1,A1,compound.alt,spine
EG-AT-AJ,EG-AT-NA,NA,initials,cc0
EG-AT-AS,EG-AT-A2,A2,compound.alt,spine
EG-AT-AT,EG-AT-AT,AT,initials,cc0
EG-AT-AY,EG-AT-AS,AS,name,cc0
EG-AT-BA,EG-AT-EB,EB,initials,cc0
EG-AT-DA,EG-AT-DA,DA,name,spine
EG-AT-FA,EG-AT-AF,AF,initials,spine
EG-AT-GA,EG-AT-AG,AG,initials,spine
EG-AT-KO,EG-AT-AQ,AQ,initials,spine
EG-AT-MN,EG-AT-MA,MA,name,cc0
EG-AT-SA,EG-AT-SI,SI,name,cc0
EG-AT-SS,EG-AT-SS,SS,initials,spine
EG-AT-UI,EG-AT-UI,UI,initials,spine
EG-BA-GA,EG-BA-AG,AG,initials,cc0
EG-BA-GS,EG-BA-AG2,AG2,initials,spine
EG-BA-KO,EG-BA-ALQ,ALQ,compound,spine
EG-BA-MA,EG-BA-MA,MA,initials,cc0
EG-BA-RG,EG-BA-RG,RG,initials,cc0
EG-BA-SA,EG-BA-SAF,SAF,name,spine
EG-BA-SH,EG-BA-ASS,ASS,compound,spine
EG-BH-AH,EG-BH-AH,AH,initials,spine
EG-BH-AM,EG-BH-AA,AA,initials,spine
EG-BH-BA,EG-BH-BA,BA,name,cc0
EG-BH-DE,EG-BH-AD,AD,initials,cc0
EG-BH-DS,EG-BH-DA,DA,name,cc0
EG-BH-EB,EG-BH-IE,IE,initials,cc0
EG-BH-ED,EG-BH-ID,ID,name,spine
EG-BH-HE,EG-BH-HI,HI,initials,spine
EG-BH-KH,EG-BH-KH,KH,initials,cc0
EG-BH-KM,EG-BH-KE,KE,initials,cc0
EG-BH-MA,EG-BH-AM,AM,initials,spine
EG-BH-NN,EG-BH-WN,WN,initials,spine
EG-BH-NV,EG-BH-WA,WA,initials,spine
EG-BH-RA,EG-BH-RO,RO,name,cc0
EG-BH-RH,EG-BH-RA,RA,name,cc0
EG-BH-SK,EG-BH-SK,SK,initials,spine
EG-BH-UI,EG-BH-UI,UI,initials,spine
EG-BN-AH,EG-BN-IH,IH,name,spine
EG-BN-BE,EG-BN-BI,BI,name,cc0
EG-BN-BK,EG-BN-BS,BS,initials,spine
EG-BN-BM,EG-BN-BA,BA,any2,spine
EG-BN-FA,EG-BN-AF,AF,initials,cc0
EG-BN-NB,EG-BN-NB,NB,initials,spine
EG-BN-SM,EG-BN-SA,SA,initials,spine
EG-BN-UI,EG-BN-UI,UI,initials,spine
EG-BN-WA,EG-BN-AW,AW,initials,spine
EG-BS-AR,EG-BS-AA,AA,initials,cc0
EG-BS-DA,EG-BS-AD,AD,initials,spine
EG-BS-EM,EG-BS-MS,MS,initials,spine
EG-BS-JB,EG-BS-AG,AG,initials,spine
EG-BS-MA,EG-BS-AM,AM,initials,spine
EG-BS-MN,EG-BS-AL,AL,any2,spine
EG-BS-PK,EG-BS-PF,PF,initials,cc0
EG-BS-PM,EG-BS-PO,PO,any2,cc0
EG-BS-PS,EG-BS-PS,PS,initials,spine
EG-BS-SH,EG-BS-AS,AS,initials,spine
EG-BS-SO,EG-BS-A2,A2,letter_number,spine
EG-BS-ZE,EG-BS-AZ,AZ,initials,spine
EG-DK-AG,EG-DK-AA,AA,any2,spine
EG-DK-AJ,EG-DK-AJ,AJ,initials,cc0
EG-DK-BL,EG-DK-BI,BI,name,spine
EG-DK-DE,EG-DK-DI,DI,name,cc0
EG-DK-GM,EG-DK-GA,GA,name,cc0
EG-DK-MA,EG-DK-AL,AL,any2,spine
EG-DK-MC,EG-DK-MG,MG,initials,cc0
EG-DK-MD,EG-DK-MD,MD,initials,cc0
EG-DK-MF,EG-DK-A1,A1,letter_number,spine
EG-DK-MK,EG-DK-A2,A2,letter_number,spine
EG-DK-MN,EG-DK-MA,MA,initials,cc0
EG-DK-MS,EG-DK-MS,MS,initials,cc0
EG-DK-MT,EG-DK-AM,AM,initials,spine
EG-DK-MZ,EG-DK-AI,AI,sequential,spine
EG-DK-NA,EG-DK-NA,NA,name,cc0
EG-DK-PA,EG-DK-BU,BU,initials,spine
EG-DK-SE,EG-DK-AS,AS,initials,spine
EG-DK-SH,EG-DK-SH,SH,name,cc0
EG-DK-TA,EG-DK-TA,TA,name,cc0
EG-DK-TM,EG-DK-TI,TI,any2,spine
EG-DT-DA,EG-DT-DA1,DA1,compound,spine
EG-DT-DJ,EG-DT-ND,ND,initials,cc0
EG-DT-DO,EG-DT-DAM,DAM,name,spine
EG-DT-DS,EG-DT-DA2,DA2,compound,spine
EG-DT-FA,EG-DT-FA,FA,name,cc0
EG-DT-KS,EG-DT-KS,KS,initials,cc0
EG-DT-PO,EG-DT-PDP,PDP,preposition.significant,spine
EG-DT-ZR,EG-DT-ZAR,ZAR,name,spine
EG-FY-AB,EG-FY-IB,IB,name,spine
EG-FY-AT,EG-FY-IT,IT,name,cc0
EG-FY-FK,EG-FY-AF,AF,initials,spine
EG-FY-FM,EG-FY-AL,AL,any2,spine
EG-FY-SN,EG-FY-SI,SI,name,cc0
EG-FY-TA,EG-FY-TA,TA,name,cc0
EG-FY-UI,EG-FY-UI,UI,initials,spine
EG-FY-US,EG-FY-YA,YA,initials,spine
EG-GH-BA,EG-GH-BAS,BAS,name,spine
EG-GH-KA,EG-GH-QU,QU,name,cc0
EG-GH-KZ,EG-GH-KAZ,KAZ,initials,spine
EG-GH-MF,EG-GH-ALM,ALM,compound,spine
EG-GH-MK,EG-GH-EM,EM,initials,cc0
EG-GH-MS,EG-GH-AMA,AMA,initials,spine
EG-GH-SA,EG-GH-ASS,ASS,compound,spine
EG-GH-SM,EG-GH-SA,SA,name,cc0
EG-GH-TA,EG-GH-TAN,TAN,name,spine
EG-GH-TF,EG-GH-TA1,TA1,compound,spine
EG-GH-TS,EG-GH-TA2,TA2,compound,spine
EG-GH-ZE,EG-GH-ZIF,ZIF,name,spine
EG-GZ-AG,EG-GZ-AL,AL,any2,spine
EG-GZ-AM,EG-GZ-AU,AU,initials,spine
EG-GZ-AT,EG-GZ-AT,AT,name,cc0
EG-GZ-AY,EG-GZ-EA,EA,initials,cc0
EG-GZ-BD,EG-GZ-BA,BA,initials,cc0
EG-GZ-BS,EG-GZ-AB,AB,initials,spine
EG-GZ-DO,EG-GZ-AD,AD,initials,spine
EG-GZ-EK,EG-GZ-IM,IM,name,cc0
EG-GZ-GM,EG-GZ-GI,GI,name,cc0
EG-GZ-HA,EG-GZ-AH,AH,initials,cc0
EG-GZ-KM,EG-GZ-KI,KI,name,spine
EG-GZ-PY,EG-GZ-AA,AA,initials,cc0
EG-GZ-SA,EG-GZ-AS,AS,initials,spine
EG-GZ-SO,EG-GZ-SO,SO,initials,spine
EG-GZ-SS,EG-GZ-SI,SI,any2,spine
EG-GZ-SZ,EG-GZ-SZ,SZ,initials,cc0
EG-GZ-UO,EG-GZ-UI,UI,initials,spine
EG-GZ-WB,EG-GZ-AW,AW,initials,cc0
EG-GZ-WR,EG-GZ-EW,EW,initials,cc0
EG-IK-AM,EG-IK-AAM,AAM,compound.alt,spine
EG-IK-AT,EG-IK-ALA,ALA,compound,spine
EG-IK-BA,EG-IK-BAA,BAA,initials,spine
EG-IK-BJ,EG-IK-NBA,NBA,initials,spine
EG-IK-BS,EG-IK-BAS,BAS,compound,spine
EG-IK-DK,EG-IK-ADD,ADD,compound,spine
EG-IK-GO,EG-IK-ALJ,ALJ,compound,spine
EG-IK-KR,EG-IK-KAR,KAR,name,spine
EG-IK-LB,EG-IK-ALL,ALL,compound,spine
EG-IK-MB,EG-IK-MUB,MUB,compound,cc0
EG-IK-MI,EG-IK-PAB,PAB,initials,spine
EG-IK-MN,EG-IK-AMA,AMA,compound.alt,spine
EG-IK-MO,EG-IK-ALM,ALM,compound,spine
EG-IK-PA,EG-IK-PAP,PAP,initials,spine
EG-IK-RM,EG-IK-ARA,ARA,compound.alt,cc0
EG-IK-RS,EG-IK-ARR,ARR,compound,cc0
EG-IK-SG,EG-IK-SIJ,SIJ,compound,spine
EG-IK-UI,EG-IK-UIA,UIA,initials,spine
EG-IS-EK,EG-IS-AQA,AQA,initials,spine
EG-IS-FA,EG-IS-FAI,FAI,compound,spine
EG-IS-IF,EG-IS-ISA,ISA,name.ends,cc0
EG-IS-IM,EG-IS-ISM,ISM,name,cc0
EG-IS-IS,EG-IS-SML,SML,skeleton,cc0
EG-IS-IT,EG-IS-ISI,ISI,any3,cc0
EG-IS-KN,EG-IS-ALQ,ALQ,compound,spine
EG-IS-TE,EG-IS-ATA,ATA,initials,spine
EG-JS-AR,EG-JS-AR,AR,initials,spine
EG-JS-AZ,EG-JS-AZ,AZ,initials,cc0
EG-JS-DH,EG-JS-DA,DA,name,cc0
EG-JS-NW,EG-JS-NU,NU,name,cc0
EG-JS-RS,EG-JS-RS,RS,initials,spine
EG-JS-SK,EG-JS-SK,SK,initials,spine
EG-JS-SS,EG-JS-SE,SE,initials,cc0
EG-JS-ST,EG-JS-TA,TA,name,cc0
EG-JS-TO,EG-JS-AT,AT,initials,spine
EG-KB-AB,EG-KB-AU,AU,initials,spine
EG-KB-BM,EG-KB-BA,BA,name,spine
EG-KB-HS,EG-KB-AL,AL,any2,spine
EG-KB-KA,EG-KB-QA,QA,name,cc0
EG-KB-KH,EG-KB-AK,AK,initials,cc0
EG-KB-KM,EG-KB-QL,QL,skeleton,cc0
EG-KB-KN,EG-KB-MA,MA,initials,cc0
EG-KB-KS,EG-KB-KS,KS,initials,cc0
EG-KB-SF,EG-KB-SA,SA,initials,spine
EG-KB-SK,EG-KB-SE,SE,initials,cc0
EG-KB-SS,EG-KB-SH,SH,any2,spine
EG-KB-TO,EG-KB-TO,TO,name,cc0
EG-KB-UI,EG-KB-UI,UI,initials,spine
EG-KN-AR,EG-KN-AR,AR,name,spine
EG-KN-AT,EG-KN-AT,AT,initials,cc0
EG-KN-FR,EG-KN-FA,FA,name,spine
EG-KN-IS,EG-KN-IS,IS,name,spine
EG-KN-NE,EG-KN-NA,NA,name,spine
EG-KN-NH,EG-KN-NH,NH,initials,cc0
EG-KN-QA,EG-KN-QF,QF,skeleton,spine
EG-KN-QJ,EG-KN-DI,DI,name,cc0
EG-KN-QK,EG-KN-QN,QN,skeleton,spine
EG-KN-QM,EG-KN-QI,QI,name,spine
EG-KN-QS,EG-KN-QU,QU,name,spine
EG-KN-UI,EG-KN-UI,UI,initials,spine
EG-KN-WA,EG-KN-AW,AW,initials,spine
EG-KS-BE,EG-KS-BI,BI,name,spine
EG-KS-BR,EG-KS-AB,AB,initials,spine
EG-KS-DM,EG-KS-DI,DI,name,spine
EG-KS-FO,EG-KS-FU,FU,name,cc0
EG-KS-HA,EG-KS-AH,AH,initials,cc0
EG-KS-KE,EG-KS-QA,QA,name,cc0
EG-KS-KM,EG-KS-KA,KA,initials,spine
EG-KS-MO,EG-KS-MU,MU,name,spine
EG-KS-RE,EG-KS-AR,AR,initials,spine
EG-KS-SS,EG-KS-SS,SS,initials,cc0
EG-LX-TS,EG-LX-TP,TP,initials,spine
EG-LX-UI,EG-LX-UI,UI,initials,spine
EG-LX-UM,EG-LX-LU,LU,name,cc0
EG-MF-AS,EG-MF-AS,AS,name,cc0
EG-MF-BA,EG-MF-AB,AB,initials,spine
EG-MF-BS,EG-MF-BA,BA,initials,spine
EG-MF-EC,EG-MF-SD,SD,skeleton,spine
EG-MF-KE,EG-MF-QU,QU,name,spine
EG-MF-MK,EG-MF-MI,MI,name,spine
EG-MF-MM,EG-MF-MN,MN,skeleton,spine
EG-MF-SE,EG-MF-SA,SA,initials,cc0
EG-MF-SH,EG-MF-AH,AH,any2,spine
EG-MF-SM,EG-MF-SH,SH,any2,spine
EG-MF-TA,EG-MF-TA,TA,name,cc0
EG-MN-AD,EG-MN-AI,AI,initials,spine
EG-MN-AK,EG-MN-AQ,AQ,initials,cc0
EG-MN-BM,EG-MN-BM,BM,initials,cc0
EG-MN-DM,EG-MN-DM,DM,initials,spine
EG-MN-MG,EG-MN-MG,MG,skeleton,spine
EG-MN-MJ,EG-MN-NM,NM,initials,cc0
EG-MN-MK,EG-MN-EM,EM,initials,cc0
EG-MN-ML,EG-MN-ML,ML,skeleton,spine
EG-MN-MM,EG-MN-EL,EL,any2,cc0
EG-MN-MS,EG-MN-MA,MA,name,spine
EG-MN-MT,EG-MN-MT,MT,skeleton,spine
EG-MN-SA,EG-MN-SA,SA,name,cc0
EG-MN-UI,EG-MN-UI,UI,initials,spine
EG-MT-AL,EG-MT-MA,MA,initials,spine
EG-MT-DA,EG-MT-AD,AD,initials,spine
EG-MT-HA,EG-MT-AH,AH,initials,spine
EG-MT-MM,EG-MT-MM,MM,initials,cc0
EG-MT-SA,EG-MT-AS,AS,initials,spine
EG-MT-SB,EG-MT-SB,SB,initials,cc0
EG-MT-SI,EG-MT-SI,SI,name,cc0
EG-QH-AB,EG-QH-ABD,ABD,name,spine
EG-QH-AC,EG-QH-ANC,ANC,compound,spine
EG-QH-AJ,EG-QH-AJ,AJ,initials,cc0
EG-QH-AZ,EG-QH-ALA,ALA,compound,spine
EG-QH-BA,EG-QH-BA,BA,name,cc0
EG-QH-BE,EG-QH-BAS,BAS,initials,spine
EG-QH-BO,EG-QH-BU,BU,name,cc0
EG-QH-BT,EG-QH-AB,AB,initials,cc0
EG-QH-CF,EG-QH-NC,NC,initials,cc0
EG-QH-CS,EG-QH-NE,NE,any2,cc0
EG-QH-CT,EG-QH-NW,NW,any2,cc0
EG-QH-DA,EG-QH-AD,AD,initials,cc0
EG-QH-ES,EG-QH-AS,AS,initials,cc0
EG-QH-EZ,EG-QH-ASZ,ASZ,initials,spine
EG-QH-FM,EG-QH-AAI,AAI,sequential,spine
EG-QH-HP,EG-QH-HEL,HEL,name,spine
EG-QH-HW,EG-QH-HE,HE,name,cc0
EG-QH-KH,EG-QH-EK,EK,initials,cc0
EG-QH-KN,EG-QH-QAN,QAN,initials,spine
EG-QH-MD,EG-QH-AMA,AMA,initials,spine
EG-QH-MN,EG-QH-MON,MON,compound,spine
EG-QH-MO,EG-QH-AM,AM,initials,cc0
EG-QH-MR,EG-QH-ALM,ALM,compound,spine
EG-QH-MT,EG-QH-AAL,AAL,sequential,spine
EG-QH-NC,EG-QH-NA1,NA1,compound,spine
EG-QH-NO,EG-QH-ANN,ANN,compound,spine
EG-QH-NS,EG-QH-NA2,NA2,compound,spine
EG-QH-QB,EG-QH-HIA,HIA,initials,spine
EG-QH-RF,EG-QH-RAF,RAF,initials,spine
EG-QH-SB,EG-QH-ASH,ASH,compound.alt,spine
EG-QH-SH,EG-QH-SHU,SHU,name,spine
EG-QH-SL,EG-QH-ASS,ASS,compound,spine
EG-QH-SM,EG-QH-ASA,ASA,compound.alt,spine
EG-QH-SR,EG-QH-AAZ,AAZ,sequential,spine
EG-QH-TB,EG-QH-ATT,ATT,compound,spine
EG-QH-TO,EG-QH-TU,TU,name,cc0
EG-QH-UO,EG-QH-UIA,UIA,initials,spine
EG-QH-WA,EG-QH-AW,AW,initials,cc0
EG-QH-ZA,EG-QH-AZA,AZA,compound.alt,spine
EG-QH-ZK,EG-QH-ZAH,ZAH,initials,spine
EG-QH-ZM,EG-QH-ZAM,ZAM,name,spine
EG-QH-ZY,EG-QH-AZZ,AZZ,compound,spine
EG-SJ-AJ,EG-SJ-NA,NA,initials,spine
EG-SJ-AK,EG-SJ-AK,AK,name,cc0
EG-SJ-AS,EG-SJ-AU,AU,initials,spine
EG-SJ-BL,EG-SJ-EB,EB,initials,cc0
EG-SJ-DS,EG-SJ-DA,DA,initials,spine
EG-SJ-GM,EG-SJ-JI,JI,name,spine
EG-SJ-KA,EG-SJ-AL,AL,any2,spine
EG-SJ-MO,EG-SJ-AM,AM,initials,cc0
EG-SJ-MR,EG-SJ-EM,EM,initials,cc0
EG-SJ-SA,EG-SJ-SA,SA,name,spine
EG-SJ-SJ,EG-SJ-NS,NS,initials,spine
EG-SJ-SO,EG-SJ-SW,SW,skeleton,spine
EG-SJ-SS,EG-SJ-S2,S2,compound.alt,spine
EG-SJ-TA,EG-SJ-TI,TI,name,spine
EG-SJ-TK,EG-SJ-TA,TA,name,spine
EG-SJ-TM,EG-SJ-TH,TH,skeleton,spine
EG-SJ-UI,EG-SJ-UI,UI,initials,spine
EG-SJ-WG,EG-SJ-JA,JA,initials,spine
EG-SQ-AH,EG-SQ-ABH,ABH,compound,spine
EG-SQ-AK,EG-SQ-ABK,ABK,compound,spine
EG-SQ-AS,EG-SQ-AWS,AWS,compound,spine
EG-SQ-BE,EG-SQ-BIL,BIL,name,spine
EG-SQ-DN,EG-SQ-DN,DN,initials,cc0
EG-SQ-EB,EG-SQ-AI,AI,initials,cc0
EG-SQ-FM,EG-SQ-FA,FA,name,cc0
EG-SQ-FS,EG-SQ-KAS,KAS,compound,spine
EG-SQ-HA,EG-SQ-HI,HI,name,cc0
EG-SQ-HE,EG-SQ-ALH,ALH,compound,spine
EG-SQ-KA,EG-SQ-AQ,AQ,initials,cc0
EG-SQ-KE,EG-SQ-AL,AL,any2,cc0
EG-SQ-MK,EG-SQ-MAQ,MAQ,initials,spine
EG-SQ-MS,EG-SQ-MA,MA,initials,cc0
EG-SQ-SJ,EG-SQ-NES,NES,compound,spine
EG-SQ-TR,EG-SQ-AAD,AAD,sequential,spine
EG-SQ-TS,EG-SQ-AAI,AAI,sequential,spine
EG-SQ-UI,EG-SQ-UIA,UIA,initials,spine
EG-SQ-ZA,EG-SQ-ZAQ,ZAQ,name,spine
EG-SQ-ZF,EG-SQ-ZA1,ZA1,compound,spine
EG-SQ-ZS,EG-SQ-ZA2,ZA2,compound,spine
EG-SS-BA,EG-SS-BA,BA,initials,cc0
EG-SS-FI,EG-SS-AA1,AA1,initials,spine
EG-SS-FO,EG-SS-AA4,AA4,initials,spine
EG-SS-HA,EG-SS-AH,AH,initials,cc0
EG-SS-KA,EG-SS-SA,SA,initials,cc0
EG-SS-NK,EG-SS-NAK,NAK,name,spine
EG-SS-RF,EG-SS-RA,RA,name,cc0
EG-SS-RM,EG-SS-SR,SR,initials,cc0
EG-SS-SE,EG-SS-AA2,AA2,initials,spine
EG-SS-SZ,EG-SS-SHZ,SHZ,compound,spine
EG-SS-TH,EG-SS-AA3,AA3,initials,spine
EG-SW-AR,EG-SW-AB,AB,initials,cc0
EG-SW-AT,EG-SW-AT,AT,name,cc0
EG-SW-FI,EG-SW-FA,FA,name,cc0
EG-SW-GN,EG-SW-AJ,AJ,initials,cc0
EG-SW-SS,EG-SW-PS,PS,initials,spine
EG-SW-SU,EG-SW-SU,SU,name,spine
EG-WJ-FA,EG-WJ-SA,SA,initials,cc0
EG-WJ-PP,EG-WJ-BS,BS,initials,spine
EG-WJ-WD,EG-WJ-SH,SH,any2,spine
EG-WJ-WK,EG-WJ-AW,AW,initials,cc0
ER-AN-AS,ER-AN-AS,AS,name,spine
ER-AN-AT,ER-AN-AT,AT,initials,spine
ER-AN-EL,ER-AN-EL,EL,name,spine
ER-AN-GH,ER-AN-GE,GE,name,cc0
ER-AN-HB,ER-AN-HA,HA,name,spine
ER-AN-HH,ER-AN-HL,HL,skeleton,spine
ER-AN-HZ,ER-AN-HG,HG,skeleton,spine
ER-AN-KB,ER-AN-KE,KE,name,cc0
ER-AN-KC,ER-AN-KR,KR,skeleton,spine
ER-AN-SE,ER-AN-SA,SA,compound.alt,spine
ER-DK-AR,ER-DK-AR,AR,name,spine
ER-DK-CS,ER-DK-CS,CS,initials,spine
ER-DK-SS,ER-DK-SS,SS,initials,spine
ER-DU-AR,ER-DU-AR,AR,name,spine
ER-DU-AW,ER-DU-AK,AK,initials,spine
ER-DU-AY,ER-DU-AD,AD,any2,spine
ER-DU-DI,ER-DU-DI,DI,name,spine
ER-DU-DK,ER-DU-DE,DE,name,spine
ER-DU-KB,ER-DU-KB,KB,initials,spine
ER-DU-MM,ER-DU-MM,MM,initials,spine
ER-DU-MN,ER-DU-ME,ME,name,spine
ER-DU-SF,ER-DU-SN,SN,skeleton,spine
ER-DU-SG,ER-DU-SE,SE,name,cc0
ER-DU-TS,ER-DU-TS,TS,name,spine
ER-GB-AK,ER-GB-AK,AK,name,spine
ER-GB-BC,ER-GB-BA,BA,name,spine
ER-GB-DG,ER-GB-DG,DG,name,spine
ER-GB-FO,ER-GB-FO,FO,name,spine
ER-GB-GG,ER-GB-GO,GO,name,spine
ER-GB-HA,ER-GB-HA,HA,name,spine
ER-GB-LA,ER-GB-LA,LA,initials,spine
ER-GB-LG,ER-GB-LE,LE,initials,spine
ER-GB-MA,ER-GB-MA,MA,name,spine
ER-GB-MG,ER-GB-MO,MO,name,cc0
ER-GB-OM,ER-GB-OM,OM,name,cc0
ER-GB-SK,ER-GB-SH,SH,name,spine
ER-GB-TE,ER-GB-TE,TE,name,cc0
ER-MA-AC,ER-MA-AS,AS,name,spine
ER-MA-BE,ER-MA-BE,BE,name,spine
ER-MA-GN,ER-MA-GN,GN,initials,spine
ER-MA-SJ,ER-MA-SE,SE,name,spine
ER-SK-AF,ER-SK-AF,AF,name,spine
ER-SK-DA,ER-SK-DA,DA,name,spine
ER-SK-FO,ER-SK-FO,FO,name,spine
ER-SK-GD,ER-SK-GE,GE,compound.alt,spine
ER-SK-GL,ER-SK-GH,GH,name,spine
ER-SK-KA,ER-SK-KA,KA,name,spine
ER-SK-MC,ER-SK-ME,ME,compound.alt,spine
ER-SK-NA,ER-SK-NA,NA,name,spine
ER-SK-SI,ER-SK-SH,SH,name,spine
ES-AN-AM,ES-AN-AL,AL,name,cc0
ES-AN-CD,ES-AN-CA,CA,name,spine
ES-AN-CO,ES-AN-CO,CO,name,spine
ES-AN-GD,ES-AN-GR,GR,name,spine
ES-AN-HL,ES-AN-HU,HU,name,spine
ES-AN-JA,ES-AN-JA,JA,name,cc0
ES-AN-MG,ES-AN-MA,MA,name,spine
ES-AN-SV,ES-AN-SE,SE,name,cc0
ES-AR-HS,ES-AR-HU,HU,name,spine
ES-AR-TE,ES-AR-TE,TE,name,cc0
ES-AR-ZG,ES-AR-ZA,ZA,name,cc0
ES-AS-AS,ES-AS-AS,AS,name,spine
ES-CB-CN,ES-CB-CA,CA,name,spine
ES-CL-AV,ES-CL-AV,AV,name,spine
ES-CL-BU,ES-CL-BU,BU,name,spine
ES-CL-LN,ES-CL-LE,LE,name,cc0
ES-CL-PL,ES-CL-PA,PA,name,cc0
ES-CL-SG,ES-CL-SE,SE,name,cc0
ES-CL-SL,ES-CL-OS,OS,initials,cc0
ES-CL-SR,ES-CL-SO,SO,name,spine
ES-CL-VD,ES-CL-VA,VA,name,cc0
ES-CL-ZM,ES-CL-ZA,ZA,name,cc0
ES-CM-AB,ES-CM-AL,AL,name,cc0
ES-CM-CR,ES-CM-OC,OC,initials,cc0
ES-CM-CU,ES-CM-CU,CU,name,cc0
ES-CM-GJ,ES-CM-GU,GU,name,cc0
ES-CM-TD,ES-CM-TO,TO,name,cc0
ES-CN-LP,ES-CN-PA,PA,name,spine
ES-CN-SC,ES-CN-SC,SC,initials,spine
ES-CT-BR,ES-CT-BA,BA,name,spine
ES-CT-GN,ES-CT-GI,GI,name,spine
ES-CT-LD,ES-CT-LL,LL,name,spine
ES-CT-TG,ES-CT-TA,TA,name,spine
ES-EX-BD,ES-EX-BA,BA,name,spine
ES-EX-CC,ES-EX-CA,CA,name,cc0
ES-GA-AC,ES-GA-AC,AC,compound,cc0
ES-GA-LG,ES-GA-LU,LU,name,spine
ES-GA-OR,ES-GA-OU,OU,name,cc0
ES-GA-PV,ES-GA-PO,PO,name,cc0
ES-MD-MD,ES-MD-MA,MA,name,spine
ES-ML-CE,ES-ML-CE,CE,name,spine
ES-ML-ME,ES-ML-ME,ME,name,spine
ES-MU-MR,ES-MU-MU,MU,name,spine
ES-NA-NV,ES-NA-NA,NA,name,spine
