country_id,admin_id_admin1,admin_id,name,kind,origin,source_column,pattern,conv,match_rate,n_ids_parcel,n_ids_tax
US,0919018500,US-CT-DAN,Danbury,parcel,auto,apn,Sx/Dx,skip_empty: 1,0.959,19128.0,27823.0
US,0919018500,US-CT-DAN,Danbury,tax,auto,apn,A4 M:Sx( B:Sx)( L:Sx)( [SUP]:(Sx)),split_groups: 2|- & skip_empty: 1,0.959,19128.0,27823.0
US,0919018850,US-CT-DAR,Darien,parcel,auto,apn2,Sx( )-( )(Sx)( - Sx)(-Sx)( Sx),split_groups: 0|3 & drop_cols: 3 & skip_empty: 1,0.834,7192.0,7344.0
US,0919018850,US-CT-DAR,Darien,tax,auto,apn,A4 A:Sx A:(Sx)( A:(Sx))( (A:)(Sx)),split_groups: 1|- 1_1|- & skip_empty: 1,0.834,7192.0,7344.0
US,0919033620,US-CT-GRE,Greenwich,parcel,auto,apn,Unrecognized,,0.893,19524.0,22412.0
US,0919033620,US-CT-GRE,Greenwich,tax,auto,apn,A4 M:Sx B:(Sx)( L:(Sx)),split_groups: 0|- & fill_zeros: 1 & join_char: - & skip_empty: 1,0.893,19524.0,22412.0
US,0919050580,US-CT-NCA,New Canaan,parcel,auto,apn,Sx/Sx/Sx,split_groups: 1|- & skip_empty: 1,0.938,6338.0,7406.0
US,0919050580,US-CT-NCA,New Canaan,tax,auto,apn,A4 M:Sx( B:Sx)( L:Sx)( [SUP]:(Sx)),skip_empty: 1,0.938,6338.0,7406.0
US,0919050860,US-CT-NFA,New Fairfield,parcel,auto,apn,Dx(.-Dx.-Dx),keep_length: 1 2 & merge_after: 0 0 & skip_empty: 1,0.934,6426.0,6482.0
US,0919050860,US-CT-NFA,New Fairfield,tax,auto,tax_id,Sx(-)Dx,keep_length: 0 & skip_empty: 1,0.934,6426.0,6482.0
US,0919052630,US-CT-NMI,New Milford,parcel,auto,apn,Dx(.D1)/Dx(.Sx),skip_empty: 1,0.932,11305.0,13503.0
US,0919052630,US-CT-NMI,New Milford,tax,auto,apn,A4 M:Sx( B:Sx)( L:Sx)( [SUP]:(Sx)),split_groups: 0|- 1|- 2|- 3|- & skip_empty: 1,0.932,11305.0,13503.0
US,0919052980,US-CT-NEN,Newtown,parcel,auto,apn,Sx Sx Sx( Sx)( Sx),split_groups: 2|6 & drop_cols: 3 4 & skip_empty: 1,0.9,10964.0,12221.0
US,0919052980,US-CT-NEN,Newtown,tax,auto,apn,A4 M:Sx( B:Sx)( L:Sx)( [SUP]:(Sx)),split_groups: 0|[A-Z] & drop_cols: 3 & skip_empty: 1,0.9,10964.0,12221.0
US,0919056060,US-CT-NOR,Norwalk,parcel,auto,apn,Sx-[S.]x(-Sx)(-Sx)(-Sx),,0.94,22097.0,29605.0
US,0919056060,US-CT-NOR,Norwalk,tax,auto,apn,A4 M:Sx B:(Sx)( L:(Sx)),split_groups: 2|- 2_1|.,0.94,22097.0,29605.0
US,0919063480,US-CT-RED,Redding,parcel,auto,apn,Sx( )(Sx)( )(Sx) ( )(Sx),skip_empty: 1,0.9,4220.0,4041.0
US,0919063480,US-CT-RED,Redding,tax,auto,apn,A4 M:Sx( B:Sx)( L:Sx)( [SUP]:(Sx)),split_groups: 0|. 3|. & skip_empty: 1,0.9,4220.0,4041.0
US,0919063970,US-CT-RID,Ridgefield,parcel,auto,apn,[S.]x-Sx,skip_empty: 1,0.969,9054.0,10527.0
US,0919063970,US-CT-RID,Ridgefield,tax,auto,apn,A4 M:Sx B:(Sx)( L:(Sx)),split_groups: 0|. & skip_empty: 1,0.969,9054.0,10527.0
US,0919068310,US-CT-SHN,Sherman,parcel,auto,apn,Sx [S-]x( [S-]x),split_groups: 1|- & skip_empty: 1,0.891,2542.0,2597.0
US,0919068310,US-CT-SHN,Sherman,tax,auto,apn,A4 M:Sx B:(Sx)( L:(Sx)),split_groups: 0|- & skip_empty: 1,0.891,2542.0,2597.0
US,0919073070,US-CT-STA,Stamford,parcel,auto,apn,Sx-Sx(-Sx)(-Sx),merge_after: 1 & skip_empty: 1,0.503,25779.0,37881.0
US,0919073070,US-CT-STA,Stamford,tax,auto,apn,A4 A:Sx A:(Sx)( A:(Sx))( (A:)(Sx)),drop_cols: 2 3 & skip_empty: 1,0.503,25779.0,37881.0
US,0919083430,US-CT-WEN,Weston,parcel,auto,apn,[S&-]x [S.]x [S&+-]x,max_length: 0|3 & skip_empty: 1,0.962,4009.0,4006.0
US,0919083430,US-CT-WEN,Weston,tax,auto,apn,A4 M:Sx B:(Sx)( L:(Sx)),split_groups: 1|4 & drop_cols: 1_1 & skip_empty: 1,0.962,4009.0,4006.0
US,0919083500,US-CT-WES,Westport,parcel,manual,apn,Sx-Sx-Sx-Sx( Sx)|ADx,skip_empty: 1 & split_groups: 5|3,,,
US,0919083500,US-CT-WES,Westport,tax,manual,apn,A4 A:Sx A:(Sx)( A:(Sx))( (A:)(Sx)),skip_empty: 1 & split_groups: 0|- 1|- & merge_after: 0_0 1_0 & keep_length: 0_1 1_1,,,
US,0919086370,US-CT-WIL,Wilton,parcel,auto,apn,Sx-Sx(-Sx)(-Sx),merge_after: 2 & max_length: 2|5 & skip_empty: 1,0.951,6554.0,6965.0
US,0919086370,US-CT-WIL,Wilton,tax,auto,apn,A4 M:Sx( B:Sx)( L:Sx)( [SUP]:(Sx)),split_groups: 3|- & merge_after: 3_0 & skip_empty: 1,0.951,6554.0,6965.0
US,10001,US-DE-KE,Kent,parcel,auto,apn,Ignored,simple,0.976,82151.0,88957.0
US,10001,US-DE-KE,Kent,tax,auto,apn,Ignored,simple,0.976,82151.0,88957.0
US,10003,US-DE-NC,New Castle,parcel,auto,apn,Dx,split_groups: 0|16 & drop_cols: 0_1,0.997,192448.0,211929.0
US,10003,US-DE-NC,New Castle,tax,auto,apn,Sx,,0.997,192448.0,211929.0
US,10005,US-DE-SU,Sussex,parcel,auto,apn,Sx-[S.]x(-Sx)(-Sx)(-S.x),split_groups: 1|. 3|. & skip_empty: 1,0.96,146049.0,181171.0
US,10005,US-DE-SU,Sussex,tax,auto,apn,Sx-[S.]x(-Sx)(-Sx)(-S.x),split_groups: 1|. 3|. & skip_empty: 1,0.96,146049.0,181171.0
US,11001,US-DC-DC,District of Columbia,parcel,auto,apn,Ignored,simple,0.959,125097.0,212973.0
US,11001,US-DC-DC,District of Columbia,tax,auto,apn,Ignored,simple,0.959,125097.0,212973.0
US,12001,US-FL-AL,Alachua,parcel,auto,apn,Sx-Sx-Sx,split_groups: 2|3 & keep_length: 1 2_0 & merge_after: 0 0 & skip_empty: 1,0.972,95542.0,104140.0
US,12001,US-FL-AL,Alachua,tax,auto,apn,Dx(.-Dx.-Dx),keep_length: 1 2 3 & merge_after: 0 0 0 & skip_empty: 1,0.972,95542.0,104140.0
US,12003,US-FL-BK,Baker,parcel,auto,apn,Sx-Sx-Sx-Sx-Sx-Sx,keep_length: 1 2 3 4 5 & merge_after: 0 0 0 0 0 & skip_empty: 1,0.976,12130.0,12597.0
US,12003,US-FL-BK,Baker,tax,auto,apn,Sx-Sx-Sx-Sx-Sx-Sx,keep_length: 1 2 3 4 5 & merge_after: 0 0 0 0 0 & skip_empty: 1,0.976,12130.0,12597.0
US,12005,US-FL-BA,Bay,parcel,auto,apn,Ignored,simple,0.98,94156.0,119630.0
US,12005,US-FL-BA,Bay,tax,auto,apn,Ignored,simple,0.98,94156.0,119630.0
US,12007,US-FL-BD,Bradford,parcel,auto,apn2,Sx-Sx-Sx-Sx,drop_cols: 0 & skip_empty: 1,0.977,14961.0,15165.0
US,12007,US-FL-BD,Bradford,tax,auto,apn,Sx( )-( )(Sx)( - Sx)(-Sx)( Sx),drop_cols: 3 & skip_empty: 1,0.977,14961.0,15165.0
US,12009,US-FL-BE,Brevard,parcel,auto,apn,Ignored,simple,0.983,295881.0,371514.0
US,12009,US-FL-BE,Brevard,tax,auto,apn,Ignored,simple,0.983,295881.0,371514.0
US,12011,US-FL-BR,Broward,parcel,auto,apn,Sx,skip_empty: 1,0.965,489290.0,749623.0
US,12011,US-FL-BR,Broward,tax,auto,apn,Sx( )-Sx-Sx-Sx-Sx-( Sx),keep_length: 2 3 4 & merge_after: 0 0 0 0 0 & skip_empty: 1,0.965,489290.0,749623.0
US,12013,US-FL-CA,Calhoun,parcel,auto,apn,Sx-Sx-Sx-Sx-Sx-Sx,keep_length: 2 3 4 & merge_after: 0 0 0 0 & skip_empty: 1,0.975,10700.0,12631.0
US,12013,US-FL-CA,Calhoun,tax,auto,apn,Sx-Sx-Sx-Sx-Sx-Sx,keep_length: 2 3 4 & merge_after: 0 0 0 0 & skip_empty: 1,0.975,10700.0,12631.0
US,12015,US-FL-CH,Charlotte,parcel,auto,apn2,Sx(-)Dx,string_lengths: 3 3 3 3 & skip_empty: 1,0.969,202223.0,210796.0
US,12015,US-FL-CH,Charlotte,tax,auto,apn,Dx,string_lengths: 3 3 3 3 & skip_empty: 1,0.969,202223.0,210796.0
US,12017,US-FL-CI,Citrus,parcel,auto,apn,Sx Sx( Sx),split_groups: 1|5 & skip_empty: 1,0.985,144813.0,146382.0
US,12017,US-FL-CI,Citrus,tax,auto,apn,Sx Sx( Sx),skip_empty: 1,0.985,144813.0,146382.0
US,12019,US-FL-CL,Clay,parcel,auto,apn,Sx-Sx-Sx-Sx-Sx-Sx,keep_length: 1 2 3 4 5 & merge_after: 0 0 0 0 0 & skip_empty: 1,0.989,86763.0,95521.0
US,12019,US-FL-CL,Clay,tax,auto,apn,Sx-Sx-Sx-Sx(-Sx-Sx.Sx),keep_length: 1 2 3 4 5 6 & merge_after: 0 0 0 0 0 0 & skip_empty: 1,0.989,86763.0,95521.0
US,12021,US-FL-CO,Collier,parcel,auto,apn2,Sx(-)Dx,drop_cols: 0 & skip_empty: 1,0.949,179838.0,282941.0
US,12021,US-FL-CO,Collier,tax,auto,apn,Dx,keep_length: 1 & skip_empty: 1,0.949,179838.0,282941.0
US,12023,US-FL-CU,Columbia,parcel,auto,apn2,Sx-Sx-Sx-Sx-Sx-Sx,drop_cols: 0 & skip_empty: 1,0.975,36257.0,36806.0
US,12023,US-FL-CU,Columbia,tax,auto,apn,Sx( )-Sx-Sx-Sx-Sx-( Sx),skip_empty: 1,0.975,36257.0,36806.0
US,12027,US-FL-DE,DeSoto,parcel,auto,apn,Sx-Sx-Sx-Sx-Sx-Sx,keep_length: 4 5 & skip_empty: 1,0.987,18921.0,20852.0
US,12027,US-FL-DE,DeSoto,tax,auto,apn,Sx-Sx-Sx-Sx-Sx-Sx,keep_length: 4 5 & skip_empty: 1,0.987,18921.0,20852.0
US,12029,US-FL-DI,Dixie,parcel,auto,apn,Ignored,simple,0.98,16027.0,16437.0
US,12029,US-FL-DI,Dixie,tax,auto,apn,Ignored,simple,0.98,16027.0,16437.0
US,12031,US-FL-DU,Duval,parcel,auto,apn,Sx,string_lengths: 6 4 1 & drop_cols: 2 & skip_empty: 1,0.98,335000.0,374106.0
US,12031,US-FL-DU,Duval,tax,auto,apn,Sx-Sx,skip_empty: 1,0.98,335000.0,374106.0
US,12033,US-FL-ES,Escambia,parcel,auto,apn,Sx,string_lengths: 2 2 4 4 4 & skip_empty: 1,0.99,139164.0,164444.0
US,12033,US-FL-ES,Escambia,tax,auto,apn,Sx,split_groups: 0|2 0_1|2 0_1_1|4 0_1_1_1|4 0_1_1_1_1|4 & skip_empty: 1,0.99,139164.0,164444.0
US,12035,US-FL-FL,Flagler,parcel,auto,apn,Ignored,simple,0.976,74428.0,81718.0
US,12035,US-FL-FL,Flagler,tax,auto,apn,Ignored,simple,0.976,74428.0,81718.0
US,12037,US-FL-FR,Franklin,parcel,auto,apn,Ignored,simple,0.934,17660.0,18157.0
US,12037,US-FL-FR,Franklin,tax,auto,apn,Ignored,simple,0.934,17660.0,18157.0
US,12039,US-FL-GA,Gadsden,parcel,auto,apn,Ignored,simple,0.982,27064.0,27778.0
US,12039,US-FL-GA,Gadsden,tax,auto,apn,Ignored,simple,0.982,27064.0,27778.0
US,12041,US-FL-GI,Gilchrist,parcel,auto,apn,Sx-Sx-Sx-Sx-Sx-Sx,keep_length: 2 3 4 & merge_after: 0 0 0 0 & skip_empty: 1,0.984,13484.0,14872.0
US,12041,US-FL-GI,Gilchrist,tax,auto,apn,Sx-Sx-Sx-Sx-Sx-Sx,keep_length: 2 3 4 & merge_after: 0 0 0 0 & skip_empty: 1,0.984,13484.0,14872.0
US,12043,US-FL-GL,Glades,parcel,auto,apn,Sx-Sx-Sx-Sx-Sx-Sx,keep_length: 2 3 4 & merge_after: 0 0 0 0 & skip_empty: 1,0.987,11187.0,11592.0
US,12043,US-FL-GL,Glades,tax,auto,apn,Sx-Sx-Sx-Sx-Sx-Sx,keep_length: 2 3 4 & merge_after: 0 0 0 0 & skip_empty: 1,0.987,11187.0,11592.0
US,12045,US-FL-GU,Gulf,parcel,auto,apn,Sx-Sx,split_groups: 0|1 & skip_empty: 1,0.976,16521.0,18486.0
US,12045,US-FL-GU,Gulf,tax,auto,apn,Sx-Sx,skip_empty: 1,0.976,16521.0,18486.0
US,12047,US-FL-HM,Hamilton,parcel,auto,apn2,Sx( )-( )(Sx)( - Sx)(-Sx)( Sx),drop_cols: 0 & skip_empty: 1,0.974,12849.0,13092.0
US,12047,US-FL-HM,Hamilton,tax,auto,apn,Sx-Sx,split_groups: 1|3 & skip_empty: 1,0.974,12849.0,13092.0
US,12049,US-FL-HA,Hardee,parcel,auto,apn,Ignored,simple,0.986,14296.0,14391.0
US,12049,US-FL-HA,Hardee,tax,auto,apn,Ignored,simple,0.986,14296.0,14391.0
US,12051,US-FL-HN,Hendry,parcel,auto,apn,Unrecognized,,0.977,35266.0,35337.0
US,12051,US-FL-HN,Hendry,tax,auto,apn,Unrecognized,,0.977,35266.0,35337.0
US,12053,US-FL-HE,Hernando,parcel,auto,apn,Ignored,simple,0.989,115048.0,128207.0
US,12053,US-FL-HE,Hernando,tax,auto,apn,Ignored,simple,0.989,115048.0,128207.0
US,12055,US-FL-HG,Highlands,parcel,auto,apn,Sx,string_lengths: 1 2 2 2 3 4 4 & skip_empty: 1,0.969,112429.0,112618.0
US,12055,US-FL-HG,Highlands,tax,auto,apn,Sx-Sx-Sx-Sx-Sx-Sx-Sx,skip_empty: 1,0.969,112429.0,112618.0
US,12057,US-FL-HI,Hillsborough,parcel,manual,apn,Sx,string_lengths: 2 2 2 15 1 & switch: 0|4 1|2,,,
US,12057,US-FL-HI,Hillsborough,tax,manual,apn,Sx,string_lengths: 1 2 2 2 15 & switch: 3|4,,,
US,12059,US-FL-HO,Holmes,parcel,auto,apn,Unrecognized,,0.953,13071.0,14113.0
US,12059,US-FL-HO,Holmes,tax,auto,apn,Unrecognized,,0.953,13071.0,14113.0
US,12061,US-FL-IR,Indian River,parcel,auto,apn,Ignored,simple,0.971,76719.0,92274.0
US,12061,US-FL-IR,Indian River,tax,auto,apn,Ignored,simple,0.971,76719.0,92274.0
US,12063,US-FL-JA,Jackson,parcel,auto,apn,Ignored,simple,0.969,38298.0,39095.0
US,12063,US-FL-JA,Jackson,tax,auto,apn,Ignored,simple,0.969,38298.0,39095.0
US,12065,US-FL-JE,Jefferson,parcel,auto,apn,Ignored,simple,0.965,11857.0,13218.0
US,12065,US-FL-JE,Jefferson,tax,auto,apn,Ignored,simple,0.965,11857.0,13218.0
US,12067,US-FL-LF,Lafayette,parcel,auto,apn2,Sx( )-( )(Sx)( - Sx)(-Sx)( Sx),drop_cols: 0 & skip_empty: 1,0.98,6808.0,7210.0
US,12067,US-FL-LF,Lafayette,tax,auto,apn,Sx,keep_length: 1 2 & merge_after: 0 0 & skip_empty: 1,0.98,6808.0,7210.0
US,12069,US-FL-LA,Lake,parcel,auto,apn2,Sx( )-( )(Sx)( - Sx)(-Sx)( Sx),drop_cols: 0 & skip_empty: 1,0.968,172871.0,184289.0
US,12069,US-FL-LA,Lake,tax,auto,apn,Sx-Sx-Sx-Sx,keep_length: 1 3 & merge_after: 0 0 0 & skip_empty: 1,0.968,172871.0,184289.0
US,12071,US-FL-LE,Lee,parcel,auto,apn,Ignored,simple,0.961,455969.0,551347.0
US,12071,US-FL-LE,Lee,tax,auto,apn,Ignored,simple,0.961,455969.0,551347.0
US,12073,US-FL-LN,Leon,parcel,auto,apn,Ignored,simple,0.974,103298.0,108438.0
US,12073,US-FL-LN,Leon,tax,auto,apn,Ignored,simple,0.974,103298.0,108438.0
US,12075,US-FL-LV,Levy,parcel,auto,apn2,Sx( )-( )(Sx)( - Sx)(-Sx)( Sx),drop_cols: 0 & skip_empty: 1,0.981,47019.0,47101.0
US,12075,US-FL-LV,Levy,tax,auto,tax_id,Sx,,0.981,47019.0,47101.0
US,12077,US-FL-LI,Liberty,parcel,auto,apn,Ignored,simple,0.976,5613.0,5861.0
US,12077,US-FL-LI,Liberty,tax,auto,apn,Ignored,simple,0.976,5613.0,5861.0
US,12079,US-FL-MI,Madison,parcel,auto,apn,Ignored,simple,0.984,15746.0,15980.0
US,12079,US-FL-MI,Madison,tax,auto,apn,Ignored,simple,0.984,15746.0,15980.0
US,12081,US-FL-MN,Manatee,parcel,auto,apn,Ignored,simple,0.966,142362.0,196381.0
US,12081,US-FL-MN,Manatee,tax,auto,apn,Dx,split_groups: 0|14 & drop_cols: 0_1 & skip_empty: 1,0.966,142362.0,196381.0
US,12083,US-FL-MA,Marion,parcel,auto,apn,Sx( )-( )(Sx)( - Sx)(-Sx)( Sx),no_conv: 1,0.985,264241.0,270435.0
US,12083,US-FL-MA,Marion,tax,auto,apn,Sx( )-( )(Sx)( - Sx)(-Sx)( Sx),no_conv: 1,0.985,264241.0,270435.0
US,12085,US-FL-MR,Martin,parcel,auto,apn,Sx,keep_length: 1 2 & merge_after: 0 0 & skip_empty: 1,0.979,78133.0,94568.0
US,12085,US-FL-MR,Martin,tax,auto,apn,Dx-Dx-Dx-Dx-Dx-Dx(-Dx)(.Dx)(.Dx),keep_length: 1 2 3 4 5 6 & merge_after: 0 0 0 0 0 0 & skip_empty: 1,0.979,78133.0,94568.0
US,12086,US-FL-MD,Miami-Dade,parcel,manual,apn,Dx,string_lengths: 2 4 3 4,,,
US,12086,US-FL-MD,Miami-Dade,tax,manual,apn,Sx-Sx-Sx-Sx,,,,
US,12087,US-FL-MO,Monroe,parcel,auto,apn,Sx Sx Sx,split_groups: 2|8 & drop_cols: 0 1 & skip_empty: 1,0.98,77421.0,90920.0
US,12087,US-FL-MO,Monroe,tax,auto,apn,Sx-Sx,split_groups: 1|A & skip_empty: 1,0.98,77421.0,90920.0
US,12089,US-FL-NA,Nassau,parcel,auto,apn,Ignored,simple,0.969,44490.0,57193.0
US,12089,US-FL-NA,Nassau,tax,auto,apn,Ignored,simple,0.969,44490.0,57193.0
US,12091,US-FL-OK,Okaloosa,parcel,auto,apn,Sx-Sx-Sx-Sx-Sx-Sx,keep_length: 2 3 4 & merge_after: 0 0 0 0 & skip_empty: 1,0.979,90595.0,108077.0
US,12091,US-FL-OK,Okaloosa,tax,auto,apn,Sx-Sx-Sx-Sx-Sx-Sx,keep_length: 2 3 4 & merge_after: 0 0 0 0 & skip_empty: 1,0.979,90595.0,108077.0
US,12093,US-FL-OE,Okeechobee,parcel,auto,apn,Ignored,simple,0.966,32037.0,31645.0
US,12093,US-FL-OE,Okeechobee,tax,auto,apn,Ignored,simple,0.966,32037.0,31645.0
US,12095,US-FL-OR,Orange,parcel,auto,apn,Dx,string_lengths: 2 2 2 4 2 3 & switch: 0|2 & skip_empty: 1,0.981,382953.0,467572.0
US,12095,US-FL-OR,Orange,tax,auto,apn,Sx-Sx-Sx-Sx-Sx-Sx,skip_empty: 1,0.981,382953.0,467572.0
US,12097,US-FL-OS,Osceola,parcel,auto,apn,Sx,string_lengths: 1 2 2 2 3 4 4 & skip_empty: 1,1.0,132787.0,195693.0
US,12097,US-FL-OS,Osceola,tax,auto,apn,Sx,string_lengths: 1 2 2 2 3 4 4 & skip_empty: 1,1.0,132787.0,195693.0
US,12099,US-FL-PB,Palm Beach,parcel,auto,apn,Ignored,simple,0.971,431001.0,640900.0
US,12099,US-FL-PB,Palm Beach,tax,auto,apn,Ignored,simple,0.971,431001.0,640900.0
US,12101,US-FL-PA,Pasco,parcel,auto,apn,Sx,string_lengths: 2 2 2 4 5 4 & skip_empty: 1,0.946,246801.0,314344.0
US,12101,US-FL-PA,Pasco,tax,auto,apn,Sx-Sx-Sx-Sx-Sx-Sx,switch: 0|2 & skip_empty: 1,0.946,246801.0,314344.0
US,12103,US-FL-PI,Pinellas,parcel,auto,apn,Sx Dx Dx Dx Sx Sx,switch: 0|2 & skip_empty: 1,0.969,307385.0,432173.0
US,12103,US-FL-PI,Pinellas,tax,auto,apn,Sx-Sx-Sx-Sx-Sx-Sx,skip_empty: 1,0.969,307385.0,432173.0
US,12105,US-FL-PO,Polk,parcel,auto,apn,Dx,string_lengths: 2 4 2 2 4 4 & skip_empty: 1,0.978,348340.0,379815.0
US,12105,US-FL-PO,Polk,tax,auto,apn,Dx,string_lengths: 2 4 2 2 4 4 & skip_empty: 1,0.978,348340.0,379815.0
US,12107,US-FL-PU,Putnam,parcel,auto,apn,Sx-Sx-Sx-Sx-Sx-Sx,keep_length: 1 2 3 4 5 & merge_after: 0 0 0 0 0 & skip_empty: 1,0.988,98612.0,98662.0
US,12107,US-FL-PU,Putnam,tax,auto,apn,Sx-Sx-Sx-Sx-Sx-Sx,keep_length: 1 2 3 4 5 & merge_after: 0 0 0 0 0 & skip_empty: 1,0.988,98612.0,98662.0
US,12109,US-FL-SJ,St. Johns,parcel,auto,apn,Dx,string_lengths: 2 5 3 & skip_empty: 1,0.966,106070.0,147644.0
US,12109,US-FL-SJ,St. Johns,tax,auto,apn,Dx,string_lengths: 2 5 3 & skip_empty: 1,0.966,106070.0,147644.0
US,12111,US-FL-SL,St. Lucie,parcel,auto,apn,Ignored,simple,0.978,149930.0,172096.0
US,12111,US-FL-SL,St. Lucie,tax,auto,apn,Ignored,simple,0.978,149930.0,172096.0
US,12113,US-FL-SR,Santa Rosa,parcel,auto,apn,Ignored,simple,0.983,92799.0,110429.0
US,12113,US-FL-SR,Santa Rosa,tax,auto,apn,Ignored,simple,0.983,92799.0,110429.0
US,12115,US-FL-SA,Sarasota,parcel,auto,apn,Dx,split_groups: 0|14 & drop_cols: 0_1 & skip_empty: 1,0.981,219833.0,307199.0
US,12115,US-FL-SA,Sarasota,tax,auto,apn,Sx,split_groups: 0|R 0_0|11 & skip_empty: 1,0.981,219833.0,307199.0
US,12117,US-FL-SE,Seminole,parcel,auto,apn,Sx,,0.983,157222.0,181018.0
US,12117,US-FL-SE,Seminole,tax,auto,apn,Sx-Sx-Sx-Sx-Sx-Sx,keep_length: 1 2 3 4 5 & merge_after: 0 0 0 0 0 & skip_empty: 1,0.983,157222.0,181018.0
US,12119,US-FL-SU,Sumter,parcel,auto,apn,Ignored,simple,0.977,83131.0,83784.0
US,12119,US-FL-SU,Sumter,tax,auto,apn,Ignored,simple,0.977,83131.0,83784.0
US,12121,US-FL-SW,Suwannee,parcel,auto,apn,Sx(-)Dx,keep_length: 0 & skip_empty: 1,0.973,30551.0,37992.0
US,12121,US-FL-SW,Suwannee,tax,auto,apn,Ignored,simple,0.973,30551.0,37992.0
US,12123,US-FL-TA,Taylor,parcel,auto,apn,Sx-Sx,split_groups: 1|3 & skip_empty: 1,0.987,18199.0,19574.0
US,12123,US-FL-TA,Taylor,tax,auto,apn,Sx-Sx,skip_empty: 1,0.987,18199.0,19574.0
US,12125,US-FL-UN,Union,parcel,auto,apn,Ignored,simple,0.953,6316.0,6618.0
US,12125,US-FL-UN,Union,tax,auto,apn,Ignored,simple,0.953,6316.0,6618.0
US,12127,US-FL-VO,Volusia,parcel,manual,apn,Dx,string_lengths: 1 1 1 1 2 2 2 4 & drop_cols: 0 2 & switch: 1|3 & skip_empty: 1,,,
US,12127,US-FL-VO,Volusia,tax,manual,apn,Sx,string_lengths: 1 1 2 2 2 4 & skip_empty: 1,,,
US,12129,US-FL-WK,Wakulla,parcel,auto,apn,Sx-Sx-Sx-Sx-Sx-Sx,drop_cols: 0 & skip_empty: 1,0.973,24535.0,25068.0
US,12129,US-FL-WK,Wakulla,tax,auto,apn,Sx-Sx-Sx-Sx-Sx-Sx,drop_cols: 0 & skip_empty: 1,0.973,24535.0,25068.0
US,12131,US-FL-WA,Walton,parcel,auto,apn,Ignored,simple,0.969,66873.0,89132.0
US,12131,US-FL-WA,Walton,tax,auto,apn,Ignored,simple,0.969,66873.0,89132.0
US,12133,US-FL-WS,Washington,parcel,auto,apn,Sx-Sx-Sx,keep_length: 1 2 & merge_after: 0 0 & skip_empty: 1,0.989,43042.0,46129.0
US,12133,US-FL-WS,Washington,tax,auto,apn,Sx-Sx-Sx-Sx,drop_cols: 9 & keep_length: 2 3 & merge_after: 1 1 & skip_empty: 1,0.989,43042.0,46129.0
US,13001,US-GA-APP,Appling,parcel,auto,apn,Ignored,simple,0.904,12372.0,14165.0
US,13001,US-GA-APP,Appling,tax,auto,apn,Ignored,simple,0.904,12372.0,14165.0
US,13003,US-GA-ATK,Atkinson,parcel,auto,apn,Ignored,simple,0.619,5312.0,5755.0
US,13003,US-GA-ATK,Atkinson,tax,auto,apn,Ignored,simple,0.619,5312.0,5755.0
US,13005,US-GA-BAC,Bacon,parcel,auto,apn,Ignored,simple,0.861,6306.0,7371.0
US,13005,US-GA-BAC,Bacon,tax,auto,apn,Ignored,simple,0.861,6306.0,7371.0
US,13007,US-GA-BAK,Baker,parcel,manual,apn,Ignored,,,,
US,13007,US-GA-BAK,Baker,tax,manual,apn,Sx-Sx-Sx,keep_length: 1 & join_char:,,,
US,13009,US-GA-BAL,Baldwin,parcel,auto,apn,Sx Sx( Sx),split_groups: 0|3 1|3 2|3 & drop_cols: 2_1 & skip_empty: 1,0.932,21232.0,23911.0
US,13009,US-GA-BAL,Baldwin,tax,auto,apn,Sx Sx( Sx),split_groups: 0|3 1|3 2|3 & drop_cols: 2_1 & skip_empty: 1,0.932,21232.0,23911.0
US,13011,US-GA-BAN,Banks,parcel,auto,apn,Ignored,simple,0.87,10056.0,11440.0
US,13011,US-GA-BAN,Banks,tax,auto,apn,Ignored,simple,0.87,10056.0,11440.0
US,13013,US-GA-BAW,Barrow,parcel,auto,apn,Ignored,simple,0.944,33177.0,34668.0
US,13013,US-GA-BAW,Barrow,tax,auto,apn,Ignored,simple,0.944,33177.0,34668.0
US,13015,US-GA-BAR,Bartow,parcel,auto,apn,Sx-Sx-Sx(-Sx),skip_empty: 1,0.949,46039.0,48503.0
US,13015,US-GA-BAR,Bartow,tax,auto,apn,Sx-[S.]x(-Sx)(-Sx)(-S.x),split_groups: 1|. 4|. & skip_empty: 1,0.949,46039.0,48503.0
US,13017,US-GA-BEH,Ben Hill,parcel,auto,apn,Ignored,simple,0.818,11524.0,11908.0
US,13017,US-GA-BEH,Ben Hill,tax,auto,apn,Ignored,simple,0.818,11524.0,11908.0
US,13019,US-GA-BER,Berrien,parcel,auto,apn,Ignored,simple,0.719,11375.0,12250.0
US,13019,US-GA-BER,Berrien,tax,auto,apn,Ignored,simple,0.719,11375.0,12250.0
US,13021,US-GA-BIB,Bibb,parcel,auto,apn,Sx( )-( )(Sx)( - Sx)(-Sx)( Sx),split_groups: 0|3 & drop_cols: 4 & keep_length: 1 & merge_after: 0_0 0_0 0_0 & skip_empty: 1,0.996,68526.0,68810.0
US,13021,US-GA-BIB,Bibb,tax,auto,apn,Sx( )-( )(Sx)( - Sx)(-Sx)( Sx),split_groups: 0|3 & drop_cols: 4 & keep_length: 1 & merge_after: 0_0 0_0 0_0 & skip_empty: 1,0.996,68526.0,68810.0
